2 Q0 CACM-2434 1  0.20801989344725502 TF-IDF 
2 Q0 CACM-0408 2  0.1857507333974486 TF-IDF 
2 Q0 CACM-0597 3  0.17754047077783647 TF-IDF 
2 Q0 CACM-2863 4  0.15986714033446447 TF-IDF 
2 Q0 CACM-0563 5  0.14750793534503273 TF-IDF 
2 Q0 CACM-0569 6  0.14750793534503273 TF-IDF 
2 Q0 CACM-0740 7  0.14750793534503273 TF-IDF 
2 Q0 CACM-0290 8  0.13931305004808645 TF-IDF 
2 Q0 CACM-0372 9  0.13931305004808645 TF-IDF 
2 Q0 CACM-0394 10  0.13931305004808645 TF-IDF 
2 Q0 CACM-0459 11  0.13931305004808645 TF-IDF 
2 Q0 CACM-0853 12  0.13931305004808645 TF-IDF 
2 Q0 CACM-0998 13  0.13931305004808645 TF-IDF 
2 Q0 CACM-1105 14  0.13931305004808645 TF-IDF 
2 Q0 CACM-0269 15  0.1319807842560819 TF-IDF 
2 Q0 CACM-0645 16  0.1319807842560819 TF-IDF 
2 Q0 CACM-0673 17  0.1319807842560819 TF-IDF 
2 Q0 CACM-0741 18  0.1319807842560819 TF-IDF 
2 Q0 CACM-0742 19  0.1319807842560819 TF-IDF 
2 Q0 CACM-0772 20  0.1319807842560819 TF-IDF 
2 Q0 CACM-0798 21  0.1319807842560819 TF-IDF 
2 Q0 CACM-0993 22  0.1319807842560819 TF-IDF 
2 Q0 CACM-1320 23  0.1319807842560819 TF-IDF 
2 Q0 CACM-2638 24  0.1319807842560819 TF-IDF 
2 Q0 CACM-0279 25  0.12538174504327781 TF-IDF 
2 Q0 CACM-0437 26  0.12538174504327781 TF-IDF 
2 Q0 CACM-0622 27  0.12538174504327781 TF-IDF 
2 Q0 CACM-0623 28  0.12538174504327781 TF-IDF 
2 Q0 CACM-0624 29  0.12538174504327781 TF-IDF 
2 Q0 CACM-1139 30  0.12538174504327781 TF-IDF 
2 Q0 CACM-1702 31  0.12538174504327781 TF-IDF 
2 Q0 CACM-0130 32  0.11941118575550268 TF-IDF 
2 Q0 CACM-0131 33  0.11941118575550268 TF-IDF 
2 Q0 CACM-0391 34  0.11941118575550268 TF-IDF 
2 Q0 CACM-0517 35  0.11941118575550268 TF-IDF 
2 Q0 CACM-1537 36  0.11941118575550268 TF-IDF 
2 Q0 CACM-1538 37  0.11941118575550268 TF-IDF 
2 Q0 CACM-2386 38  0.11941118575550268 TF-IDF 
2 Q0 CACM-3078 39  0.11698775808968478 TF-IDF 
2 Q0 CACM-0077 40  0.11398340458479801 TF-IDF 
2 Q0 CACM-0108 41  0.11398340458479801 TF-IDF 
2 Q0 CACM-0232 42  0.11398340458479801 TF-IDF 
2 Q0 CACM-0246 43  0.11398340458479801 TF-IDF 
2 Q0 CACM-0275 44  0.11398340458479801 TF-IDF 
2 Q0 CACM-0631 45  0.11398340458479801 TF-IDF 
2 Q0 CACM-1136 46  0.11398340458479801 TF-IDF 
2 Q0 CACM-1313 47  0.11398340458479801 TF-IDF 
2 Q0 CACM-1480 48  0.11398340458479801 TF-IDF 
2 Q0 CACM-1990 49  0.11398340458479801 TF-IDF 
2 Q0 CACM-1183 50  0.11298029958589594 TF-IDF 
2 Q0 CACM-0847 51  0.10965734959807547 TF-IDF 
2 Q0 CACM-0314 52  0.10902760438545897 TF-IDF 
2 Q0 CACM-0657 53  0.10902760438545897 TF-IDF 
2 Q0 CACM-0756 54  0.10902760438545897 TF-IDF 
2 Q0 CACM-2422 55  0.10902760438545897 TF-IDF 
2 Q0 CACM-2653 56  0.10902760438545897 TF-IDF 
2 Q0 CACM-2757 57  0.10902760438545897 TF-IDF 
2 Q0 CACM-0316 58  0.10448478753606484 TF-IDF 
2 Q0 CACM-0330 59  0.10448478753606484 TF-IDF 
2 Q0 CACM-0407 60  0.10448478753606484 TF-IDF 
2 Q0 CACM-0646 61  0.10448478753606484 TF-IDF 
2 Q0 CACM-0776 62  0.10448478753606484 TF-IDF 
2 Q0 CACM-1037 63  0.10448478753606484 TF-IDF 
2 Q0 CACM-1082 64  0.10448478753606484 TF-IDF 
2 Q0 CACM-2510 65  0.10448478753606484 TF-IDF 
2 Q0 CACM-0027 66  0.10030539603462225 TF-IDF 
2 Q0 CACM-0051 67  0.10030539603462225 TF-IDF 
2 Q0 CACM-0098 68  0.10030539603462225 TF-IDF 
2 Q0 CACM-0102 69  0.10030539603462225 TF-IDF 
2 Q0 CACM-0968 70  0.10030539603462225 TF-IDF 
2 Q0 CACM-1814 71  0.10030539603462225 TF-IDF 
2 Q0 CACM-1832 72  0.10030539603462225 TF-IDF 
2 Q0 CACM-0927 73  0.09644749618713679 TF-IDF 
2 Q0 CACM-1994 74  0.09644749618713679 TF-IDF 
2 Q0 CACM-2472 75  0.09644749618713679 TF-IDF 
2 Q0 CACM-0033 76  0.0928753666987243 TF-IDF 
2 Q0 CACM-1096 77  0.0928753666987243 TF-IDF 
2 Q0 CACM-1981 78  0.0928753666987243 TF-IDF 
2 Q0 CACM-2352 79  0.0928753666987243 TF-IDF 
2 Q0 CACM-2440 80  0.0928753666987243 TF-IDF 
2 Q0 CACM-1305 81  0.08983975629721846 TF-IDF 
2 Q0 CACM-0080 82  0.089558389316627 TF-IDF 
2 Q0 CACM-1815 83  0.089558389316627 TF-IDF 
2 Q0 CACM-2119 84  0.089558389316627 TF-IDF 
2 Q0 CACM-2120 85  0.089558389316627 TF-IDF 
2 Q0 CACM-2917 86  0.089558389316627 TF-IDF 
2 Q0 CACM-3202 87  0.08740644450469023 TF-IDF 
2 Q0 CACM-1941 88  0.08647016899536401 TF-IDF 
2 Q0 CACM-2331 89  0.08647016899536401 TF-IDF 
2 Q0 CACM-1861 90  0.08572176164770273 TF-IDF 
2 Q0 CACM-1730 91  0.08358783002885188 TF-IDF 
2 Q0 CACM-1822 92  0.08358783002885188 TF-IDF 
