58 Q0 CACM-1344 1  0.5941140948757287 TF-IDF 
58 Q0 CACM-2351 2  0.578546987352837 TF-IDF 
58 Q0 CACM-2098 3  0.5620536756218127 TF-IDF 
58 Q0 CACM-1779 4  0.5290839639388188 TF-IDF 
58 Q0 CACM-1944 5  0.5221115436498593 TF-IDF 
58 Q0 CACM-1816 6  0.5063752841040817 TF-IDF 
58 Q0 CACM-1986 7  0.4715181764853851 TF-IDF 
58 Q0 CACM-2634 8  0.47060040758481736 TF-IDF 
58 Q0 CACM-2395 9  0.46368079237718207 TF-IDF 
58 Q0 CACM-2418 10  0.456307912727792 TF-IDF 
58 Q0 CACM-0069 11  0.44520338948591837 TF-IDF 
58 Q0 CACM-1987 12  0.4420482904550485 TF-IDF 
58 Q0 CACM-1709 13  0.4146705590311419 TF-IDF 
58 Q0 CACM-1631 14  0.413214610601296 TF-IDF 
58 Q0 CACM-0382 15  0.4062374112778981 TF-IDF 
58 Q0 CACM-2212 16  0.39998960462456096 TF-IDF 
58 Q0 CACM-1876 17  0.39424264399402253 TF-IDF 
58 Q0 CACM-0050 18  0.38777207440163003 TF-IDF 
58 Q0 CACM-2318 19  0.38667504332742797 TF-IDF 
58 Q0 CACM-1920 20  0.3730600540896896 TF-IDF 
58 Q0 CACM-2225 21  0.3634065440426707 TF-IDF 
58 Q0 CACM-1578 22  0.3594495735738945 TF-IDF 
58 Q0 CACM-1802 23  0.32054351053950025 TF-IDF 
58 Q0 CACM-1732 24  0.31596243099392074 TF-IDF 
58 Q0 CACM-1823 25  0.31596243099392074 TF-IDF 
58 Q0 CACM-2825 26  0.3020671900852587 TF-IDF 
58 Q0 CACM-1880 27  0.29588874017588945 TF-IDF 
58 Q0 CACM-1474 28  0.2940639489051973 TF-IDF 
58 Q0 CACM-2101 29  0.292656131841321 TF-IDF 
58 Q0 CACM-2025 30  0.28734263375837826 TF-IDF 
58 Q0 CACM-2067 31  0.28367267489029213 TF-IDF 
58 Q0 CACM-1848 32  0.28210382397532674 TF-IDF 
58 Q0 CACM-1396 33  0.28121318851272736 TF-IDF 
58 Q0 CACM-1734 34  0.28071495862840795 TF-IDF 
58 Q0 CACM-2533 35  0.2765902140037969 TF-IDF 
58 Q0 CACM-1778 36  0.27202971720310676 TF-IDF 
58 Q0 CACM-0432 37  0.268205255354302 TF-IDF 
58 Q0 CACM-1864 38  0.26712942144693824 TF-IDF 
58 Q0 CACM-0356 39  0.2593290389446237 TF-IDF 
58 Q0 CACM-0740 40  0.2593290389446237 TF-IDF 
58 Q0 CACM-1755 41  0.2588188619391913 TF-IDF 
58 Q0 CACM-2362 42  0.2586301904467068 TF-IDF 
58 Q0 CACM-1637 43  0.25852152124692196 TF-IDF 
58 Q0 CACM-1252 44  0.25376042504475294 TF-IDF 
58 Q0 CACM-2224 45  0.24762418306325135 TF-IDF 
58 Q0 CACM-2405 46  0.24686276872393548 TF-IDF 
58 Q0 CACM-2999 47  0.24614356349632854 TF-IDF 
58 Q0 CACM-2132 48  0.24106124473034876 TF-IDF 
58 Q0 CACM-0933 49  0.23575077287217525 TF-IDF 
58 Q0 CACM-2592 50  0.2319424973202004 TF-IDF 
58 Q0 CACM-0264 51  0.23069872916180598 TF-IDF 
58 Q0 CACM-0299 52  0.23069872916180598 TF-IDF 
58 Q0 CACM-1698 53  0.22727766514895295 TF-IDF 
58 Q0 CACM-1586 54  0.2272082018363577 TF-IDF 
58 Q0 CACM-0529 55  0.2235043794619183 TF-IDF 
58 Q0 CACM-2238 56  0.22334283745785022 TF-IDF 
58 Q0 CACM-2884 57  0.22285016209048358 TF-IDF 
58 Q0 CACM-0287 58  0.2191637927037157 TF-IDF 
58 Q0 CACM-0840 59  0.21217569558495775 TF-IDF 
58 Q0 CACM-1511 60  0.21157786798149505 TF-IDF 
58 Q0 CACM-3166 61  0.21135591935444908 TF-IDF 
58 Q0 CACM-2930 62  0.21114953656641178 TF-IDF 
58 Q0 CACM-2325 63  0.2108757124302036 TF-IDF 
58 Q0 CACM-0136 64  0.20993303152660014 TF-IDF 
58 Q0 CACM-2830 65  0.2089541905685109 TF-IDF 
58 Q0 CACM-2249 66  0.2048791031284928 TF-IDF 
58 Q0 CACM-1691 67  0.2042618651134891 TF-IDF 
58 Q0 CACM-1171 68  0.20308315295691212 TF-IDF 
58 Q0 CACM-1563 69  0.2027832109355996 TF-IDF 
58 Q0 CACM-0060 70  0.2021389088259984 TF-IDF 
58 Q0 CACM-0062 71  0.20207209103329307 TF-IDF 
58 Q0 CACM-0801 72  0.20207209103329307 TF-IDF 
58 Q0 CACM-0839 73  0.20207209103329307 TF-IDF 
58 Q0 CACM-0908 74  0.20034706608520367 TF-IDF 
58 Q0 CACM-0371 75  0.19976865929659884 TF-IDF 
58 Q0 CACM-0156 76  0.19764325145965603 TF-IDF 
58 Q0 CACM-1835 77  0.19687069092831064 TF-IDF 
58 Q0 CACM-1946 78  0.19682159643922853 TF-IDF 
58 Q0 CACM-2475 79  0.19666288950593377 TF-IDF 
58 Q0 CACM-0407 80  0.19603581159174066 TF-IDF 
58 Q0 CACM-0075 81  0.1933731344398642 TF-IDF 
58 Q0 CACM-2904 82  0.1932657156471293 TF-IDF 
58 Q0 CACM-0126 83  0.19288699598632522 TF-IDF 
58 Q0 CACM-0246 84  0.19288699598632522 TF-IDF 
58 Q0 CACM-0266 85  0.19288699598632522 TF-IDF 
58 Q0 CACM-0765 86  0.19288699598632522 TF-IDF 
