10 Q0 CACM-0249 1  0.46426741010401573 TF-IDF 
10 Q0 CACM-2316 2  0.4464109712538613 TF-IDF 
10 Q0 CACM-2603 3  0.40964771479766093 TF-IDF 
10 Q0 CACM-0141 4  0.39952517780759944 TF-IDF 
10 Q0 CACM-1466 5  0.3627089141437623 TF-IDF 
10 Q0 CACM-0392 6  0.3614751608735423 TF-IDF 
10 Q0 CACM-1302 7  0.3614751608735423 TF-IDF 
10 Q0 CACM-2685 8  0.35035284823127955 TF-IDF 
10 Q0 CACM-1795 9  0.34976942325572913 TF-IDF 
10 Q0 CACM-2714 10  0.33845126527650143 TF-IDF 
10 Q0 CACM-1102 11  0.3224079236833442 TF-IDF 
10 Q0 CACM-1158 12  0.31629076576434956 TF-IDF 
10 Q0 CACM-2700 13  0.3028449302338808 TF-IDF 
10 Q0 CACM-1262 14  0.30063280706314416 TF-IDF 
10 Q0 CACM-2973 15  0.29768542660174074 TF-IDF 
10 Q0 CACM-2785 16  0.29470510651774606 TF-IDF 
10 Q0 CACM-0463 17  0.2901671313150098 TF-IDF 
10 Q0 CACM-1142 18  0.2901671313150098 TF-IDF 
10 Q0 CACM-1367 19  0.2811473473460885 TF-IDF 
10 Q0 CACM-2896 20  0.2811473473460885 TF-IDF 
10 Q0 CACM-2814 21  0.2763496488714379 TF-IDF 
10 Q0 CACM-2182 22  0.27110637065515675 TF-IDF 
10 Q0 CACM-0651 23  0.2637883011954635 TF-IDF 
10 Q0 CACM-2295 24  0.2637883011954635 TF-IDF 
10 Q0 CACM-1828 25  0.2595206283194663 TF-IDF 
10 Q0 CACM-0762 26  0.25231924462174765 TF-IDF 
10 Q0 CACM-0920 27  0.25231924462174765 TF-IDF 
10 Q0 CACM-2266 28  0.2502385469001575 TF-IDF 
10 Q0 CACM-1098 29  0.23566873609340896 TF-IDF 
10 Q0 CACM-1703 30  0.23527064701217013 TF-IDF 
10 Q0 CACM-0628 31  0.23213370505200787 TF-IDF 
10 Q0 CACM-2705 32  0.22907931419606037 TF-IDF 
10 Q0 CACM-2895 33  0.2275781543119999 TF-IDF 
10 Q0 CACM-2952 34  0.22326406995130557 TF-IDF 
10 Q0 CACM-3075 35  0.21869587292114606 TF-IDF 
