21 Q0 CACM-1659 1  0.3085589546434357 TF-IDF 
21 Q0 CACM-2337 2  0.30209527345383674 TF-IDF 
21 Q0 CACM-2932 3  0.28399584986471826 TF-IDF 
21 Q0 CACM-2325 4  0.25345105966273146 TF-IDF 
21 Q0 CACM-3007 5  0.23598307633187238 TF-IDF 
21 Q0 CACM-2743 6  0.20849783117197457 TF-IDF 
21 Q0 CACM-3086 7  0.20031113302785475 TF-IDF 
21 Q0 CACM-0371 8  0.19976865929659884 TF-IDF 
21 Q0 CACM-0895 9  0.18988243362672966 TF-IDF 
21 Q0 CACM-0164 10  0.1800807555733266 TF-IDF 
21 Q0 CACM-2007 11  0.17979179336693898 TF-IDF 
21 Q0 CACM-2927 12  0.176332812797066 TF-IDF 
21 Q0 CACM-0267 13  0.17189526668362995 TF-IDF 
21 Q0 CACM-2226 14  0.16849087276439031 TF-IDF 
21 Q0 CACM-2997 15  0.16652741808837934 TF-IDF 
21 Q0 CACM-2950 16  0.16375622853175328 TF-IDF 
21 Q0 CACM-1952 17  0.15863981767671087 TF-IDF 
21 Q0 CACM-0117 18  0.15757066112666077 TF-IDF 
21 Q0 CACM-1342 19  0.14982649447244914 TF-IDF 
21 Q0 CACM-1660 20  0.14982649447244914 TF-IDF 
21 Q0 CACM-2837 21  0.14568695910615126 TF-IDF 
21 Q0 CACM-3166 22  0.14513845882296159 TF-IDF 
21 Q0 CACM-2508 23  0.14006280989036513 TF-IDF 
21 Q0 CACM-1658 24  0.136700142054128 TF-IDF 
21 Q0 CACM-0270 25  0.13484384502520425 TF-IDF 
21 Q0 CACM-0804 26  0.13484384502520425 TF-IDF 
21 Q0 CACM-2884 27  0.13484384502520425 TF-IDF 
21 Q0 CACM-2454 28  0.13332467408802734 TF-IDF 
21 Q0 CACM-1796 29  0.13155497075629682 TF-IDF 
21 Q0 CACM-1969 30  0.13040330575999512 TF-IDF 
21 Q0 CACM-3131 31  0.12993603282025082 TF-IDF 
21 Q0 CACM-2903 32  0.12454414462493951 TF-IDF 
21 Q0 CACM-2706 33  0.12245110719623903 TF-IDF 
21 Q0 CACM-0149 34  0.11817799584499558 TF-IDF 
21 Q0 CACM-1374 35  0.11725551741322107 TF-IDF 
21 Q0 CACM-1551 36  0.11725551741322107 TF-IDF 
21 Q0 CACM-2417 37  0.11725551741322107 TF-IDF 
21 Q0 CACM-2936 38  0.11428408011911996 TF-IDF 
21 Q0 CACM-2645 39  0.11251033859355306 TF-IDF 
21 Q0 CACM-2725 40  0.11236987085433686 TF-IDF 
21 Q0 CACM-2830 41  0.10787507602016339 TF-IDF 
21 Q0 CACM-3162 42  0.10714471879670914 TF-IDF 
21 Q0 CACM-1619 43  0.10665973927042188 TF-IDF 
21 Q0 CACM-1851 44  0.1037260346347725 TF-IDF 
21 Q0 CACM-1873 45  0.1037260346347725 TF-IDF 
21 Q0 CACM-1953 46  0.1037260346347725 TF-IDF 
21 Q0 CACM-3006 47  0.10293423284366736 TF-IDF 
21 Q0 CACM-2902 48  0.10113288376890317 TF-IDF 
21 Q0 CACM-2863 49  0.09988432964829942 TF-IDF 
21 Q0 CACM-3151 50  0.09887457887749346 TF-IDF 
21 Q0 CACM-1309 51  0.0984235104231404 TF-IDF 
21 Q0 CACM-1899 52  0.09743966988740074 TF-IDF 
21 Q0 CACM-2504 53  0.09743966988740074 TF-IDF 
21 Q0 CACM-2679 54  0.09731415220124683 TF-IDF 
21 Q0 CACM-2273 55  0.09631703216086016 TF-IDF 
21 Q0 CACM-2283 56  0.09631703216086016 TF-IDF 
21 Q0 CACM-2784 57  0.09294481630557903 TF-IDF 
21 Q0 CACM-2146 58  0.09235879796246865 TF-IDF 
21 Q0 CACM-2828 59  0.0923200348368704 TF-IDF 
21 Q0 CACM-2953 60  0.09096461256729398 TF-IDF 
21 Q0 CACM-2505 61  0.08989589668346949 TF-IDF 
21 Q0 CACM-3061 62  0.08989589668346949 TF-IDF 
21 Q0 CACM-2702 63  0.08856303428828946 TF-IDF 
21 Q0 CACM-2365 64  0.08305862522492236 TF-IDF 
21 Q0 CACM-2892 65  0.08281085840233267 TF-IDF 
21 Q0 CACM-1924 66  0.08172354243951772 TF-IDF 
21 Q0 CACM-2819 67  0.08172354243951772 TF-IDF 
21 Q0 CACM-1708 68  0.08132679283956686 TF-IDF 
21 Q0 CACM-2272 69  0.0805037880747488 TF-IDF 
21 Q0 CACM-3055 70  0.0797073398190678 TF-IDF 
21 Q0 CACM-2251 71  0.07952457310899683 TF-IDF 
21 Q0 CACM-2025 72  0.07931990883835544 TF-IDF 
21 Q0 CACM-2362 73  0.07931990883835544 TF-IDF 
21 Q0 CACM-2767 74  0.0783975843169792 TF-IDF 
21 Q0 CACM-2703 75  0.07817421367336594 TF-IDF 
21 Q0 CACM-1465 76  0.07797311066061564 TF-IDF 
21 Q0 CACM-2426 77  0.07705362572868814 TF-IDF 
21 Q0 CACM-2942 78  0.07705362572868814 TF-IDF 
21 Q0 CACM-2110 79  0.07599486608662148 TF-IDF 
21 Q0 CACM-2630 80  0.07596836339448126 TF-IDF 
21 Q0 CACM-2457 81  0.07556545828002506 TF-IDF 
21 Q0 CACM-2627 82  0.07543711609801636 TF-IDF 
21 Q0 CACM-2222 83  0.07491324723622457 TF-IDF 
21 Q0 CACM-1947 84  0.0748850666740566 TF-IDF 
21 Q0 CACM-2490 85  0.07355118819556594 TF-IDF 
21 Q0 CACM-3163 86  0.07324570589452689 TF-IDF 
21 Q0 CACM-1392 87  0.07288856487848878 TF-IDF 
21 Q0 CACM-1529 88  0.07288856487848878 TF-IDF 
21 Q0 CACM-3018 89  0.07047405136758725 TF-IDF 
21 Q0 CACM-2126 90  0.07003140494518256 TF-IDF 
21 Q0 CACM-2674 91  0.06871023950328879 TF-IDF 
21 Q0 CACM-2938 92  0.06799512368884458 TF-IDF 
21 Q0 CACM-2647 93  0.06742192251260212 TF-IDF 
21 Q0 CACM-2216 94  0.06722506278229723 TF-IDF 
21 Q0 CACM-2904 95  0.06658955309886629 TF-IDF 
21 Q0 CACM-2236 96  0.06577748537814841 TF-IDF 
21 Q0 CACM-2520 97  0.06421135477390677 TF-IDF 
21 Q0 CACM-2267 98  0.06345592707068434 TF-IDF 
21 Q0 CACM-1404 99  0.06223037740707947 TF-IDF 
