15 Q0 CACM-2464 1  1.0467405827975427 TF-IDF 
15 Q0 CACM-1231 2  0.5355416935243242 TF-IDF 
15 Q0 CACM-2611 3  0.5233702913987713 TF-IDF 
15 Q0 CACM-2835 4  0.44285178502972966 TF-IDF 
15 Q0 CACM-1795 5  0.37142407776687003 TF-IDF 
15 Q0 CACM-2964 6  0.34891352759918093 TF-IDF 
15 Q0 CACM-2133 7  0.3198374002992492 TF-IDF 
15 Q0 CACM-2616 8  0.3154560660485745 TF-IDF 
15 Q0 CACM-2904 9  0.28429991137711036 TF-IDF 
15 Q0 CACM-1947 10  0.27930768684988144 TF-IDF 
15 Q0 CACM-0820 11  0.2698798067906215 TF-IDF 
15 Q0 CACM-2290 12  0.26168514569938567 TF-IDF 
15 Q0 CACM-2495 13  0.26168514569938567 TF-IDF 
15 Q0 CACM-2836 14  0.25305816287413124 TF-IDF 
15 Q0 CACM-0307 15  0.2509337359277131 TF-IDF 
15 Q0 CACM-1191 16  0.2377266971946756 TF-IDF 
15 Q0 CACM-2411 17  0.2349825798116933 TF-IDF 
15 Q0 CACM-1737 18  0.2252949369692211 TF-IDF 
15 Q0 CACM-3054 19  0.22488220286666405 TF-IDF 
15 Q0 CACM-1676 20  0.22142589251486483 TF-IDF 
15 Q0 CACM-2929 21  0.22142589251486483 TF-IDF 
15 Q0 CACM-0507 22  0.21508605936661124 TF-IDF 
15 Q0 CACM-3080 23  0.211916805106251 TF-IDF 
15 Q0 CACM-2344 24  0.20934811655950855 TF-IDF 
15 Q0 CACM-1807 25  0.20171954836114886 TF-IDF 
15 Q0 CACM-3125 26  0.19962750120275355 TF-IDF 
15 Q0 CACM-2944 27  0.19697403550788042 TF-IDF 
15 Q0 CACM-2897 28  0.18836755618336298 TF-IDF 
15 Q0 CACM-0776 29  0.18820030194578485 TF-IDF 
15 Q0 CACM-2701 30  0.17881785217039464 TF-IDF 
15 Q0 CACM-2195 31  0.17761627618154313 TF-IDF 
15 Q0 CACM-3029 32  0.1670384341295435 TF-IDF 
15 Q0 CACM-2680 33  0.163321225684723 TF-IDF 
15 Q0 CACM-0693 34  0.16217107620807 TF-IDF 
15 Q0 CACM-2537 35  0.16103701273808352 TF-IDF 
15 Q0 CACM-2716 36  0.16028452483998878 TF-IDF 
15 Q0 CACM-2685 37  0.1577758870468249 TF-IDF 
15 Q0 CACM-2877 38  0.15603672860808462 TF-IDF 
15 Q0 CACM-2253 39  0.15559657311855368 TF-IDF 
15 Q0 CACM-1762 40  0.15251335290088755 TF-IDF 
15 Q0 CACM-0089 41  0.1505602415566279 TF-IDF 
15 Q0 CACM-2477 42  0.14650618082919456 TF-IDF 
15 Q0 CACM-1755 43  0.14615862986335054 TF-IDF 
15 Q0 CACM-2574 44  0.13493990339531076 TF-IDF 
15 Q0 CACM-1760 45  0.12991878210075605 TF-IDF 
15 Q0 CACM-1981 46  0.12991878210075605 TF-IDF 
15 Q0 CACM-2029 47  0.12991878210075605 TF-IDF 
15 Q0 CACM-1838 48  0.1252788255971576 TF-IDF 
15 Q0 CACM-2512 49  0.1252788255971576 TF-IDF 
15 Q0 CACM-3018 50  0.12380802592229001 TF-IDF 
15 Q0 CACM-0658 51  0.12095886609380736 TF-IDF 
15 Q0 CACM-2388 52  0.12011460403643925 TF-IDF 
15 Q0 CACM-2923 53  0.11890061690954967 TF-IDF 
15 Q0 CACM-2134 54  0.11870254031724713 TF-IDF 
15 Q0 CACM-1730 55  0.11692690389068044 TF-IDF 
15 Q0 CACM-1761 56  0.11692690389068044 TF-IDF 
15 Q0 CACM-1798 57  0.11692690389068044 TF-IDF 
15 Q0 CACM-1995 58  0.11692690389068044 TF-IDF 
15 Q0 CACM-2332 59  0.11692690389068044 TF-IDF 
15 Q0 CACM-2953 60  0.1151414641077297 TF-IDF 
15 Q0 CACM-2336 61  0.11315506828130366 TF-IDF 
15 Q0 CACM-2579 62  0.11288378834091148 TF-IDF 
15 Q0 CACM-2812 63  0.11178782923080553 TF-IDF 
15 Q0 CACM-1658 64  0.10862402274314124 TF-IDF 
15 Q0 CACM-3069 65  0.10702519205810934 TF-IDF 
15 Q0 CACM-1223 66  0.10532824518857456 TF-IDF 
15 Q0 CACM-3118 67  0.10464727202085325 TF-IDF 
15 Q0 CACM-2969 68  0.10189510098029178 TF-IDF 
15 Q0 CACM-1943 69  0.1002230604777261 TF-IDF 
15 Q0 CACM-1195 70  0.09757751195570315 TF-IDF 
15 Q0 CACM-1913 71  0.09743908657556703 TF-IDF 
15 Q0 CACM-1808 72  0.09668210076408736 TF-IDF 
15 Q0 CACM-0104 73  0.09515823479977663 TF-IDF 
15 Q0 CACM-2715 74  0.09515823479977663 TF-IDF 
15 Q0 CACM-1961 75  0.0928111078088802 TF-IDF 
15 Q0 CACM-2142 76  0.09213191757167705 TF-IDF 
15 Q0 CACM-2015 77  0.0906625701635667 TF-IDF 
15 Q0 CACM-3053 78  0.0906625701635667 TF-IDF 
15 Q0 CACM-1564 79  0.08995426883416384 TF-IDF 
15 Q0 CACM-2323 80  0.08994377222360034 TF-IDF 
15 Q0 CACM-2000 81  0.08925694892072071 TF-IDF 
15 Q0 CACM-2858 82  0.08722838189979523 TF-IDF 
15 Q0 CACM-1548 83  0.08722771998555826 TF-IDF 
15 Q0 CACM-2880 84  0.08716928774400176 TF-IDF 
15 Q0 CACM-1886 85  0.0865074091246894 TF-IDF 
15 Q0 CACM-1809 86  0.08522277823960069 TF-IDF 
15 Q0 CACM-2570 87  0.0846628412556836 TF-IDF 
15 Q0 CACM-2321 88  0.08343584355632587 TF-IDF 
15 Q0 CACM-2903 89  0.08343584355632587 TF-IDF 
15 Q0 CACM-1459 90  0.08253663804048031 TF-IDF 
15 Q0 CACM-1410 91  0.0816606128423615 TF-IDF 
15 Q0 CACM-2227 92  0.08065727226247922 TF-IDF 
15 Q0 CACM-3020 93  0.08051850636904176 TF-IDF 
15 Q0 CACM-1719 94  0.0794079062811929 TF-IDF 
15 Q0 CACM-3156 95  0.0772103802854502 TF-IDF 
15 Q0 CACM-1720 96  0.07655605502879384 TF-IDF 
15 Q0 CACM-2188 97  0.07633787455938956 TF-IDF 
15 Q0 CACM-1910 98  0.07625667645044377 TF-IDF 
15 Q0 CACM-2170 99  0.07528012077831395 TF-IDF 
15 Q0 CACM-2433 100  0.074284815553374 TF-IDF 
