62 Q0 CACM-2975 1  0.338567914143789 TF-IDF 
62 Q0 CACM-2932 2  0.297601025519354 TF-IDF 
62 Q0 CACM-2333 3  0.278820635177238 TF-IDF 
62 Q0 CACM-2327 4  0.2721342899989584 TF-IDF 
62 Q0 CACM-2790 5  0.25792091069953993 TF-IDF 
62 Q0 CACM-2430 6  0.25747440358610896 TF-IDF 
62 Q0 CACM-1648 7  0.24947109463226558 TF-IDF 
62 Q0 CACM-1961 8  0.24137145222719514 TF-IDF 
62 Q0 CACM-3007 9  0.23598307633187238 TF-IDF 
62 Q0 CACM-1266 10  0.2146374387938739 TF-IDF 
62 Q0 CACM-2212 11  0.2105814886423906 TF-IDF 
62 Q0 CACM-1368 12  0.20633672855963195 TF-IDF 
62 Q0 CACM-2346 13  0.2054181996405739 TF-IDF 
62 Q0 CACM-2351 14  0.20215822909669498 TF-IDF 
62 Q0 CACM-0141 15  0.19976258890379972 TF-IDF 
62 Q0 CACM-1424 16  0.19909684334701327 TF-IDF 
62 Q0 CACM-2714 17  0.18532103304403855 TF-IDF 
62 Q0 CACM-2076 18  0.184673407714794 TF-IDF 
62 Q0 CACM-0392 19  0.18073758043677116 TF-IDF 
62 Q0 CACM-1302 20  0.18073758043677116 TF-IDF 
62 Q0 CACM-2685 21  0.17517642411563977 TF-IDF 
62 Q0 CACM-1941 22  0.17427433542818532 TF-IDF 
62 Q0 CACM-2896 23  0.1717709312496947 TF-IDF 
62 Q0 CACM-1986 24  0.1684651909139125 TF-IDF 
62 Q0 CACM-1136 25  0.16340084062318377 TF-IDF 
62 Q0 CACM-2009 26  0.1630308299166895 TF-IDF 
62 Q0 CACM-2243 27  0.1630308299166895 TF-IDF 
62 Q0 CACM-2418 28  0.1630308299166895 TF-IDF 
62 Q0 CACM-2255 29  0.16109990414259817 TF-IDF 
62 Q0 CACM-1158 30  0.15814538288217478 TF-IDF 
62 Q0 CACM-1987 31  0.15793611648179295 TF-IDF 
62 Q0 CACM-1262 32  0.15031640353157208 TF-IDF 
62 Q0 CACM-2973 33  0.14884271330087037 TF-IDF 
62 Q0 CACM-1944 34  0.1486457566887463 TF-IDF 
62 Q0 CACM-2927 35  0.1476817119118599 TF-IDF 
62 Q0 CACM-1367 36  0.14057367367304424 TF-IDF 
62 Q0 CACM-0502 37  0.14038765909492706 TF-IDF 
62 Q0 CACM-0934 38  0.14038765909492706 TF-IDF 
62 Q0 CACM-1101 39  0.1382622497580786 TF-IDF 
62 Q0 CACM-2121 40  0.1382622497580786 TF-IDF 
62 Q0 CACM-2700 41  0.1367743851953944 TF-IDF 
62 Q0 CACM-2182 42  0.13555318532757837 TF-IDF 
62 Q0 CACM-2266 43  0.13378312914639684 TF-IDF 
62 Q0 CACM-2337 44  0.1337237432547277 TF-IDF 
62 Q0 CACM-0446 45  0.13299883493203615 TF-IDF 
62 Q0 CACM-0541 46  0.13299883493203615 TF-IDF 
62 Q0 CACM-0552 47  0.13299883493203615 TF-IDF 
62 Q0 CACM-0614 48  0.13299883493203615 TF-IDF 
62 Q0 CACM-2098 49  0.13299883493203615 TF-IDF 
62 Q0 CACM-1720 50  0.13137004454104168 TF-IDF 
62 Q0 CACM-1948 51  0.13135500673341738 TF-IDF 
62 Q0 CACM-2648 52  0.13050424847881192 TF-IDF 
62 Q0 CACM-1828 53  0.12976031415973316 TF-IDF 
62 Q0 CACM-3122 54  0.1295886083953173 TF-IDF 
62 Q0 CACM-1563 55  0.1284903998495943 TF-IDF 
62 Q0 CACM-3156 56  0.12804518001048398 TF-IDF 
62 Q0 CACM-0016 57  0.12634889318543438 TF-IDF 
62 Q0 CACM-0570 58  0.12634889318543438 TF-IDF 
62 Q0 CACM-1866 59  0.12634889318543438 TF-IDF 
62 Q0 CACM-1955 60  0.12634889318543438 TF-IDF 
62 Q0 CACM-2164 61  0.12634889318543438 TF-IDF 
62 Q0 CACM-2326 62  0.12557460826771719 TF-IDF 
62 Q0 CACM-2057 63  0.12473554731613279 TF-IDF 
62 Q0 CACM-1840 64  0.12395925840379458 TF-IDF 
62 Q0 CACM-1795 65  0.12243513513458693 TF-IDF 
62 Q0 CACM-2077 66  0.12110675981127281 TF-IDF 
62 Q0 CACM-1058 67  0.1203322792242232 TF-IDF 
62 Q0 CACM-1967 68  0.1198272831236681 TF-IDF 
62 Q0 CACM-2416 69  0.1198272831236681 TF-IDF 
62 Q0 CACM-2649 70  0.11421568187983244 TF-IDF 
62 Q0 CACM-3086 71  0.11420165731340756 TF-IDF 
62 Q0 CACM-0950 72  0.11357535861306992 TF-IDF 
62 Q0 CACM-2952 73  0.11163203497565279 TF-IDF 
62 Q0 CACM-1533 74  0.11114584604708025 TF-IDF 
62 Q0 CACM-0429 75  0.10986860276994292 TF-IDF 
62 Q0 CACM-0872 76  0.10986860276994292 TF-IDF 
62 Q0 CACM-1841 77  0.10893389374878919 TF-IDF 
62 Q0 CACM-0335 78  0.10883030758776607 TF-IDF 
62 Q0 CACM-2743 79  0.10842465669302245 TF-IDF 
62 Q0 CACM-2837 80  0.10656972180800352 TF-IDF 
62 Q0 CACM-2291 81  0.1057299556973542 TF-IDF 
62 Q0 CACM-2672 82  0.1057299556973542 TF-IDF 
62 Q0 CACM-2785 83  0.10543025525478318 TF-IDF 
62 Q0 CACM-1298 84  0.1052907443211953 TF-IDF 
62 Q0 CACM-1848 85  0.1052907443211953 TF-IDF 
62 Q0 CACM-1601 86  0.10470315004612951 TF-IDF 
