38 Q0 CACM-2651 1  0.4348377448358963 TF-IDF 
38 Q0 CACM-2958 2  0.43194336335914657 TF-IDF 
38 Q0 CACM-3103 3  0.353077429333746 TF-IDF 
38 Q0 CACM-2867 4  0.3179693744538867 TF-IDF 
38 Q0 CACM-3031 5  0.30506506297541547 TF-IDF 
38 Q0 CACM-0024 6  0.30366159027337913 TF-IDF 
38 Q0 CACM-2941 7  0.2935227355104716 TF-IDF 
38 Q0 CACM-0583 8  0.2747414388187716 TF-IDF 
38 Q0 CACM-0463 9  0.2716548989286496 TF-IDF 
38 Q0 CACM-3105 10  0.26952444201650677 TF-IDF 
38 Q0 CACM-2244 11  0.2618168614945712 TF-IDF 
38 Q0 CACM-0483 12  0.24629884776389796 TF-IDF 
38 Q0 CACM-2243 13  0.2364797458660643 TF-IDF 
38 Q0 CACM-1737 14  0.236221651242304 TF-IDF 
38 Q0 CACM-1922 15  0.2343076140143842 TF-IDF 
38 Q0 CACM-2956 16  0.2280304762739072 TF-IDF 
38 Q0 CACM-1569 17  0.21732391914291968 TF-IDF 
38 Q0 CACM-2406 18  0.21724521340410602 TF-IDF 
38 Q0 CACM-1359 19  0.21460019128224217 TF-IDF 
38 Q0 CACM-2241 20  0.20945348919565696 TF-IDF 
38 Q0 CACM-2242 21  0.20945348919565696 TF-IDF 
38 Q0 CACM-2082 22  0.2072728215978597 TF-IDF 
38 Q0 CACM-2084 23  0.19779421824993454 TF-IDF 
38 Q0 CACM-2265 24  0.1878265604445327 TF-IDF 
38 Q0 CACM-2141 25  0.1854576241873337 TF-IDF 
38 Q0 CACM-0897 26  0.18110326595243306 TF-IDF 
38 Q0 CACM-2940 27  0.17759110738936515 TF-IDF 
38 Q0 CACM-0100 28  0.1694704493788439 TF-IDF 
38 Q0 CACM-1757 29  0.16694048161176175 TF-IDF 
38 Q0 CACM-0457 30  0.16661073004199986 TF-IDF 
38 Q0 CACM-2046 31  0.1662077351780965 TF-IDF 
38 Q0 CACM-0253 32  0.1660370951609978 TF-IDF 
38 Q0 CACM-1736 33  0.16513571964839138 TF-IDF 
38 Q0 CACM-2705 34  0.15311831670413834 TF-IDF 
38 Q0 CACM-0549 35  0.15272650253849984 TF-IDF 
38 Q0 CACM-0676 36  0.15272650253849984 TF-IDF 
38 Q0 CACM-0618 37  0.14787571894517126 TF-IDF 
38 Q0 CACM-2023 38  0.14547670540453525 TF-IDF 
38 Q0 CACM-2975 39  0.14547670540453525 TF-IDF 
38 Q0 CACM-1625 40  0.14220281647377828 TF-IDF 
38 Q0 CACM-0538 41  0.14097831003553835 TF-IDF 
38 Q0 CACM-2799 42  0.13577825837756624 TF-IDF 
38 Q0 CACM-0033 43  0.1357568911453332 TF-IDF 
38 Q0 CACM-2957 44  0.13282415570656697 TF-IDF 
38 Q0 CACM-1182 45  0.13112659579986827 TF-IDF 
38 Q0 CACM-1937 46  0.12729211722896835 TF-IDF 
38 Q0 CACM-2593 47  0.12729211722896835 TF-IDF 
38 Q0 CACM-0696 48  0.12494931752536771 TF-IDF 
38 Q0 CACM-1291 49  0.11980434562726433 TF-IDF 
38 Q0 CACM-2470 50  0.11688557231319834 TF-IDF 
38 Q0 CACM-2582 51  0.11556184139620285 TF-IDF 
38 Q0 CACM-1698 52  0.1154725597279746 TF-IDF 
38 Q0 CACM-2356 53  0.11450925531089601 TF-IDF 
38 Q0 CACM-1324 54  0.1143259745354622 TF-IDF 
38 Q0 CACM-0394 55  0.11314854864797186 TF-IDF 
38 Q0 CACM-0474 56  0.11314854864797186 TF-IDF 
38 Q0 CACM-2832 57  0.11222794933748531 TF-IDF 
38 Q0 CACM-1515 58  0.11159856852950649 TF-IDF 
38 Q0 CACM-1907 59  0.11153906752029258 TF-IDF 
38 Q0 CACM-2558 60  0.10873214628321415 TF-IDF 
38 Q0 CACM-3003 61  0.10756266984264405 TF-IDF 
