61 Q0 CACM-0634 1  0.7720344113491722 TF-IDF 
61 Q0 CACM-1830 2  0.5839782707786758 TF-IDF 
61 Q0 CACM-1287 3  0.5394191738301362 TF-IDF 
61 Q0 CACM-2278 4  0.4900060502232002 TF-IDF 
61 Q0 CACM-1715 5  0.4172442549664392 TF-IDF 
61 Q0 CACM-1814 6  0.4172442549664392 TF-IDF 
61 Q0 CACM-2965 7  0.41421841994624864 TF-IDF 
61 Q0 CACM-2711 8  0.4087197640776857 TF-IDF 
61 Q0 CACM-3168 9  0.40271235272551953 TF-IDF 
61 Q0 CACM-1927 10  0.3868513109510632 TF-IDF 
61 Q0 CACM-3169 11  0.38151696573996585 TF-IDF 
61 Q0 CACM-1815 12  0.37253951336289215 TF-IDF 
61 Q0 CACM-0239 13  0.3593955553448871 TF-IDF 
61 Q0 CACM-2288 14  0.3533905536282927 TF-IDF 
61 Q0 CACM-3134 15  0.3401141214050948 TF-IDF 
61 Q0 CACM-2974 16  0.3367912666711901 TF-IDF 
61 Q0 CACM-1881 17  0.3351755246976551 TF-IDF 
61 Q0 CACM-1935 18  0.3305571869648972 TF-IDF 
61 Q0 CACM-2641 19  0.3239532912192184 TF-IDF 
61 Q0 CACM-2575 20  0.32248356103729375 TF-IDF 
61 Q0 CACM-2251 21  0.3187275769089799 TF-IDF 
61 Q0 CACM-2976 22  0.31816321005490533 TF-IDF 
61 Q0 CACM-1457 23  0.30985566183678476 TF-IDF 
61 Q0 CACM-2107 24  0.30857252237286625 TF-IDF 
61 Q0 CACM-2882 25  0.28696657206572873 TF-IDF 
61 Q0 CACM-2307 26  0.28278022989143214 TF-IDF 
61 Q0 CACM-2530 27  0.2678100546837834 TF-IDF 
61 Q0 CACM-2673 28  0.2674642660041277 TF-IDF 
61 Q0 CACM-2109 29  0.26701798457795145 TF-IDF 
61 Q0 CACM-1236 30  0.26410598426138293 TF-IDF 
61 Q0 CACM-2293 31  0.25728378314923994 TF-IDF 
61 Q0 CACM-0275 32  0.25584120005431704 TF-IDF 
61 Q0 CACM-0651 33  0.25584120005431704 TF-IDF 
61 Q0 CACM-2018 34  0.2543428784735903 TF-IDF 
61 Q0 CACM-2451 35  0.2530695174988998 TF-IDF 
61 Q0 CACM-2140 36  0.2519460497732262 TF-IDF 
61 Q0 CACM-1597 37  0.2513816435232414 TF-IDF 
61 Q0 CACM-2789 38  0.2503275432148506 TF-IDF 
61 Q0 CACM-2070 39  0.2447176696171728 TF-IDF 
61 Q0 CACM-2160 40  0.24263043393056916 TF-IDF 
61 Q0 CACM-0891 41  0.23387607735096796 TF-IDF 
61 Q0 CACM-1699 42  0.23230191315359927 TF-IDF 
61 Q0 CACM-2157 43  0.23066821937518062 TF-IDF 
61 Q0 CACM-2736 44  0.22432486826152645 TF-IDF 
61 Q0 CACM-0635 45  0.22172845742309322 TF-IDF 
61 Q0 CACM-1207 46  0.22172845742309322 TF-IDF 
61 Q0 CACM-2746 47  0.22157788721816585 TF-IDF 
61 Q0 CACM-2114 48  0.22156472828580415 TF-IDF 
61 Q0 CACM-1992 49  0.21912783923854567 TF-IDF 
61 Q0 CACM-1151 50  0.21116995945056494 TF-IDF 
61 Q0 CACM-0060 51  0.20948470293603444 TF-IDF 
61 Q0 CACM-0925 52  0.20948470293603444 TF-IDF 
61 Q0 CACM-0556 53  0.20157132493008473 TF-IDF 
61 Q0 CACM-1329 54  0.20157132493008473 TF-IDF 
61 Q0 CACM-2532 55  0.1940864276274129 TF-IDF 
61 Q0 CACM-2430 56  0.19316863655853667 TF-IDF 
61 Q0 CACM-0818 57  0.1928073542809506 TF-IDF 
61 Q0 CACM-2990 58  0.19017484133424573 TF-IDF 
61 Q0 CACM-2631 59  0.18781651694300508 TF-IDF 
61 Q0 CACM-3072 60  0.18650066672904464 TF-IDF 
61 Q0 CACM-2561 61  0.18632783665272498 TF-IDF 
61 Q0 CACM-0838 62  0.18300186621335052 TF-IDF 
61 Q0 CACM-0292 63  0.18156472261919274 TF-IDF 
61 Q0 CACM-1831 64  0.18156472261919274 TF-IDF 
61 Q0 CACM-1683 65  0.18134180663757182 TF-IDF 
61 Q0 CACM-1916 66  0.1768531498731608 TF-IDF 
61 Q0 CACM-2494 67  0.17643471651989462 TF-IDF 
61 Q0 CACM-1746 68  0.17508431140350705 TF-IDF 
61 Q0 CACM-2765 69  0.17394547298177251 TF-IDF 
61 Q0 CACM-0032 70  0.17385177290268303 TF-IDF 
61 Q0 CACM-2947 71  0.17363190196474684 TF-IDF 
61 Q0 CACM-2258 72  0.17306166963198458 TF-IDF 
61 Q0 CACM-1681 73  0.1728551307325787 TF-IDF 
61 Q0 CACM-2437 74  0.17069774070952842 TF-IDF 
61 Q0 CACM-1533 75  0.17045855626237594 TF-IDF 
61 Q0 CACM-0798 76  0.16907067914876722 TF-IDF 
61 Q0 CACM-2870 77  0.1678924497137771 TF-IDF 
61 Q0 CACM-1372 78  0.16557311705017427 TF-IDF 
61 Q0 CACM-3041 79  0.1626512137606957 TF-IDF 
61 Q0 CACM-3084 80  0.16218519837869982 TF-IDF 
61 Q0 CACM-3129 81  0.1604726669718599 TF-IDF 
61 Q0 CACM-2991 82  0.1601981973582668 TF-IDF 
61 Q0 CACM-0399 83  0.1583774695879237 TF-IDF 
61 Q0 CACM-2832 84  0.15757056433214958 TF-IDF 
61 Q0 CACM-2552 85  0.15634740003319375 TF-IDF 
