57 Q0 CACM-1106 1  0.9935350607219342 TF-IDF 
57 Q0 CACM-1137 2  0.9323145120428651 TF-IDF 
57 Q0 CACM-0196 3  0.9183598405986159 TF-IDF 
57 Q0 CACM-1132 4  0.9012457900494225 TF-IDF 
57 Q0 CACM-0437 5  0.8887586377624029 TF-IDF 
57 Q0 CACM-0001 6  0.8831535050110851 TF-IDF 
57 Q0 CACM-0209 7  0.8831535050110851 TF-IDF 
57 Q0 CACM-3077 8  0.8039882450627638 TF-IDF 
57 Q0 CACM-0176 9  0.7204248502149412 TF-IDF 
57 Q0 CACM-0065 10  0.7133162925089535 TF-IDF 
57 Q0 CACM-3178 11  0.6719757261002568 TF-IDF 
57 Q0 CACM-3140 12  0.639292223252017 TF-IDF 
57 Q0 CACM-0259 13  0.6253818135112441 TF-IDF 
57 Q0 CACM-0228 14  0.6073651002541736 TF-IDF 
57 Q0 CACM-1914 15  0.6039315545118717 TF-IDF 
57 Q0 CACM-3155 16  0.5864538326653312 TF-IDF 
57 Q0 CACM-1246 17  0.5741095154164239 TF-IDF 
57 Q0 CACM-0232 18  0.566215393753786 TF-IDF 
57 Q0 CACM-1715 19  0.5616059836771771 TF-IDF 
57 Q0 CACM-0139 20  0.5422145423377337 TF-IDF 
57 Q0 CACM-0875 21  0.5401558424488259 TF-IDF 
57 Q0 CACM-1103 22  0.5136769348462741 TF-IDF 
57 Q0 CACM-0406 23  0.507862078721373 TF-IDF 
57 Q0 CACM-0689 24  0.4957940941759839 TF-IDF 
57 Q0 CACM-0233 25  0.48358343746437027 TF-IDF 
57 Q0 CACM-0199 26  0.4457313056573693 TF-IDF 
57 Q0 CACM-0235 27  0.4457313056573693 TF-IDF 
57 Q0 CACM-0632 28  0.44536931660980955 TF-IDF 
57 Q0 CACM-0231 29  0.44118214392889477 TF-IDF 
57 Q0 CACM-0631 30  0.4392097360037718 TF-IDF 
57 Q0 CACM-1733 31  0.4295427125028722 TF-IDF 
57 Q0 CACM-0611 32  0.42379610021204817 TF-IDF 
57 Q0 CACM-0011 33  0.41393221369415967 TF-IDF 
57 Q0 CACM-0014 34  0.41393221369415967 TF-IDF 
57 Q0 CACM-0027 35  0.41300826817283803 TF-IDF 
57 Q0 CACM-0349 36  0.4014910423061509 TF-IDF 
57 Q0 CACM-0352 37  0.4014910423061509 TF-IDF 
