25 Q0 CACM-2318 1  0.36625423800753865 TF-IDF 
25 Q0 CACM-1374 2  0.29478470270122 TF-IDF 
25 Q0 CACM-1653 3  0.29321056038511145 TF-IDF 
25 Q0 CACM-0436 4  0.2631131543332426 TF-IDF 
25 Q0 CACM-2984 5  0.2629913913355635 TF-IDF 
25 Q0 CACM-2329 6  0.24798912473307708 TF-IDF 
25 Q0 CACM-1938 7  0.23252694680878905 TF-IDF 
25 Q0 CACM-2553 8  0.21699048414144245 TF-IDF 
25 Q0 CACM-3119 9  0.2074231150356911 TF-IDF 
25 Q0 CACM-2502 10  0.20422633801547527 TF-IDF 
25 Q0 CACM-0819 11  0.1994131812390606 TF-IDF 
25 Q0 CACM-3089 12  0.1898598110423505 TF-IDF 
25 Q0 CACM-1177 13  0.18833467117022387 TF-IDF 
25 Q0 CACM-2852 14  0.186594356607156 TF-IDF 
25 Q0 CACM-0360 15  0.17842232005600156 TF-IDF 
25 Q0 CACM-0741 16  0.17842232005600156 TF-IDF 
25 Q0 CACM-0742 17  0.17842232005600156 TF-IDF 
25 Q0 CACM-1093 18  0.17842232005600156 TF-IDF 
25 Q0 CACM-1128 19  0.17842232005600156 TF-IDF 
25 Q0 CACM-1689 20  0.17842232005600156 TF-IDF 
25 Q0 CACM-3169 21  0.17842232005600156 TF-IDF 
25 Q0 CACM-1940 22  0.17384738877251435 TF-IDF 
25 Q0 CACM-0444 23  0.16950120405320152 TF-IDF 
25 Q0 CACM-1719 24  0.16759476423656752 TF-IDF 
25 Q0 CACM-0268 25  0.16142971814590618 TF-IDF 
25 Q0 CACM-0517 26  0.16142971814590618 TF-IDF 
25 Q0 CACM-0966 27  0.16142971814590618 TF-IDF 
25 Q0 CACM-2812 28  0.15743796990272738 TF-IDF 
25 Q0 CACM-2542 29  0.15513490710852973 TF-IDF 
25 Q0 CACM-0575 30  0.15409200368472864 TF-IDF 
25 Q0 CACM-0589 31  0.15409200368472864 TF-IDF 
25 Q0 CACM-0590 32  0.15409200368472864 TF-IDF 
25 Q0 CACM-0708 33  0.15409200368472864 TF-IDF 
25 Q0 CACM-2319 34  0.15330380222712142 TF-IDF 
25 Q0 CACM-2818 35  0.14901775159963995 TF-IDF 
25 Q0 CACM-2894 36  0.14746484343826935 TF-IDF 
25 Q0 CACM-0574 37  0.14739235135061 TF-IDF 
25 Q0 CACM-1071 38  0.1469592784050641 TF-IDF 
25 Q0 CACM-1792 39  0.14298570444342254 TF-IDF 
25 Q0 CACM-0179 40  0.1412510033776679 TF-IDF 
25 Q0 CACM-0180 41  0.1412510033776679 TF-IDF 
25 Q0 CACM-0181 42  0.1412510033776679 TF-IDF 
25 Q0 CACM-0182 43  0.1412510033776679 TF-IDF 
25 Q0 CACM-3048 44  0.1374447259293865 TF-IDF 
25 Q0 CACM-2345 45  0.13653664120796252 TF-IDF 
25 Q0 CACM-3136 46  0.13645654278449282 TF-IDF 
25 Q0 CACM-2311 47  0.13566140632842427 TF-IDF 
25 Q0 CACM-0601 48  0.1356009632425612 TF-IDF 
25 Q0 CACM-2988 49  0.13534747234033953 TF-IDF 
25 Q0 CACM-2151 50  0.13499692035927688 TF-IDF 
25 Q0 CACM-2535 51  0.13453563020049347 TF-IDF 
25 Q0 CACM-2479 52  0.13271353462747754 TF-IDF 
25 Q0 CACM-2741 53  0.132488007066017 TF-IDF 
25 Q0 CACM-1461 54  0.1322698711702137 TF-IDF 
25 Q0 CACM-2882 55  0.13192325597655769 TF-IDF 
25 Q0 CACM-1620 56  0.13038554157938578 TF-IDF 
25 Q0 CACM-1908 57  0.12857220653157855 TF-IDF 
25 Q0 CACM-0143 58  0.12846357896520685 TF-IDF 
25 Q0 CACM-1771 59  0.1280896200013994 TF-IDF 
25 Q0 CACM-2255 60  0.12703625141586156 TF-IDF 
25 Q0 CACM-2504 61  0.12703625141586156 TF-IDF 
25 Q0 CACM-2407 62  0.125971305876394 TF-IDF 
25 Q0 CACM-0591 63  0.12555644744681593 TF-IDF 
25 Q0 CACM-2268 64  0.12531811952255634 TF-IDF 
25 Q0 CACM-2798 65  0.12415821626390203 TF-IDF 
25 Q0 CACM-0093 66  0.12377891163596769 TF-IDF 
25 Q0 CACM-1267 67  0.12299084780926349 TF-IDF 
25 Q0 CACM-2375 68  0.12255247558378002 TF-IDF 
25 Q0 CACM-2985 69  0.12214569803249178 TF-IDF 
25 Q0 CACM-2512 70  0.12107228860942965 TF-IDF 
25 Q0 CACM-2617 71  0.12107228860942965 TF-IDF 
25 Q0 CACM-2522 72  0.12067693868991435 TF-IDF 
25 Q0 CACM-1912 73  0.11993330483525305 TF-IDF 
25 Q0 CACM-1827 74  0.11807663659645548 TF-IDF 
25 Q0 CACM-2485 75  0.11774091594640827 TF-IDF 
25 Q0 CACM-0025 76  0.11757321881796771 TF-IDF 
