6 Q0 CACM-0438 1  0.46999445846816246 TF-IDF 
6 Q0 CACM-2826 2  0.3400091348199224 TF-IDF 
6 Q0 CACM-2671 3  0.2962469248758154 TF-IDF 
6 Q0 CACM-0530 4  0.22071404498409822 TF-IDF 
6 Q0 CACM-1009 5  0.215452309000593 TF-IDF 
6 Q0 CACM-3035 6  0.21449674794229265 TF-IDF 
6 Q0 CACM-2417 7  0.20608481730491504 TF-IDF 
6 Q0 CACM-0242 8  0.2031428395426581 TF-IDF 
6 Q0 CACM-2828 9  0.19134601052406483 TF-IDF 
6 Q0 CACM-0705 10  0.18959803192052185 TF-IDF 
6 Q0 CACM-2230 11  0.1844856133523779 TF-IDF 
6 Q0 CACM-0888 12  0.1692839570718945 TF-IDF 
6 Q0 CACM-2087 13  0.16344657924182918 TF-IDF 
6 Q0 CACM-2505 14  0.1579983599337682 TF-IDF 
6 Q0 CACM-1543 15  0.15736421600496509 TF-IDF 
6 Q0 CACM-0697 16  0.15383100104952302 TF-IDF 
6 Q0 CACM-2078 17  0.15229269103902776 TF-IDF 
6 Q0 CACM-2721 18  0.14665256752657085 TF-IDF 
6 Q0 CACM-2753 19  0.14328613404209603 TF-IDF 
6 Q0 CACM-0704 20  0.1354271656575156 TF-IDF 
6 Q0 CACM-2389 21  0.13477229295489182 TF-IDF 
6 Q0 CACM-1186 22  0.12986166569898755 TF-IDF 
6 Q0 CACM-0768 23  0.12810677832467693 TF-IDF 
6 Q0 CACM-0887 24  0.12473554731613279 TF-IDF 
6 Q0 CACM-2873 25  0.12309738327084543 TF-IDF 
6 Q0 CACM-2502 26  0.12177440221952718 TF-IDF 
6 Q0 CACM-0605 27  0.11989654552759245 TF-IDF 
6 Q0 CACM-1148 28  0.11985427533016829 TF-IDF 
6 Q0 CACM-2707 29  0.11751944127305074 TF-IDF 
6 Q0 CACM-1867 30  0.11524449550977721 TF-IDF 
6 Q0 CACM-1014 31  0.11414692888587456 TF-IDF 
6 Q0 CACM-3188 32  0.11040879134570465 TF-IDF 
6 Q0 CACM-0492 33  0.1089584321183348 TF-IDF 
