18 Q0 CACM-1795 1  0.3423523102362761 TF-IDF 
18 Q0 CACM-2491 2  0.3360706126553983 TF-IDF 
18 Q0 CACM-2495 3  0.3224415928691701 TF-IDF 
18 Q0 CACM-2748 4  0.30434966197108776 TF-IDF 
18 Q0 CACM-2714 5  0.25608795334344986 TF-IDF 
18 Q0 CACM-1811 6  0.24539125893614058 TF-IDF 
18 Q0 CACM-1655 7  0.23671640375529046 TF-IDF 
18 Q0 CACM-2685 8  0.23611921556202345 TF-IDF 
18 Q0 CACM-0249 9  0.23213370505200787 TF-IDF 
18 Q0 CACM-2897 10  0.22484376852904894 TF-IDF 
18 Q0 CACM-2316 11  0.22320548562693066 TF-IDF 
18 Q0 CACM-2661 12  0.21523107910395325 TF-IDF 
18 Q0 CACM-3156 13  0.21387907622421237 TF-IDF 
18 Q0 CACM-1988 14  0.2132476175838715 TF-IDF 
18 Q0 CACM-3075 15  0.2102844699011164 TF-IDF 
18 Q0 CACM-0082 16  0.20662703561691315 TF-IDF 
18 Q0 CACM-2603 17  0.20482385739883047 TF-IDF 
18 Q0 CACM-2896 18  0.20387881353751103 TF-IDF 
18 Q0 CACM-0031 19  0.20051271847506957 TF-IDF 
18 Q0 CACM-0797 20  0.20051271847506957 TF-IDF 
18 Q0 CACM-0141 21  0.19976258890379972 TF-IDF 
18 Q0 CACM-1362 22  0.1993401294781393 TF-IDF 
18 Q0 CACM-0048 23  0.19043107341207724 TF-IDF 
18 Q0 CACM-2706 24  0.19024488147645757 TF-IDF 
18 Q0 CACM-0195 25  0.18937312300423237 TF-IDF 
18 Q0 CACM-2156 26  0.18727230520338795 TF-IDF 
18 Q0 CACM-1466 27  0.18135445707188114 TF-IDF 
18 Q0 CACM-0392 28  0.18073758043677116 TF-IDF 
18 Q0 CACM-1302 29  0.18073758043677116 TF-IDF 
18 Q0 CACM-0100 30  0.1800582474552245 TF-IDF 
18 Q0 CACM-1289 31  0.1794061165303254 TF-IDF 
18 Q0 CACM-0230 32  0.17043581070380914 TF-IDF 
18 Q0 CACM-1064 33  0.17043581070380914 TF-IDF 
18 Q0 CACM-1852 34  0.16780541365675714 TF-IDF 
18 Q0 CACM-1992 35  0.1662788397110333 TF-IDF 
18 Q0 CACM-0763 36  0.16234981369900317 TF-IDF 
18 Q0 CACM-1310 37  0.1615751652800138 TF-IDF 
18 Q0 CACM-1102 38  0.1612039618416721 TF-IDF 
18 Q0 CACM-1158 39  0.15814538288217478 TF-IDF 
18 Q0 CACM-2022 40  0.15559089989927255 TF-IDF 
18 Q0 CACM-2085 41  0.15559089989927255 TF-IDF 
18 Q0 CACM-1187 42  0.15494164609437194 TF-IDF 
18 Q0 CACM-1414 43  0.15494164609437194 TF-IDF 
18 Q0 CACM-2266 44  0.1540830353001893 TF-IDF 
18 Q0 CACM-2112 45  0.1532210240308584 TF-IDF 
18 Q0 CACM-1262 46  0.15031640353157208 TF-IDF 
18 Q0 CACM-1923 47  0.14998749869380124 TF-IDF 
18 Q0 CACM-2973 48  0.14884271330087037 TF-IDF 
18 Q0 CACM-0463 49  0.1450835656575049 TF-IDF 
18 Q0 CACM-1142 50  0.1450835656575049 TF-IDF 
18 Q0 CACM-3110 51  0.14421520651675204 TF-IDF 
18 Q0 CACM-0066 52  0.14202984225317428 TF-IDF 
18 Q0 CACM-1232 53  0.14202984225317428 TF-IDF 
18 Q0 CACM-1367 54  0.14057367367304424 TF-IDF 
18 Q0 CACM-2411 55  0.14006026035030686 TF-IDF 
