55 Q0 CACM-1896 1  1.1014411901453427 TF-IDF 
55 Q0 CACM-1898 2  1.0659108291729122 TF-IDF 
55 Q0 CACM-1993 3  0.9718598736576551 TF-IDF 
55 Q0 CACM-1355 4  0.8695588343252705 TF-IDF 
55 Q0 CACM-1739 5  0.6293949657973387 TF-IDF 
55 Q0 CACM-2650 6  0.5604665365902268 TF-IDF 
55 Q0 CACM-2921 7  0.37847996387316735 TF-IDF 
55 Q0 CACM-0249 8  0.23213370505200787 TF-IDF 
55 Q0 CACM-2112 9  0.2232517065611328 TF-IDF 
55 Q0 CACM-2316 10  0.22320548562693066 TF-IDF 
55 Q0 CACM-3064 11  0.21682728066381096 TF-IDF 
55 Q0 CACM-2603 12  0.20482385739883047 TF-IDF 
55 Q0 CACM-0154 13  0.19976258890379972 TF-IDF 
55 Q0 CACM-2051 14  0.19018469321434062 TF-IDF 
55 Q0 CACM-1466 15  0.18135445707188114 TF-IDF 
55 Q0 CACM-1665 16  0.17818519919329373 TF-IDF 
55 Q0 CACM-0556 17  0.1725222358714634 TF-IDF 
55 Q0 CACM-2495 18  0.1725222358714634 TF-IDF 
55 Q0 CACM-1694 19  0.16876211992552773 TF-IDF 
55 Q0 CACM-0413 20  0.16502126909444323 TF-IDF 
55 Q0 CACM-1551 21  0.16502126909444323 TF-IDF 
55 Q0 CACM-1102 22  0.1612039618416721 TF-IDF 
55 Q0 CACM-3009 23  0.15770299385548459 TF-IDF 
55 Q0 CACM-1846 24  0.15668433991914882 TF-IDF 
55 Q0 CACM-2839 25  0.15365932734636958 TF-IDF 
55 Q0 CACM-0210 26  0.1518195675668878 TF-IDF 
55 Q0 CACM-0463 27  0.1450835656575049 TF-IDF 
55 Q0 CACM-1142 28  0.1450835656575049 TF-IDF 
55 Q0 CACM-2814 29  0.13817482443571896 TF-IDF 
55 Q0 CACM-1886 30  0.13766022965909513 TF-IDF 
55 Q0 CACM-0399 31  0.13555318532757837 TF-IDF 
55 Q0 CACM-2617 32  0.13555318532757837 TF-IDF 
55 Q0 CACM-3096 33  0.13391539143035563 TF-IDF 
55 Q0 CACM-0651 34  0.13189415059773174 TF-IDF 
55 Q0 CACM-2295 35  0.13189415059773174 TF-IDF 
55 Q0 CACM-1453 36  0.1277847971403305 TF-IDF 
55 Q0 CACM-0762 37  0.12615962231087383 TF-IDF 
