52 Q0 CACM-2721 1  0.24779474475587376 TF-IDF 
52 Q0 CACM-0557 2  0.2096035273058222 TF-IDF 
52 Q0 CACM-2749 3  0.18127872631854894 TF-IDF 
52 Q0 CACM-0757 4  0.1765082335206924 TF-IDF 
52 Q0 CACM-3051 5  0.17198238137913616 TF-IDF 
52 Q0 CACM-1207 6  0.16768282184465777 TF-IDF 
52 Q0 CACM-1208 7  0.15969792556634071 TF-IDF 
52 Q0 CACM-3070 8  0.15720264547936666 TF-IDF 
52 Q0 CACM-1329 9  0.15243892894968888 TF-IDF 
52 Q0 CACM-2725 10  0.13973568487054813 TF-IDF 
52 Q0 CACM-1928 11  0.13758590510330895 TF-IDF 
52 Q0 CACM-2767 12  0.1364860177805354 TF-IDF 
52 Q0 CACM-0238 13  0.13414625747572623 TF-IDF 
52 Q0 CACM-1030 14  0.1277583404530726 TF-IDF 
52 Q0 CACM-1870 15  0.12576211638349333 TF-IDF 
52 Q0 CACM-1812 16  0.12420949766270946 TF-IDF 
52 Q0 CACM-1366 17  0.12370044234441967 TF-IDF 
52 Q0 CACM-0643 18  0.11977344417475555 TF-IDF 
52 Q0 CACM-0678 19  0.11432919671226666 TF-IDF 
52 Q0 CACM-3061 20  0.11178854789643851 TF-IDF 
52 Q0 CACM-2844 21  0.10818246570623082 TF-IDF 
52 Q0 CACM-0633 22  0.1048017636529111 TF-IDF 
52 Q0 CACM-2902 23  0.1048017636529111 TF-IDF 
52 Q0 CACM-2742 24  0.10398934688040792 TF-IDF 
52 Q0 CACM-1894 25  0.09315712324703208 TF-IDF 
52 Q0 CACM-1890 26  0.09213341859596581 TF-IDF 
52 Q0 CACM-1716 27  0.09063936315927447 TF-IDF 
52 Q0 CACM-2218 28  0.09063936315927447 TF-IDF 
52 Q0 CACM-2914 29  0.08983008313106666 TF-IDF 
52 Q0 CACM-2057 30  0.0882541167603462 TF-IDF 
52 Q0 CACM-2549 31  0.0882541167603462 TF-IDF 
52 Q0 CACM-2062 32  0.0867324940575816 TF-IDF 
52 Q0 CACM-3048 33  0.0855524601248254 TF-IDF 
52 Q0 CACM-2349 34  0.08384141092232889 TF-IDF 
52 Q0 CACM-1380 35  0.08280633177513963 TF-IDF 
52 Q0 CACM-1912 36  0.07984896278317036 TF-IDF 
52 Q0 CACM-1637 37  0.07739207162061128 TF-IDF 
52 Q0 CACM-2970 38  0.07665500427184355 TF-IDF 
52 Q0 CACM-1695 39  0.0738690845130651 TF-IDF 
52 Q0 CACM-2936 40  0.07135439227432246 TF-IDF 
52 Q0 CACM-1752 41  0.07085189655408075 TF-IDF 
52 Q0 CACM-2798 42  0.06752328396429172 TF-IDF 
52 Q0 CACM-3064 43  0.0636770209536675 TF-IDF 
52 Q0 CACM-1805 44  0.06268516704473187 TF-IDF 
52 Q0 CACM-2261 45  0.059886722087377775 TF-IDF 
52 Q0 CACM-1261 46  0.05832445977205488 TF-IDF 
52 Q0 CACM-0104 47  0.05543233779988687 TF-IDF 
52 Q0 CACM-1435 48  0.053232641855446905 TF-IDF 
52 Q0 CACM-1572 49  0.05295247005620772 TF-IDF 
52 Q0 CACM-2077 50  0.05240088182645555 TF-IDF 
52 Q0 CACM-1427 51  0.05120086163195657 TF-IDF 
52 Q0 CACM-2272 52  0.050054573684972466 TF-IDF 
52 Q0 CACM-2344 53  0.04878045726390044 TF-IDF 
52 Q0 CACM-2435 54  0.04790937766990222 TF-IDF 
52 Q0 CACM-1680 55  0.04679520609618356 TF-IDF 
52 Q0 CACM-1288 56  0.045319681579637235 TF-IDF 
52 Q0 CACM-2318 57  0.045319681579637235 TF-IDF 
52 Q0 CACM-3107 58  0.04471541915857541 TF-IDF 
52 Q0 CACM-1541 59  0.0441270583801731 TF-IDF 
52 Q0 CACM-1728 60  0.04089824923040433 TF-IDF 
52 Q0 CACM-2262 61  0.04089824923040433 TF-IDF 
52 Q0 CACM-2911 62  0.04089824923040433 TF-IDF 
52 Q0 CACM-2375 63  0.0392240518934872 TF-IDF 
52 Q0 CACM-2882 64  0.03877059464616364 TF-IDF 
52 Q0 CACM-2951 65  0.03625574526370979 TF-IDF 
52 Q0 CACM-2686 66  0.03606082190207694 TF-IDF 
52 Q0 CACM-2542 67  0.03586798328227973 TF-IDF 
52 Q0 CACM-2829 68  0.035301646704138476 TF-IDF 
52 Q0 CACM-1846 69  0.034752916444488656 TF-IDF 
52 Q0 CACM-0605 70  0.03422098404993015 TF-IDF 
52 Q0 CACM-1165 71  0.033204519177159955 TF-IDF 
52 Q0 CACM-1484 72  0.033204519177159955 TF-IDF 
52 Q0 CACM-1426 73  0.03287898467542309 TF-IDF 
52 Q0 CACM-1253 74  0.03193958511326815 TF-IDF 
52 Q0 CACM-2955 75  0.03193958511326815 TF-IDF 
52 Q0 CACM-1199 76  0.031052374415677365 TF-IDF 
52 Q0 CACM-1653 77  0.02916222988602744 TF-IDF 
52 Q0 CACM-1518 78  0.0284208172618064 TF-IDF 
52 Q0 CACM-1811 79  0.027831173750150668 TF-IDF 
52 Q0 CACM-1856 80  0.027564299481313604 TF-IDF 
52 Q0 CACM-1933 81  0.026616320927723452 TF-IDF 
52 Q0 CACM-2105 82  0.026616320927723452 TF-IDF 
52 Q0 CACM-2734 83  0.0264067435975839 TF-IDF 
52 Q0 CACM-2091 84  0.025600430815978285 TF-IDF 
52 Q0 CACM-2276 85  0.02540648815828148 TF-IDF 
52 Q0 CACM-2652 86  0.02465923850656732 TF-IDF 
52 Q0 CACM-1674 87  0.02395468883495111 TF-IDF 
52 Q0 CACM-1166 88  0.02345214291533675 TF-IDF 
52 Q0 CACM-3042 89  0.02345214291533675 TF-IDF 
52 Q0 CACM-1234 90  0.02328928081175802 TF-IDF 
52 Q0 CACM-2596 91  0.022970249567761336 TF-IDF 
52 Q0 CACM-2918 92  0.02206352919008655 TF-IDF 
52 Q0 CACM-2452 93  0.02191932311694873 TF-IDF 
52 Q0 CACM-2862 94  0.021225673651222503 TF-IDF 
52 Q0 CACM-2967 95  0.021092178848384626 TF-IDF 
52 Q0 CACM-2859 96  0.02083016420430531 TF-IDF 
52 Q0 CACM-1845 97  0.020574579367442673 TF-IDF 
52 Q0 CACM-1711 98  0.01938529732308182 TF-IDF 
52 Q0 CACM-2890 99  0.019163751067960887 TF-IDF 
52 Q0 CACM-2628 100  0.018528488601619642 TF-IDF 
