26 Q0 CACM-1461 1  0.33601805572120325 TF-IDF 
26 Q0 CACM-2844 2  0.31058443678495273 TF-IDF 
26 Q0 CACM-1922 3  0.2396994909420491 TF-IDF 
26 Q0 CACM-2626 4  0.23921640048985152 TF-IDF 
26 Q0 CACM-3068 5  0.22930672702752627 TF-IDF 
26 Q0 CACM-2578 6  0.208600986898615 TF-IDF 
26 Q0 CACM-2256 7  0.18239759243401715 TF-IDF 
26 Q0 CACM-2364 8  0.1770329573624284 TF-IDF 
26 Q0 CACM-0483 9  0.16318843288700907 TF-IDF 
26 Q0 CACM-0121 10  0.1583979092190149 TF-IDF 
26 Q0 CACM-2111 11  0.1487089704282501 TF-IDF 
26 Q0 CACM-2870 12  0.14866374024122728 TF-IDF 
26 Q0 CACM-2796 13  0.14818049785526513 TF-IDF 
26 Q0 CACM-2377 14  0.1461003215664141 TF-IDF 
26 Q0 CACM-1462 15  0.1448030524868347 TF-IDF 
26 Q0 CACM-2709 16  0.14417055210353452 TF-IDF 
26 Q0 CACM-2632 17  0.13797659190707984 TF-IDF 
26 Q0 CACM-2840 18  0.13707716660440844 TF-IDF 
26 Q0 CACM-2345 19  0.13653664120796252 TF-IDF 
26 Q0 CACM-1755 20  0.135832123033993 TF-IDF 
26 Q0 CACM-2311 21  0.13566140632842427 TF-IDF 
26 Q0 CACM-0059 22  0.13143277471499237 TF-IDF 
26 Q0 CACM-2740 23  0.13137056760980856 TF-IDF 
26 Q0 CACM-0638 24  0.13085044674614274 TF-IDF 
26 Q0 CACM-1338 25  0.13085044674614274 TF-IDF 
26 Q0 CACM-2319 26  0.1305791786483037 TF-IDF 
26 Q0 CACM-1069 27  0.1303988381126333 TF-IDF 
26 Q0 CACM-2939 28  0.1303936507554675 TF-IDF 
26 Q0 CACM-3154 29  0.1299090766256669 TF-IDF 
26 Q0 CACM-2372 30  0.12891725560519257 TF-IDF 
26 Q0 CACM-2407 31  0.125971305876394 TF-IDF 
