46 Q0 CACM-2278 1  0.3906621799930956 TF-IDF 
46 Q0 CACM-2711 2  0.37109450494603474 TF-IDF 
46 Q0 CACM-1457 3  0.3389177461684598 TF-IDF 
46 Q0 CACM-1653 4  0.3371256864427936 TF-IDF 
46 Q0 CACM-0329 5  0.3323510936471501 TF-IDF 
46 Q0 CACM-3169 6  0.32654090956113246 TF-IDF 
46 Q0 CACM-2641 7  0.3239532912192184 TF-IDF 
46 Q0 CACM-2575 8  0.32248356103729375 TF-IDF 
46 Q0 CACM-2990 9  0.30512005279780985 TF-IDF 
46 Q0 CACM-2288 10  0.2963899723487245 TF-IDF 
46 Q0 CACM-1374 11  0.29478470270122 TF-IDF 
46 Q0 CACM-0723 12  0.28988550648144396 TF-IDF 
46 Q0 CACM-2984 13  0.27865378553981934 TF-IDF 
46 Q0 CACM-2478 14  0.27835018304097414 TF-IDF 
46 Q0 CACM-2346 15  0.2744514424225281 TF-IDF 
46 Q0 CACM-2415 16  0.2737219637838503 TF-IDF 
46 Q0 CACM-1136 17  0.2732264541399291 TF-IDF 
46 Q0 CACM-0985 18  0.2728334178648884 TF-IDF 
46 Q0 CACM-0661 19  0.2727254500153729 TF-IDF 
46 Q0 CACM-2318 20  0.2724205151355635 TF-IDF 
46 Q0 CACM-1699 21  0.2679031726490164 TF-IDF 
46 Q0 CACM-1830 22  0.2600249795594574 TF-IDF 
46 Q0 CACM-0891 23  0.2578222227988321 TF-IDF 
46 Q0 CACM-2965 24  0.25767229949311443 TF-IDF 
46 Q0 CACM-2976 25  0.2563792540191681 TF-IDF 
46 Q0 CACM-0275 26  0.25584120005431704 TF-IDF 
46 Q0 CACM-0651 27  0.25584120005431704 TF-IDF 
46 Q0 CACM-2327 28  0.2551603665917942 TF-IDF 
46 Q0 CACM-1927 29  0.2536720683612167 TF-IDF 
46 Q0 CACM-3168 30  0.2505147356183057 TF-IDF 
46 Q0 CACM-2789 31  0.2503275432148506 TF-IDF 
46 Q0 CACM-1267 32  0.24948169926462685 TF-IDF 
46 Q0 CACM-2070 33  0.2447176696171728 TF-IDF 
46 Q0 CACM-3134 34  0.22481563605232915 TF-IDF 
46 Q0 CACM-2107 35  0.22326510611054246 TF-IDF 
46 Q0 CACM-2882 36  0.22103885768546236 TF-IDF 
46 Q0 CACM-1266 37  0.22071404498409822 TF-IDF 
46 Q0 CACM-0987 38  0.21926257933748466 TF-IDF 
46 Q0 CACM-2140 39  0.2170611152916823 TF-IDF 
46 Q0 CACM-1746 40  0.2132593258856093 TF-IDF 
46 Q0 CACM-1032 41  0.21204016059555011 TF-IDF 
46 Q0 CACM-1516 42  0.2058342379671479 TF-IDF 
46 Q0 CACM-2307 43  0.2012176988155676 TF-IDF 
46 Q0 CACM-0239 44  0.2010180857569634 TF-IDF 
46 Q0 CACM-0819 45  0.1994131812390606 TF-IDF 
46 Q0 CACM-1087 46  0.19729131882237527 TF-IDF 
46 Q0 CACM-2532 47  0.1940864276274129 TF-IDF 
46 Q0 CACM-1177 48  0.18833467117022387 TF-IDF 
46 Q0 CACM-1624 49  0.18769506088035448 TF-IDF 
46 Q0 CACM-2631 50  0.18306128536516808 TF-IDF 
46 Q0 CACM-0034 51  0.18248130918923353 TF-IDF 
46 Q0 CACM-0145 52  0.18248130918923353 TF-IDF 
46 Q0 CACM-0292 53  0.18156472261919274 TF-IDF 
46 Q0 CACM-1831 54  0.18156472261919274 TF-IDF 
46 Q0 CACM-0360 55  0.17842232005600156 TF-IDF 
46 Q0 CACM-0436 56  0.17842232005600156 TF-IDF 
46 Q0 CACM-0741 57  0.17842232005600156 TF-IDF 
46 Q0 CACM-0742 58  0.17842232005600156 TF-IDF 
46 Q0 CACM-1093 59  0.17842232005600156 TF-IDF 
46 Q0 CACM-1128 60  0.17842232005600156 TF-IDF 
46 Q0 CACM-1689 61  0.17842232005600156 TF-IDF 
46 Q0 CACM-1938 62  0.17683436947396225 TF-IDF 
46 Q0 CACM-2253 63  0.1750602550774353 TF-IDF 
46 Q0 CACM-1935 64  0.17472742701294108 TF-IDF 
46 Q0 CACM-1940 65  0.17384738877251435 TF-IDF 
46 Q0 CACM-1681 66  0.1728551307325787 TF-IDF 
46 Q0 CACM-2352 67  0.17178400384085568 TF-IDF 
46 Q0 CACM-2959 68  0.17158771044864696 TF-IDF 
46 Q0 CACM-1048 69  0.17149846574108238 TF-IDF 
46 Q0 CACM-2542 70  0.1708243272043053 TF-IDF 
46 Q0 CACM-3089 71  0.17032784996623823 TF-IDF 
46 Q0 CACM-0444 72  0.16950120405320152 TF-IDF 
46 Q0 CACM-0798 73  0.16907067914876722 TF-IDF 
46 Q0 CACM-1792 74  0.1674246981038836 TF-IDF 
46 Q0 CACM-2530 75  0.16554430591749925 TF-IDF 
46 Q0 CACM-1167 76  0.1643166670458377 TF-IDF 
46 Q0 CACM-0193 77  0.1642331782703102 TF-IDF 
46 Q0 CACM-0273 78  0.1642331782703102 TF-IDF 
46 Q0 CACM-2561 79  0.16360002915107485 TF-IDF 
46 Q0 CACM-2577 80  0.16160541616024476 TF-IDF 
46 Q0 CACM-0268 81  0.16142971814590618 TF-IDF 
46 Q0 CACM-0517 82  0.16142971814590618 TF-IDF 
46 Q0 CACM-0966 83  0.16142971814590618 TF-IDF 
46 Q0 CACM-1675 84  0.16134761121622476 TF-IDF 
46 Q0 CACM-2239 85  0.16022749099542458 TF-IDF 
46 Q0 CACM-2654 86  0.15993683116217597 TF-IDF 
46 Q0 CACM-0018 87  0.15641255073362875 TF-IDF 
46 Q0 CACM-2552 88  0.15634740003319375 TF-IDF 
46 Q0 CACM-1948 89  0.1558863362822188 TF-IDF 
46 Q0 CACM-0219 90  0.15494564701559144 TF-IDF 
46 Q0 CACM-0592 91  0.15494564701559144 TF-IDF 
46 Q0 CACM-0919 92  0.15494564701559144 TF-IDF 
46 Q0 CACM-0250 93  0.1548511305992006 TF-IDF 
46 Q0 CACM-0575 94  0.15409200368472864 TF-IDF 
46 Q0 CACM-0589 95  0.15409200368472864 TF-IDF 
46 Q0 CACM-0590 96  0.15409200368472864 TF-IDF 
46 Q0 CACM-0708 97  0.15409200368472864 TF-IDF 
46 Q0 CACM-2074 98  0.1527750495537769 TF-IDF 
46 Q0 CACM-0631 99  0.14930288933664562 TF-IDF 
46 Q0 CACM-2974 100  0.14884340407369495 TF-IDF 
