8 Q0 CACM-1685 1  0.5620486956826607 TF-IDF 
8 Q0 CACM-2614 2  0.4245337276466781 TF-IDF 
8 Q0 CACM-2625 3  0.36841966956945155 TF-IDF 
8 Q0 CACM-2830 4  0.36134457973590695 TF-IDF 
8 Q0 CACM-2776 5  0.3524523237031392 TF-IDF 
8 Q0 CACM-1461 6  0.33601805572120325 TF-IDF 
8 Q0 CACM-0912 7  0.33457831457028414 TF-IDF 
8 Q0 CACM-2371 8  0.3048584453060959 TF-IDF 
8 Q0 CACM-1869 9  0.2758355570503106 TF-IDF 
8 Q0 CACM-1785 10  0.26184389835935284 TF-IDF 
8 Q0 CACM-1688 11  0.2578308459198189 TF-IDF 
8 Q0 CACM-2951 12  0.2565402561126326 TF-IDF 
8 Q0 CACM-0003 13  0.24683305461295502 TF-IDF 
8 Q0 CACM-2500 14  0.24181634722660353 TF-IDF 
8 Q0 CACM-2482 15  0.23818104186598113 TF-IDF 
8 Q0 CACM-2515 16  0.2359846256164863 TF-IDF 
8 Q0 CACM-1687 17  0.2343916781089263 TF-IDF 
8 Q0 CACM-1690 18  0.2343916781089263 TF-IDF 
8 Q0 CACM-2088 19  0.2343916781089263 TF-IDF 
8 Q0 CACM-2949 20  0.2294451194517941 TF-IDF 
8 Q0 CACM-3068 21  0.22930672702752627 TF-IDF 
8 Q0 CACM-0008 22  0.22439368601177728 TF-IDF 
8 Q0 CACM-0820 23  0.2222109319199048 TF-IDF 
8 Q0 CACM-1723 24  0.2208031224969154 TF-IDF 
8 Q0 CACM-1261 25  0.21102966248544716 TF-IDF 
8 Q0 CACM-2499 26  0.20580593115696255 TF-IDF 
8 Q0 CACM-2858 27  0.20530942030449256 TF-IDF 
8 Q0 CACM-2541 28  0.20475017221683406 TF-IDF 
8 Q0 CACM-0757 29  0.20355066783143597 TF-IDF 
8 Q0 CACM-2197 30  0.20351678659236785 TF-IDF 
8 Q0 CACM-0666 31  0.201047986022771 TF-IDF 
8 Q0 CACM-1611 32  0.19879427847202125 TF-IDF 
8 Q0 CACM-0828 33  0.19730415598232864 TF-IDF 
8 Q0 CACM-1752 34  0.18991267718454577 TF-IDF 
8 Q0 CACM-1695 35  0.18594328148643122 TF-IDF 
8 Q0 CACM-2194 36  0.18435947945709535 TF-IDF 
8 Q0 CACM-3083 37  0.18435947945709535 TF-IDF 
8 Q0 CACM-0517 38  0.18416488994272778 TF-IDF 
8 Q0 CACM-2757 39  0.18356555245557352 TF-IDF 
