36 Q0 CACM-2982 1  0.32984351340538376 TF-IDF 
36 Q0 CACM-2084 2  0.24576242556647276 TF-IDF 
36 Q0 CACM-0204 3  0.2222109319199048 TF-IDF 
36 Q0 CACM-2811 4  0.21764880158039804 TF-IDF 
36 Q0 CACM-2030 5  0.21528878946701346 TF-IDF 
36 Q0 CACM-1335 6  0.201047986022771 TF-IDF 
36 Q0 CACM-2492 7  0.1905762521897773 TF-IDF 
36 Q0 CACM-1162 8  0.18711842608647306 TF-IDF 
36 Q0 CACM-1073 9  0.18634629642040848 TF-IDF 
36 Q0 CACM-1548 10  0.1786652364279162 TF-IDF 
36 Q0 CACM-2350 11  0.17474477918007672 TF-IDF 
36 Q0 CACM-1669 12  0.17266913807589662 TF-IDF 
36 Q0 CACM-1668 13  0.16934857772828324 TF-IDF 
36 Q0 CACM-1917 14  0.16011138257946778 TF-IDF 
36 Q0 CACM-2581 15  0.15675141953475374 TF-IDF 
36 Q0 CACM-1767 16  0.15516764908314556 TF-IDF 
36 Q0 CACM-2301 17  0.15413136206631992 TF-IDF 
36 Q0 CACM-2641 18  0.1529879205497577 TF-IDF 
36 Q0 CACM-1837 19  0.14925637359102928 TF-IDF 
36 Q0 CACM-1921 20  0.14925637359102928 TF-IDF 
36 Q0 CACM-2733 21  0.148283444490407 TF-IDF 
36 Q0 CACM-1399 22  0.14814062127993652 TF-IDF 
36 Q0 CACM-1989 23  0.14802671813281193 TF-IDF 
36 Q0 CACM-1178 24  0.14729981397386913 TF-IDF 
36 Q0 CACM-2110 25  0.14615196568678374 TF-IDF 
36 Q0 CACM-2739 26  0.14491329277300202 TF-IDF 
36 Q0 CACM-1527 27  0.14377877050528662 TF-IDF 
36 Q0 CACM-2481 28  0.14230080817558466 TF-IDF 
36 Q0 CACM-3045 29  0.14136150574516448 TF-IDF 
36 Q0 CACM-3184 30  0.14131339470072185 TF-IDF 
36 Q0 CACM-1265 31  0.14065714769503357 TF-IDF 
36 Q0 CACM-1612 32  0.1374014797205244 TF-IDF 
36 Q0 CACM-1865 33  0.1350248294760467 TF-IDF 
36 Q0 CACM-1860 34  0.1330008420712676 TF-IDF 
36 Q0 CACM-0633 35  0.13193774082744347 TF-IDF 
36 Q0 CACM-2246 36  0.13189250172067374 TF-IDF 
36 Q0 CACM-2788 37  0.1279396274690361 TF-IDF 
36 Q0 CACM-2126 38  0.12561190640064163 TF-IDF 
36 Q0 CACM-2910 39  0.12417669724935856 TF-IDF 
36 Q0 CACM-2880 40  0.12232134542605373 TF-IDF 
36 Q0 CACM-2652 41  0.12135904902875008 TF-IDF 
36 Q0 CACM-3198 42  0.12058743014461598 TF-IDF 
36 Q0 CACM-1787 43  0.12033705021635475 TF-IDF 
36 Q0 CACM-1835 44  0.12026671889423136 TF-IDF 
36 Q0 CACM-1244 45  0.11900075343218681 TF-IDF 
36 Q0 CACM-1454 46  0.11830888858665085 TF-IDF 
36 Q0 CACM-1012 47  0.11677047896761147 TF-IDF 
36 Q0 CACM-0199 48  0.11524489320159659 TF-IDF 
36 Q0 CACM-2050 49  0.11377017995684909 TF-IDF 
36 Q0 CACM-1525 50  0.11309098442604827 TF-IDF 
