50 Q0 CACM-2278 1  0.3906621799930956 TF-IDF 
50 Q0 CACM-2288 2  0.2963899723487245 TF-IDF 
50 Q0 CACM-1830 3  0.2600249795594574 TF-IDF 
50 Q0 CACM-2714 4  0.25608795334344986 TF-IDF 
50 Q0 CACM-0275 5  0.25584120005431704 TF-IDF 
50 Q0 CACM-0651 6  0.25584120005431704 TF-IDF 
50 Q0 CACM-1927 7  0.2536720683612167 TF-IDF 
50 Q0 CACM-1811 8  0.24539125893614058 TF-IDF 
50 Q0 CACM-2070 9  0.2447176696171728 TF-IDF 
50 Q0 CACM-0891 10  0.23387607735096796 TF-IDF 
50 Q0 CACM-3134 11  0.22481563605232915 TF-IDF 
50 Q0 CACM-3156 12  0.21387907622421237 TF-IDF 
50 Q0 CACM-1699 13  0.21380704369586703 TF-IDF 
50 Q0 CACM-3075 14  0.2102844699011164 TF-IDF 
50 Q0 CACM-1457 15  0.2077515758512358 TF-IDF 
50 Q0 CACM-0082 16  0.20662703561691315 TF-IDF 
50 Q0 CACM-0239 17  0.2010180857569634 TF-IDF 
50 Q0 CACM-0141 18  0.19976258890379972 TF-IDF 
50 Q0 CACM-2532 19  0.1940864276274129 TF-IDF 
50 Q0 CACM-0292 20  0.18156472261919274 TF-IDF 
50 Q0 CACM-1831 21  0.18156472261919274 TF-IDF 
50 Q0 CACM-0392 22  0.18073758043677116 TF-IDF 
50 Q0 CACM-1302 23  0.18073758043677116 TF-IDF 
50 Q0 CACM-2685 24  0.17517642411563977 TF-IDF 
50 Q0 CACM-1746 25  0.17508431140350705 TF-IDF 
50 Q0 CACM-2575 26  0.1736401569635988 TF-IDF 
50 Q0 CACM-1681 27  0.1728551307325787 TF-IDF 
50 Q0 CACM-2140 28  0.1695218166651494 TF-IDF 
50 Q0 CACM-0798 29  0.16907067914876722 TF-IDF 
50 Q0 CACM-2530 30  0.16554430591749925 TF-IDF 
50 Q0 CACM-2882 31  0.16251391172243362 TF-IDF 
50 Q0 CACM-0763 32  0.16234981369900317 TF-IDF 
50 Q0 CACM-2965 33  0.1608144686055707 TF-IDF 
50 Q0 CACM-2976 34  0.1608144686055707 TF-IDF 
50 Q0 CACM-1158 35  0.15814538288217478 TF-IDF 
50 Q0 CACM-2552 36  0.15634740003319375 TF-IDF 
50 Q0 CACM-3168 37  0.15634740003319375 TF-IDF 
50 Q0 CACM-1262 38  0.15031640353157208 TF-IDF 
50 Q0 CACM-2973 39  0.14884271330087037 TF-IDF 
50 Q0 CACM-2781 40  0.1481185895051309 TF-IDF 
50 Q0 CACM-3169 41  0.1481185895051309 TF-IDF 
50 Q0 CACM-2519 42  0.14757769906697468 TF-IDF 
50 Q0 CACM-2412 43  0.1443206769537173 TF-IDF 
50 Q0 CACM-0797 44  0.14212726455108218 TF-IDF 
50 Q0 CACM-1367 45  0.14057367367304424 TF-IDF 
50 Q0 CACM-2896 46  0.14057367367304424 TF-IDF 
50 Q0 CACM-2516 47  0.13728064393158476 TF-IDF 
50 Q0 CACM-2700 48  0.1367743851953944 TF-IDF 
50 Q0 CACM-2182 49  0.13555318532757837 TF-IDF 
50 Q0 CACM-1514 50  0.13392435787609033 TF-IDF 
50 Q0 CACM-1935 51  0.1324354447339994 TF-IDF 
50 Q0 CACM-2345 52  0.1299012632993762 TF-IDF 
50 Q0 CACM-1828 53  0.12976031415973316 TF-IDF 
50 Q0 CACM-2832 54  0.12952995579945878 TF-IDF 
50 Q0 CACM-3012 55  0.12804739563023476 TF-IDF 
50 Q0 CACM-0634 56  0.1271664998614946 TF-IDF 
50 Q0 CACM-1289 57  0.1271664998614946 TF-IDF 
50 Q0 CACM-1971 58  0.1271664998614946 TF-IDF 
50 Q0 CACM-1267 59  0.12497397400181365 TF-IDF 
50 Q0 CACM-2990 60  0.12465350273389347 TF-IDF 
50 Q0 CACM-2293 61  0.12355165014717606 TF-IDF 
50 Q0 CACM-1795 62  0.12243513513458693 TF-IDF 
50 Q0 CACM-2631 63  0.12201037190068381 TF-IDF 
50 Q0 CACM-1601 64  0.12136634657970466 TF-IDF 
