7 Q0 CACM-3043 1  0.6730049709998706 TF-IDF 
7 Q0 CACM-0270 2  0.40990254750665456 TF-IDF 
7 Q0 CACM-0371 3  0.3995373185931977 TF-IDF 
7 Q0 CACM-2007 4  0.35958358673387797 TF-IDF 
7 Q0 CACM-2325 5  0.3291338307740243 TF-IDF 
7 Q0 CACM-2256 6  0.3175116341898202 TF-IDF 
7 Q0 CACM-1952 7  0.31727963535342174 TF-IDF 
7 Q0 CACM-1342 8  0.2996529889448983 TF-IDF 
7 Q0 CACM-1660 9  0.2996529889448983 TF-IDF 
7 Q0 CACM-3141 10  0.29467240679017054 TF-IDF 
7 Q0 CACM-3104 11  0.29456212222138756 TF-IDF 
7 Q0 CACM-2949 12  0.28648166808591974 TF-IDF 
7 Q0 CACM-1736 13  0.2800964081238965 TF-IDF 
7 Q0 CACM-0804 14  0.2696876900504085 TF-IDF 
7 Q0 CACM-2884 15  0.2696876900504085 TF-IDF 
7 Q0 CACM-1796 16  0.26310994151259365 TF-IDF 
7 Q0 CACM-0356 17  0.2593290389446237 TF-IDF 
7 Q0 CACM-0740 18  0.2593290389446237 TF-IDF 
7 Q0 CACM-1553 19  0.2532205594578671 TF-IDF 
7 Q0 CACM-2902 20  0.2526429471673122 TF-IDF 
7 Q0 CACM-3148 21  0.25171623667619625 TF-IDF 
7 Q0 CACM-2950 22  0.2513496142598137 TF-IDF 
7 Q0 CACM-2226 23  0.25087226981433347 TF-IDF 
7 Q0 CACM-2376 24  0.24900300504245582 TF-IDF 
7 Q0 CACM-2903 25  0.24872487197430543 TF-IDF 
7 Q0 CACM-2578 26  0.24493940729148309 TF-IDF 
7 Q0 CACM-2912 27  0.24071982609495302 TF-IDF 
7 Q0 CACM-3166 28  0.23622279420473735 TF-IDF 
7 Q0 CACM-1374 29  0.23451103482644214 TF-IDF 
7 Q0 CACM-1551 30  0.23451103482644214 TF-IDF 
7 Q0 CACM-2417 31  0.23451103482644214 TF-IDF 
7 Q0 CACM-1338 32  0.22778008539704492 TF-IDF 
7 Q0 CACM-2865 33  0.22530630728524714 TF-IDF 
7 Q0 CACM-2725 34  0.22473974170867372 TF-IDF 
7 Q0 CACM-2863 35  0.2224700893194794 TF-IDF 
7 Q0 CACM-3014 36  0.21849805965174757 TF-IDF 
7 Q0 CACM-2830 37  0.21575015204032677 TF-IDF 
7 Q0 CACM-2273 38  0.21014659605365674 TF-IDF 
7 Q0 CACM-0136 39  0.20993303152660014 TF-IDF 
7 Q0 CACM-3170 40  0.20993303152660014 TF-IDF 
7 Q0 CACM-2326 41  0.20867584979150364 TF-IDF 
7 Q0 CACM-2342 42  0.2077942508860296 TF-IDF 
7 Q0 CACM-1851 43  0.207452069269545 TF-IDF 
7 Q0 CACM-1873 44  0.207452069269545 TF-IDF 
7 Q0 CACM-1953 45  0.207452069269545 TF-IDF 
7 Q0 CACM-3006 46  0.20586846568733472 TF-IDF 
7 Q0 CACM-2320 47  0.20447830229440508 TF-IDF 
7 Q0 CACM-1658 48  0.20353787928332714 TF-IDF 
7 Q0 CACM-2618 49  0.19403488756044568 TF-IDF 
