40 Q0 CACM-0249 1  0.6964011151560235 TF-IDF 
40 Q0 CACM-2316 2  0.669616456880792 TF-IDF 
40 Q0 CACM-2603 3  0.6144715721964914 TF-IDF 
40 Q0 CACM-1466 4  0.5440633712156434 TF-IDF 
40 Q0 CACM-2295 5  0.5131185145487052 TF-IDF 
40 Q0 CACM-2406 6  0.5119891761676928 TF-IDF 
40 Q0 CACM-2651 7  0.5007848201347622 TF-IDF 
40 Q0 CACM-1102 8  0.4836118855250163 TF-IDF 
40 Q0 CACM-1098 9  0.45890390089728117 TF-IDF 
40 Q0 CACM-0463 10  0.4352506969725148 TF-IDF 
40 Q0 CACM-1142 11  0.4352506969725148 TF-IDF 
40 Q0 CACM-2814 12  0.41452447330715686 TF-IDF 
40 Q0 CACM-0627 13  0.40753356041518596 TF-IDF 
40 Q0 CACM-0651 14  0.39568245179319517 TF-IDF 
40 Q0 CACM-1588 15  0.39505126218123693 TF-IDF 
40 Q0 CACM-0793 16  0.3835609980378221 TF-IDF 
40 Q0 CACM-0762 17  0.3784788669326215 TF-IDF 
40 Q0 CACM-0920 18  0.3784788669326215 TF-IDF 
40 Q0 CACM-3105 19  0.3764967341270433 TF-IDF 
40 Q0 CACM-2941 20  0.37171189066343063 TF-IDF 
40 Q0 CACM-2975 21  0.36908476866017426 TF-IDF 
40 Q0 CACM-2705 22  0.3681475889673443 TF-IDF 
40 Q0 CACM-2956 23  0.35893294152879884 TF-IDF 
40 Q0 CACM-1703 24  0.35290597051825523 TF-IDF 
40 Q0 CACM-0628 25  0.34820055757801177 TF-IDF 
40 Q0 CACM-2513 26  0.32750668839825786 TF-IDF 
40 Q0 CACM-0100 27  0.32356245306357256 TF-IDF 
40 Q0 CACM-1366 28  0.3210865797338223 TF-IDF 
40 Q0 CACM-1459 29  0.3072357860982457 TF-IDF 
40 Q0 CACM-1485 30  0.3035664410894285 TF-IDF 
40 Q0 CACM-2782 31  0.30017289446380324 TF-IDF 
40 Q0 CACM-2265 32  0.29441834569861314 TF-IDF 
40 Q0 CACM-2958 33  0.2942881294760254 TF-IDF 
40 Q0 CACM-1457 34  0.29339811028147067 TF-IDF 
40 Q0 CACM-2710 35  0.2803594371388565 TF-IDF 
40 Q0 CACM-1678 36  0.2692272352407308 TF-IDF 
40 Q0 CACM-1424 37  0.2690747193760443 TF-IDF 
40 Q0 CACM-2084 38  0.26892282609509327 TF-IDF 
40 Q0 CACM-2168 39  0.268551562229282 TF-IDF 
40 Q0 CACM-1306 40  0.26784658275231676 TF-IDF 
40 Q0 CACM-1972 41  0.2642188590907776 TF-IDF 
40 Q0 CACM-2661 42  0.2637883011954635 TF-IDF 
40 Q0 CACM-2244 43  0.2618168614945712 TF-IDF 
40 Q0 CACM-1050 44  0.25411694994120526 TF-IDF 
40 Q0 CACM-1923 45  0.25231924462174765 TF-IDF 
40 Q0 CACM-2594 46  0.25194791282134676 TF-IDF 
40 Q0 CACM-1852 47  0.25110617133029695 TF-IDF 
40 Q0 CACM-1835 48  0.24654310256275158 TF-IDF 
40 Q0 CACM-0943 49  0.24583989086979444 TF-IDF 
40 Q0 CACM-2411 50  0.24154136377610694 TF-IDF 
40 Q0 CACM-2317 51  0.2404699983273562 TF-IDF 
40 Q0 CACM-1853 52  0.23772191174155932 TF-IDF 
40 Q0 CACM-0265 53  0.23687033150295012 TF-IDF 
40 Q0 CACM-2558 54  0.2367470571574832 TF-IDF 
40 Q0 CACM-2243 55  0.2364797458660643 TF-IDF 
40 Q0 CACM-1922 56  0.2343076140143842 TF-IDF 
40 Q0 CACM-2361 57  0.23379476421131243 TF-IDF 
