60 Q0 CACM-2976 1  0.8125629939450937 TF-IDF 
60 Q0 CACM-2967 2  0.6923593855253638 TF-IDF 
60 Q0 CACM-1532 3  0.6335804163064748 TF-IDF 
60 Q0 CACM-2311 4  0.6004818465450664 TF-IDF 
60 Q0 CACM-2882 5  0.4860016408399975 TF-IDF 
60 Q0 CACM-2593 6  0.4656934226052749 TF-IDF 
60 Q0 CACM-2318 7  0.443872825455088 TF-IDF 
60 Q0 CACM-3087 8  0.43555605884263365 TF-IDF 
60 Q0 CACM-2876 9  0.4215224226155121 TF-IDF 
60 Q0 CACM-2816 10  0.40144282333481385 TF-IDF 
60 Q0 CACM-1685 11  0.3919826427482035 TF-IDF 
60 Q0 CACM-3011 12  0.3869573844765205 TF-IDF 
60 Q0 CACM-2151 13  0.36915211373989804 TF-IDF 
60 Q0 CACM-2345 14  0.3683504875376291 TF-IDF 
60 Q0 CACM-2817 15  0.3632669527771339 TF-IDF 
60 Q0 CACM-2516 16  0.36247999224700944 TF-IDF 
60 Q0 CACM-2875 17  0.35102996441853207 TF-IDF 
60 Q0 CACM-2424 18  0.33006927773209327 TF-IDF 
60 Q0 CACM-3025 19  0.32863934111372517 TF-IDF 
60 Q0 CACM-2577 20  0.32733539884413293 TF-IDF 
60 Q0 CACM-2738 21  0.3260144121109899 TF-IDF 
60 Q0 CACM-2716 22  0.3203178868186336 TF-IDF 
60 Q0 CACM-2407 23  0.3154178444956479 TF-IDF 
60 Q0 CACM-3030 24  0.31394644349220324 TF-IDF 
60 Q0 CACM-0695 25  0.31300892555698 TF-IDF 
60 Q0 CACM-2957 26  0.3115638579623987 TF-IDF 
60 Q0 CACM-2689 27  0.308534046059583 TF-IDF 
60 Q0 CACM-3136 28  0.3030088174866386 TF-IDF 
60 Q0 CACM-2685 29  0.30017296085383505 TF-IDF 
60 Q0 CACM-2479 30  0.2955668462554112 TF-IDF 
60 Q0 CACM-2988 31  0.29417876885098576 TF-IDF 
60 Q0 CACM-2536 32  0.2924092146260867 TF-IDF 
60 Q0 CACM-1712 33  0.2888359316154469 TF-IDF 
60 Q0 CACM-1754 34  0.2877760551474544 TF-IDF 
60 Q0 CACM-2964 35  0.287269745334124 TF-IDF 
60 Q0 CACM-1518 36  0.2862817879764493 TF-IDF 
60 Q0 CACM-2583 37  0.28557457811456954 TF-IDF 
60 Q0 CACM-1959 38  0.27879235839013905 TF-IDF 
