26 Q0 CACM-3105 1  11.798555031984328 SMQ 
26 Q0 CACM-2626 2  11.48108339623865 SMQ 
26 Q0 CACM-2840 3  10.738221020703886 SMQ 
26 Q0 CACM-2632 4  10.311226436254957 SMQ 
26 Q0 CACM-3128 5  9.902269533696874 SMQ 
26 Q0 CACM-2314 6  9.58071361658232 SMQ 
26 Q0 CACM-2541 7  9.420865388314969 SMQ 
26 Q0 CACM-1677 8  9.193810859846415 SMQ 
26 Q0 CACM-2080 9  8.889401295283827 SMQ 
26 Q0 CACM-2372 10  8.884327789322484 SMQ 
26 Q0 CACM-1750 11  8.674514012867432 SMQ 
26 Q0 CACM-1461 12  8.628495751061353 SMQ 
26 Q0 CACM-2320 13  8.56574545838982 SMQ 
26 Q0 CACM-2939 14  8.547297783644588 SMQ 
26 Q0 CACM-2377 15  8.522539504077002 SMQ 
26 Q0 CACM-2938 16  8.494432337937685 SMQ 
26 Q0 CACM-2817 17  8.44821284344565 SMQ 
26 Q0 CACM-1747 18  8.355136924166956 SMQ 
26 Q0 CACM-2558 19  8.302343863762886 SMQ 
26 Q0 CACM-1680 20  8.04612581787416 SMQ 
26 Q0 CACM-3068 21  7.824373610426545 SMQ 
26 Q0 CACM-2870 22  7.811248079450413 SMQ 
26 Q0 CACM-3026 23  7.798914761524589 SMQ 
26 Q0 CACM-2036 24  7.714017214830035 SMQ 
26 Q0 CACM-1463 25  7.651576822208847 SMQ 
26 Q0 CACM-1754 26  7.397652513391909 SMQ 
26 Q0 CACM-2578 27  7.3128493121451115 SMQ 
26 Q0 CACM-3050 28  7.1730567308905835 SMQ 
26 Q0 CACM-2849 29  7.024433809162445 SMQ 
26 Q0 CACM-1462 30  7.02125023787676 SMQ 
26 Q0 CACM-2111 31  7.0158365511440355 SMQ 
26 Q0 CACM-2866 32  6.84281540747301 SMQ 
26 Q0 CACM-3073 33  6.753303283922734 SMQ 
26 Q0 CACM-2936 34  6.738412435506271 SMQ 
26 Q0 CACM-0696 35  6.6707133334723245 SMQ 
26 Q0 CACM-2069 36  6.659922797157904 SMQ 
26 Q0 CACM-0059 37  6.631217076784196 SMQ 
26 Q0 CACM-1591 38  6.630866326290409 SMQ 
26 Q0 CACM-2844 39  6.538471949470457 SMQ 
26 Q0 CACM-1728 40  6.5138737474982715 SMQ 
26 Q0 CACM-1247 41  6.513538578159533 SMQ 
