8 Q0 CACM-2625 1  20.778325427882926 SMQ 
8 Q0 CACM-2951 2  18.874916919262567 SMQ 
8 Q0 CACM-2541 3  17.781927884767217 SMQ 
8 Q0 CACM-3032 4  15.531127781714462 SMQ 
8 Q0 CACM-1752 5  14.603251906906216 SMQ 
8 Q0 CACM-2371 6  13.921540996405918 SMQ 
8 Q0 CACM-2522 7  13.809850228718902 SMQ 
8 Q0 CACM-1877 8  13.51475893583895 SMQ 
8 Q0 CACM-2095 9  13.475377996690645 SMQ 
8 Q0 CACM-2500 10  13.375338995678225 SMQ 
8 Q0 CACM-1611 11  12.894953474907759 SMQ 
8 Q0 CACM-2776 12  12.68759494685304 SMQ 
8 Q0 CACM-2358 13  12.450411843465801 SMQ 
8 Q0 CACM-2920 14  12.231242970467804 SMQ 
8 Q0 CACM-2482 15  11.638419279004474 SMQ 
8 Q0 CACM-2949 16  11.560848558633376 SMQ 
8 Q0 CACM-2892 17  11.285804769522692 SMQ 
8 Q0 CACM-2830 18  11.282658793035171 SMQ 
8 Q0 CACM-1685 19  11.179468254710246 SMQ 
8 Q0 CACM-0912 20  11.129304333946022 SMQ 
8 Q0 CACM-1754 21  11.101489451680138 SMQ 
8 Q0 CACM-2020 22  10.927442128111691 SMQ 
8 Q0 CACM-1677 23  10.861878463124386 SMQ 
8 Q0 CACM-1869 24  10.744803161649804 SMQ 
8 Q0 CACM-1680 25  10.697935446822708 SMQ 
8 Q0 CACM-1785 26  10.641186571190014 SMQ 
8 Q0 CACM-1751 27  10.59717955376437 SMQ 
8 Q0 CACM-2499 28  10.580426212293933 SMQ 
8 Q0 CACM-2320 29  10.572864220483988 SMQ 
8 Q0 CACM-2614 30  10.499457721508858 SMQ 
8 Q0 CACM-1695 31  10.218624606273332 SMQ 
8 Q0 CACM-2597 32  10.215904521225621 SMQ 
8 Q0 CACM-1928 33  10.199894557281127 SMQ 
8 Q0 CACM-2080 34  10.176332857355087 SMQ 
8 Q0 CACM-2858 35  10.157417101896131 SMQ 
8 Q0 CACM-2194 36  9.94357071535567 SMQ 
8 Q0 CACM-3083 37  9.94357071535567 SMQ 
