55 Q0 CACM-2650 1  25.90355595285196 SMQ 
55 Q0 CACM-2921 2  23.659801745864044 SMQ 
55 Q0 CACM-1665 3  21.872407481812303 SMQ 
55 Q0 CACM-2112 4  21.71816650698688 SMQ 
55 Q0 CACM-1896 5  20.928640213029773 SMQ 
55 Q0 CACM-1898 6  20.830364126363744 SMQ 
55 Q0 CACM-1993 7  20.553524293940473 SMQ 
55 Q0 CACM-1355 8  20.220220851885124 SMQ 
55 Q0 CACM-1739 9  19.251893237047547 SMQ 
55 Q0 CACM-2051 10  17.625580934486223 SMQ 
55 Q0 CACM-1453 11  16.40642583542303 SMQ 
55 Q0 CACM-1906 12  13.488143858708856 SMQ 
55 Q0 CACM-2838 13  13.488143858708856 SMQ 
55 Q0 CACM-1846 14  11.014021863377245 SMQ 
55 Q0 CACM-1612 15  10.197018464904001 SMQ 
55 Q0 CACM-2704 16  9.23542199336532 SMQ 
55 Q0 CACM-1324 17  8.290715205589095 SMQ 
55 Q0 CACM-2253 18  7.192827920550508 SMQ 
55 Q0 CACM-3043 19  6.972398733919842 SMQ 
55 Q0 CACM-2719 20  6.923503154351204 SMQ 
55 Q0 CACM-1469 21  6.922519473179623 SMQ 
55 Q0 CACM-2710 22  6.922499268369295 SMQ 
55 Q0 CACM-2320 23  6.911936407354199 SMQ 
55 Q0 CACM-3009 24  6.489097006260759 SMQ 
55 Q0 CACM-2839 25  6.4631615169751715 SMQ 
55 Q0 CACM-1223 26  6.384473412714796 SMQ 
55 Q0 CACM-2767 27  6.366507881281651 SMQ 
55 Q0 CACM-3096 28  6.325861670770223 SMQ 
55 Q0 CACM-1323 29  6.224557304752192 SMQ 
55 Q0 CACM-1696 30  6.140394172995033 SMQ 
55 Q0 CACM-2450 31  6.130159879533572 SMQ 
55 Q0 CACM-3163 32  6.120029714282155 SMQ 
55 Q0 CACM-3064 33  6.094444383094159 SMQ 
55 Q0 CACM-2799 34  5.928124038225802 SMQ 
55 Q0 CACM-3042 35  5.8583247496203175 SMQ 
55 Q0 CACM-1694 36  5.844475581056761 SMQ 
55 Q0 CACM-1135 37  5.733514456944432 SMQ 
55 Q0 CACM-2081 38  5.685601053836438 SMQ 
55 Q0 CACM-2632 39  5.6665584968581335 SMQ 
55 Q0 CACM-2567 40  5.5868040602602385 SMQ 
55 Q0 CACM-3077 41  5.55196063504345 SMQ 
55 Q0 CACM-3082 42  5.532324781055965 SMQ 
55 Q0 CACM-3056 43  5.507526975209255 SMQ 
55 Q0 CACM-0154 44  5.431091893874899 SMQ 
55 Q0 CACM-2625 45  5.4190724891118265 SMQ 
55 Q0 CACM-2889 46  5.3138559975778605 SMQ 
55 Q0 CACM-0556 47  5.285179493342778 SMQ 
55 Q0 CACM-2495 48  5.285179493342778 SMQ 
55 Q0 CACM-1379 49  5.271688267566052 SMQ 
55 Q0 CACM-3065 50  5.270503964043913 SMQ 
55 Q0 CACM-3128 51  5.243873198264657 SMQ 
55 Q0 CACM-0413 52  5.240957982569747 SMQ 
55 Q0 CACM-1551 53  5.240957982569747 SMQ 
55 Q0 CACM-0210 54  5.158036718239641 SMQ 
55 Q0 CACM-2968 55  5.100834458545455 SMQ 
55 Q0 CACM-1886 56  5.060724063680411 SMQ 
55 Q0 CACM-2742 57  5.048644842254652 SMQ 
55 Q0 CACM-0399 58  5.045398152745105 SMQ 
55 Q0 CACM-2617 59  5.045398152745105 SMQ 
55 Q0 CACM-3194 60  5.010866176388215 SMQ 
55 Q0 CACM-2586 61  4.944305102310709 SMQ 
55 Q0 CACM-2965 62  4.8238630312611495 SMQ 
55 Q0 CACM-2895 63  4.822501385417106 SMQ 
55 Q0 CACM-0249 64  4.8110028470203545 SMQ 
55 Q0 CACM-2304 65  4.798308594884426 SMQ 
55 Q0 CACM-3168 66  4.795921718942505 SMQ 
55 Q0 CACM-2316 67  4.772107668584363 SMQ 
55 Q0 CACM-2930 68  4.751638290848109 SMQ 
55 Q0 CACM-3169 69  4.742313468929017 SMQ 
55 Q0 CACM-2603 70  4.686924407927237 SMQ 
55 Q0 CACM-2052 71  4.664463458538827 SMQ 
55 Q0 CACM-1122 72  4.574841881406342 SMQ 
55 Q0 CACM-1466 73  4.566419289814302 SMQ 
55 Q0 CACM-2090 74  4.553092013543373 SMQ 
55 Q0 CACM-1827 75  4.488371090270145 SMQ 
55 Q0 CACM-1254 76  4.451052185365424 SMQ 
