35 Q0 CACM-2932 1  37.75272172796715 SMQ 
35 Q0 CACM-3175 2  23.713408636907484 SMQ 
35 Q0 CACM-1474 3  23.489025693094494 SMQ 
35 Q0 CACM-3071 4  22.170298559877025 SMQ 
35 Q0 CACM-2836 5  21.64114130138348 SMQ 
35 Q0 CACM-2090 6  20.215678290053845 SMQ 
35 Q0 CACM-2165 7  19.609673181254657 SMQ 
35 Q0 CACM-1386 8  19.560567641950342 SMQ 
35 Q0 CACM-2681 9  19.058604268502794 SMQ 
35 Q0 CACM-2323 10  18.23816582448853 SMQ 
35 Q0 CACM-1935 11  17.809410276102973 SMQ 
35 Q0 CACM-1397 12  17.14028702887645 SMQ 
35 Q0 CACM-2560 13  16.9578097168559 SMQ 
35 Q0 CACM-2437 14  16.77299583267376 SMQ 
35 Q0 CACM-2516 15  16.704351388440607 SMQ 
35 Q0 CACM-2645 16  16.334615402717287 SMQ 
35 Q0 CACM-2580 17  15.88174468717286 SMQ 
35 Q0 CACM-2170 18  13.996927503409847 SMQ 
35 Q0 CACM-2414 19  13.950488305566818 SMQ 
35 Q0 CACM-2164 20  13.504235047160261 SMQ 
35 Q0 CACM-2450 21  13.109822786252927 SMQ 
35 Q0 CACM-3203 22  12.912328870372308 SMQ 
35 Q0 CACM-2169 23  12.820711027546947 SMQ 
35 Q0 CACM-1667 24  12.136431679120506 SMQ 
35 Q0 CACM-1893 25  12.136431679120506 SMQ 
35 Q0 CACM-2167 26  12.001483406251642 SMQ 
35 Q0 CACM-1392 27  11.895347737111777 SMQ 
35 Q0 CACM-0719 28  11.547641363966328 SMQ 
35 Q0 CACM-2850 29  11.193025821082108 SMQ 
35 Q0 CACM-2931 30  11.052906193147148 SMQ 
35 Q0 CACM-2253 31  10.743998110101206 SMQ 
35 Q0 CACM-2402 32  10.740571782602107 SMQ 
35 Q0 CACM-2767 33  10.712422288979512 SMQ 
35 Q0 CACM-2166 34  10.577165964890982 SMQ 
35 Q0 CACM-2567 35  10.53512084644013 SMQ 
35 Q0 CACM-1948 36  10.348737037925911 SMQ 
35 Q0 CACM-0393 37  10.253529839085445 SMQ 
35 Q0 CACM-1543 38  10.132591943064828 SMQ 
35 Q0 CACM-2490 39  9.906568255346329 SMQ 
35 Q0 CACM-1524 40  9.79555838903693 SMQ 
35 Q0 CACM-2719 41  9.7293754305086 SMQ 
35 Q0 CACM-0284 42  9.59220931534433 SMQ 
35 Q0 CACM-1396 43  9.570047451924289 SMQ 
35 Q0 CACM-1214 44  9.531111987033789 SMQ 
35 Q0 CACM-0265 45  9.483556856644732 SMQ 
35 Q0 CACM-2266 46  9.440006595442323 SMQ 
35 Q0 CACM-1946 47  9.204217530278038 SMQ 
35 Q0 CACM-3007 48  9.083821707543308 SMQ 
35 Q0 CACM-1216 49  8.911563615037384 SMQ 
35 Q0 CACM-1049 50  8.880689655686504 SMQ 
35 Q0 CACM-2094 51  8.836365810468303 SMQ 
35 Q0 CACM-2987 52  8.796230848288838 SMQ 
35 Q0 CACM-2325 53  8.713488949194765 SMQ 
35 Q0 CACM-1664 54  8.702505401247633 SMQ 
35 Q0 CACM-3031 55  8.687335159752806 SMQ 
35 Q0 CACM-1020 56  8.679681385221318 SMQ 
35 Q0 CACM-2997 57  8.676927307992631 SMQ 
35 Q0 CACM-1388 58  8.634361250080353 SMQ 
35 Q0 CACM-1144 59  8.60305350334151 SMQ 
35 Q0 CACM-0717 60  8.560932549224399 SMQ 
35 Q0 CACM-2314 61  8.536308733448312 SMQ 
35 Q0 CACM-3006 62  8.399693318359336 SMQ 
35 Q0 CACM-1743 63  8.358540526464346 SMQ 
35 Q0 CACM-2453 64  8.356886981693915 SMQ 
35 Q0 CACM-1706 65  8.334425496778042 SMQ 
35 Q0 CACM-0111 66  8.31010860405051 SMQ 
35 Q0 CACM-0340 67  8.277351524165713 SMQ 
35 Q0 CACM-0341 68  8.277351524165713 SMQ 
35 Q0 CACM-2410 69  8.269407117614808 SMQ 
35 Q0 CACM-3131 70  8.218940484758223 SMQ 
35 Q0 CACM-0125 71  8.166681287010693 SMQ 
35 Q0 CACM-0646 72  8.153019712909026 SMQ 
35 Q0 CACM-0937 73  8.153019712909026 SMQ 
35 Q0 CACM-1154 74  8.14213249353681 SMQ 
35 Q0 CACM-2240 75  8.125762519500233 SMQ 
35 Q0 CACM-3078 76  8.114488511540031 SMQ 
35 Q0 CACM-1806 77  8.092620405951044 SMQ 
35 Q0 CACM-0351 78  8.07483542701671 SMQ 
35 Q0 CACM-1387 79  8.066978039916322 SMQ 
35 Q0 CACM-1080 80  8.062181932146478 SMQ 
35 Q0 CACM-1696 81  8.046380528087964 SMQ 
35 Q0 CACM-2415 82  8.016957615911453 SMQ 
35 Q0 CACM-2939 83  8.000128062629537 SMQ 
35 Q0 CACM-2385 84  7.989594696489875 SMQ 
35 Q0 CACM-2958 85  7.985955954115696 SMQ 
35 Q0 CACM-1941 86  7.967474945413212 SMQ 
35 Q0 CACM-2676 87  7.8692509890166535 SMQ 
35 Q0 CACM-0731 88  7.8683874325381495 SMQ 
35 Q0 CACM-1394 89  7.852062576620618 SMQ 
35 Q0 CACM-0112 90  7.779811995718139 SMQ 
35 Q0 CACM-0325 91  7.779811995718139 SMQ 
35 Q0 CACM-0342 92  7.779811995718139 SMQ 
35 Q0 CACM-0647 93  7.779811995718139 SMQ 
35 Q0 CACM-0765 94  7.779811995718139 SMQ 
35 Q0 CACM-1924 95  7.776887123819007 SMQ 
35 Q0 CACM-3018 96  7.7558022914857885 SMQ 
35 Q0 CACM-2498 97  7.752123006020312 SMQ 
35 Q0 CACM-2828 98  7.740691791031602 SMQ 
35 Q0 CACM-2268 99  7.738940044961643 SMQ 
35 Q0 CACM-1763 100  7.738827102668381 SMQ 
