48 Q0 CACM-2142 1  25.606123952582124 SMQ 
48 Q0 CACM-2325 2  24.55185473196286 SMQ 
48 Q0 CACM-2968 3  20.62109629510781 SMQ 
48 Q0 CACM-2850 4  20.590419978880544 SMQ 
48 Q0 CACM-3037 5  18.808476598389255 SMQ 
48 Q0 CACM-2766 6  18.768562999187374 SMQ 
48 Q0 CACM-2310 7  18.34242287338601 SMQ 
48 Q0 CACM-2699 8  17.539624961757376 SMQ 
48 Q0 CACM-1066 9  17.44917433251531 SMQ 
48 Q0 CACM-1722 10  17.401563595480173 SMQ 
48 Q0 CACM-2314 11  17.35059899669484 SMQ 
48 Q0 CACM-1433 12  17.093083912279088 SMQ 
48 Q0 CACM-3124 13  16.92872621341372 SMQ 
48 Q0 CACM-2273 14  16.827017815013786 SMQ 
48 Q0 CACM-2904 15  16.772495048986894 SMQ 
48 Q0 CACM-2665 16  16.66196728205571 SMQ 
48 Q0 CACM-2324 17  16.499329825908394 SMQ 
48 Q0 CACM-2646 18  16.38536983399806 SMQ 
48 Q0 CACM-3032 19  16.28940446940414 SMQ 
48 Q0 CACM-2828 20  15.871994982218308 SMQ 
48 Q0 CACM-1658 21  15.764464191085025 SMQ 
48 Q0 CACM-2903 22  15.363394326108704 SMQ 
48 Q0 CACM-2433 23  15.343106291135356 SMQ 
48 Q0 CACM-2592 24  15.2893090501789 SMQ 
48 Q0 CACM-2110 25  15.018503827965883 SMQ 
48 Q0 CACM-2932 26  14.946740627827456 SMQ 
48 Q0 CACM-3010 27  14.933389979547403 SMQ 
48 Q0 CACM-2522 28  14.844693659408465 SMQ 
48 Q0 CACM-2081 29  14.498665563969354 SMQ 
48 Q0 CACM-2624 30  14.489255688597172 SMQ 
48 Q0 CACM-2877 31  14.424464998834928 SMQ 
48 Q0 CACM-2884 32  14.238908754339214 SMQ 
48 Q0 CACM-2226 33  14.218042617065594 SMQ 
48 Q0 CACM-2855 34  14.19314169796273 SMQ 
48 Q0 CACM-1860 35  14.157354970516879 SMQ 
48 Q0 CACM-3132 36  14.087414233088825 SMQ 
48 Q0 CACM-2362 37  14.085338474220396 SMQ 
48 Q0 CACM-1324 38  14.062228740519721 SMQ 
48 Q0 CACM-2389 39  14.05656234820546 SMQ 
48 Q0 CACM-3018 40  13.980421115261453 SMQ 
48 Q0 CACM-1809 41  13.833336133790445 SMQ 
48 Q0 CACM-2701 42  13.81561833264283 SMQ 
48 Q0 CACM-2276 43  13.78023892366792 SMQ 
48 Q0 CACM-1873 44  13.773449718980872 SMQ 
48 Q0 CACM-2135 45  13.641439854616333 SMQ 
48 Q0 CACM-2832 46  13.539279824192077 SMQ 
48 Q0 CACM-2936 47  13.515246590985797 SMQ 
48 Q0 CACM-1392 48  13.48472822007776 SMQ 
48 Q0 CACM-3130 49  13.114002416645638 SMQ 
48 Q0 CACM-2435 50  13.063054565863006 SMQ 
48 Q0 CACM-2337 51  13.059175567384777 SMQ 
48 Q0 CACM-2953 52  13.053560209535167 SMQ 
48 Q0 CACM-2094 53  13.050265789500342 SMQ 
48 Q0 CACM-3165 54  13.041366136009945 SMQ 
48 Q0 CACM-3055 55  12.980469665408473 SMQ 
48 Q0 CACM-1171 56  12.902584951788647 SMQ 
48 Q0 CACM-2675 57  12.89163726277024 SMQ 
48 Q0 CACM-2366 58  12.874233473089928 SMQ 
48 Q0 CACM-1135 59  12.858680245234162 SMQ 
48 Q0 CACM-0950 60  12.842871152439747 SMQ 
48 Q0 CACM-2715 61  12.8344609054264 SMQ 
48 Q0 CACM-2589 62  12.736409733220716 SMQ 
48 Q0 CACM-3107 63  12.72169896156967 SMQ 
48 Q0 CACM-3087 64  12.696655764462434 SMQ 
48 Q0 CACM-2997 65  12.65077944578707 SMQ 
48 Q0 CACM-2253 66  12.634214067018926 SMQ 
48 Q0 CACM-2486 67  12.576668162979631 SMQ 
48 Q0 CACM-1504 68  12.489167526349922 SMQ 
48 Q0 CACM-3150 69  12.371252932527646 SMQ 
48 Q0 CACM-3166 70  12.36570129671192 SMQ 
48 Q0 CACM-0265 71  12.301469505663405 SMQ 
48 Q0 CACM-2883 72  12.289112728138974 SMQ 
48 Q0 CACM-3086 73  12.275954269721913 SMQ 
48 Q0 CACM-3103 74  12.246182502776207 SMQ 
48 Q0 CACM-1744 75  12.209606036448701 SMQ 
48 Q0 CACM-3200 76  12.209379682401888 SMQ 
48 Q0 CACM-1959 77  12.170745169847947 SMQ 
48 Q0 CACM-3106 78  12.14516843751008 SMQ 
48 Q0 CACM-2837 79  12.135967247253877 SMQ 
48 Q0 CACM-2986 80  12.06108794347075 SMQ 
48 Q0 CACM-1719 81  11.994850193646274 SMQ 
48 Q0 CACM-1457 82  11.924306944688528 SMQ 
48 Q0 CACM-2716 83  11.91519619972732 SMQ 
48 Q0 CACM-1592 84  11.896682636691548 SMQ 
48 Q0 CACM-2200 85  11.895691003301994 SMQ 
48 Q0 CACM-2411 86  11.878957181595304 SMQ 
48 Q0 CACM-2902 87  11.862208650559307 SMQ 
