37 Q0 CACM-2265 1  37.513756267978216 SMQ 
37 Q0 CACM-2956 2  30.965369446087266 SMQ 
37 Q0 CACM-3105 3  29.276149840449616 SMQ 
37 Q0 CACM-2651 4  28.627257410089136 SMQ 
37 Q0 CACM-2376 5  27.248262422010725 SMQ 
37 Q0 CACM-3103 6  27.02238800639055 SMQ 
37 Q0 CACM-3031 7  26.616979829160094 SMQ 
37 Q0 CACM-0618 8  26.395334192653714 SMQ 
37 Q0 CACM-2632 9  26.29733842969657 SMQ 
37 Q0 CACM-2558 10  26.069641537432677 SMQ 
37 Q0 CACM-2957 11  26.019797928374786 SMQ 
37 Q0 CACM-2941 12  25.670621601430614 SMQ 
37 Q0 CACM-2958 13  25.315339230093407 SMQ 
37 Q0 CACM-3142 14  23.865655209645986 SMQ 
37 Q0 CACM-2060 15  21.1837044173107 SMQ 
37 Q0 CACM-2939 16  21.063501538357247 SMQ 
37 Q0 CACM-2912 17  21.05571559233014 SMQ 
37 Q0 CACM-2850 18  20.571750236107693 SMQ 
37 Q0 CACM-2937 19  20.086727179895256 SMQ 
37 Q0 CACM-0243 20  19.957152286288615 SMQ 
37 Q0 CACM-2233 21  19.72347771966305 SMQ 
37 Q0 CACM-3128 22  19.178585576321044 SMQ 
37 Q0 CACM-2341 23  18.982254452966963 SMQ 
37 Q0 CACM-1426 24  18.64939277794184 SMQ 
37 Q0 CACM-1152 25  18.29004666174808 SMQ 
37 Q0 CACM-2527 26  17.817620981430327 SMQ 
37 Q0 CACM-2167 27  17.50514620823099 SMQ 
37 Q0 CACM-3006 28  17.432292862442306 SMQ 
37 Q0 CACM-0982 29  17.42606420224548 SMQ 
37 Q0 CACM-1398 30  17.391994738797624 SMQ 
37 Q0 CACM-1828 31  17.231433323551595 SMQ 
37 Q0 CACM-3106 32  17.041988913418315 SMQ 
37 Q0 CACM-1719 33  17.006488876393618 SMQ 
37 Q0 CACM-2244 34  16.98438341504894 SMQ 
37 Q0 CACM-0867 35  16.68174635375601 SMQ 
37 Q0 CACM-2243 36  16.680152870000985 SMQ 
37 Q0 CACM-2353 37  16.52092074218355 SMQ 
37 Q0 CACM-2241 38  16.317559702218965 SMQ 
37 Q0 CACM-2242 39  16.317559702218965 SMQ 
37 Q0 CACM-2080 40  16.28018588638183 SMQ 
37 Q0 CACM-1181 41  16.271419393770433 SMQ 
37 Q0 CACM-1589 42  16.17535623989493 SMQ 
37 Q0 CACM-2084 43  15.646149803537469 SMQ 
37 Q0 CACM-0457 44  15.63438344108005 SMQ 
37 Q0 CACM-0549 45  15.374836314031082 SMQ 
