22 Q0 CACM-2674 1  9.877920456364713 SMQ 
22 Q0 CACM-0266 2  9.231442129572311 SMQ 
22 Q0 CACM-2367 3  9.221331847859663 SMQ 
22 Q0 CACM-2924 4  9.214406360656973 SMQ 
22 Q0 CACM-2341 5  9.20707615728932 SMQ 
22 Q0 CACM-0087 6  9.026669969390682 SMQ 
22 Q0 CACM-2845 7  8.493949993754883 SMQ 
22 Q0 CACM-2809 8  8.40063807906397 SMQ 
22 Q0 CACM-1397 9  8.377988393749046 SMQ 
22 Q0 CACM-1014 10  8.371130813318423 SMQ 
22 Q0 CACM-2111 11  8.308407465060665 SMQ 
22 Q0 CACM-2751 12  8.202324526545985 SMQ 
22 Q0 CACM-2913 13  8.076994588454163 SMQ 
22 Q0 CACM-2771 14  8.05554602660849 SMQ 
22 Q0 CACM-1181 15  8.036128348385901 SMQ 
22 Q0 CACM-3111 16  7.864558215140231 SMQ 
22 Q0 CACM-2678 17  7.829757494321795 SMQ 
22 Q0 CACM-2402 18  7.7898466728411435 SMQ 
22 Q0 CACM-2919 19  7.782932195525556 SMQ 
22 Q0 CACM-2016 20  7.347177319583681 SMQ 
22 Q0 CACM-2708 21  7.260494640564955 SMQ 
22 Q0 CACM-3082 22  7.256179449625945 SMQ 
22 Q0 CACM-2211 23  7.110273493354242 SMQ 
22 Q0 CACM-2004 24  7.067255375255999 SMQ 
22 Q0 CACM-2825 25  7.016848436489418 SMQ 
22 Q0 CACM-3116 26  7.003162957764317 SMQ 
22 Q0 CACM-1741 27  6.943343177038409 SMQ 
22 Q0 CACM-2918 28  6.832679875315479 SMQ 
22 Q0 CACM-1742 29  6.807473449582965 SMQ 
22 Q0 CACM-2692 30  6.8025451645545125 SMQ 
22 Q0 CACM-2325 31  6.609031091999986 SMQ 
22 Q0 CACM-2188 32  6.595286741742663 SMQ 
22 Q0 CACM-2078 33  6.541027991896781 SMQ 
22 Q0 CACM-0531 34  6.534125970121631 SMQ 
22 Q0 CACM-3049 35  6.405787549656025 SMQ 
22 Q0 CACM-1867 36  6.293551300762312 SMQ 
22 Q0 CACM-1978 37  6.253023489362674 SMQ 
22 Q0 CACM-0492 38  6.237568454474335 SMQ 
22 Q0 CACM-2003 39  6.211991515752147 SMQ 
22 Q0 CACM-2152 40  6.148307085526273 SMQ 
22 Q0 CACM-0435 41  6.126095436690151 SMQ 
22 Q0 CACM-2369 42  6.099455948278097 SMQ 
22 Q0 CACM-2687 43  6.021077422241495 SMQ 
22 Q0 CACM-2426 44  6.009833076987834 SMQ 
22 Q0 CACM-2967 45  6.005833489571428 SMQ 
22 Q0 CACM-1426 46  5.995159647129038 SMQ 
22 Q0 CACM-2494 47  5.951016473045985 SMQ 
22 Q0 CACM-1623 48  5.895422993924555 SMQ 
22 Q0 CACM-1172 49  5.856597519840712 SMQ 
22 Q0 CACM-2547 50  5.846562981146375 SMQ 
22 Q0 CACM-1551 51  5.8215955752986694 SMQ 
22 Q0 CACM-2201 52  5.802055979528282 SMQ 
22 Q0 CACM-1697 53  5.791636456136302 SMQ 
22 Q0 CACM-3071 54  5.760979162724437 SMQ 
22 Q0 CACM-1891 55  5.718464916867662 SMQ 
22 Q0 CACM-2486 56  5.6361818291788675 SMQ 
22 Q0 CACM-2820 57  5.604865724924943 SMQ 
22 Q0 CACM-2981 58  5.604048459140312 SMQ 
22 Q0 CACM-2421 59  5.574438593287979 SMQ 
22 Q0 CACM-1680 60  5.564475876761126 SMQ 
22 Q0 CACM-3149 61  5.508983939478825 SMQ 
22 Q0 CACM-1915 62  5.395754195750997 SMQ 
22 Q0 CACM-0616 63  5.395462306954444 SMQ 
22 Q0 CACM-1658 64  5.334269044215909 SMQ 
22 Q0 CACM-2841 65  5.326546380780916 SMQ 
22 Q0 CACM-2973 66  5.308477899499595 SMQ 
22 Q0 CACM-1844 67  5.279824409748565 SMQ 
22 Q0 CACM-2987 68  5.145028556623136 SMQ 
22 Q0 CACM-2873 69  5.12425411194238 SMQ 
22 Q0 CACM-2959 70  5.12425411194238 SMQ 
22 Q0 CACM-2273 71  5.07112222357055 SMQ 
22 Q0 CACM-2267 72  5.05066200153331 SMQ 
22 Q0 CACM-2902 73  5.023701680732637 SMQ 
22 Q0 CACM-2829 74  5.009506172519477 SMQ 
22 Q0 CACM-2490 75  4.989148011072492 SMQ 
22 Q0 CACM-2826 76  4.9746802432943165 SMQ 
22 Q0 CACM-2827 77  4.871536649488929 SMQ 
22 Q0 CACM-1829 78  4.8675846406517715 SMQ 
22 Q0 CACM-2535 79  4.834879628529832 SMQ 
22 Q0 CACM-2306 80  4.786182398323795 SMQ 
22 Q0 CACM-2368 81  4.786182398323795 SMQ 
22 Q0 CACM-3032 82  4.711506586368463 SMQ 
22 Q0 CACM-2389 83  4.552062860207065 SMQ 
22 Q0 CACM-0371 84  4.49448827070072 SMQ 
22 Q0 CACM-2925 85  4.426897962959973 SMQ 
22 Q0 CACM-2007 86  4.390368140487967 SMQ 
22 Q0 CACM-3038 87  4.330811193572566 SMQ 
22 Q0 CACM-1592 88  4.3111686728938565 SMQ 
22 Q0 CACM-0409 89  4.300143521193587 SMQ 
22 Q0 CACM-2453 90  4.300128094678352 SMQ 
22 Q0 CACM-2948 91  4.293242566595838 SMQ 
22 Q0 CACM-2276 92  4.287321967789897 SMQ 
22 Q0 CACM-1952 93  4.26685645510694 SMQ 
22 Q0 CACM-1342 94  4.210522748436171 SMQ 
22 Q0 CACM-1660 95  4.210522748436171 SMQ 
22 Q0 CACM-2994 96  4.1829697612773 SMQ 
22 Q0 CACM-0270 97  4.106809609491277 SMQ 
22 Q0 CACM-0804 98  4.106809609491277 SMQ 
22 Q0 CACM-2884 99  4.106809609491277 SMQ 
22 Q0 CACM-1796 100  4.082528417389071 SMQ 
