42 Q0 CACM-2641 1  16.879919908124357 SMQ 
42 Q0 CACM-0462 2  15.925001484065607 SMQ 
42 Q0 CACM-2215 3  13.274919900571259 SMQ 
42 Q0 CACM-2019 4  12.813140951644293 SMQ 
42 Q0 CACM-2402 5  12.700802722288318 SMQ 
42 Q0 CACM-1726 6  12.642343422342824 SMQ 
42 Q0 CACM-2894 7  12.430814730706517 SMQ 
42 Q0 CACM-2318 8  11.915719751769036 SMQ 
42 Q0 CACM-2319 9  11.245002236109888 SMQ 
42 Q0 CACM-2370 10  11.170716835916288 SMQ 
42 Q0 CACM-2991 11  11.15749189124547 SMQ 
42 Q0 CACM-0204 12  11.032150515367885 SMQ 
42 Q0 CACM-2984 13  10.783528799999125 SMQ 
42 Q0 CACM-3089 14  10.709808635150495 SMQ 
42 Q0 CACM-3070 15  10.643074111020319 SMQ 
42 Q0 CACM-2054 16  10.461683936751974 SMQ 
42 Q0 CACM-0633 17  9.995137694810623 SMQ 
42 Q0 CACM-2232 18  9.96401680892875 SMQ 
42 Q0 CACM-2788 19  9.934023023300785 SMQ 
42 Q0 CACM-2980 20  9.900132768419223 SMQ 
42 Q0 CACM-2910 21  9.874745648194168 SMQ 
42 Q0 CACM-2310 22  9.836640965088387 SMQ 
42 Q0 CACM-2231 23  9.409591848892479 SMQ 
42 Q0 CACM-1653 24  9.3568763105038 SMQ 
42 Q0 CACM-2811 25  9.289722209271073 SMQ 
42 Q0 CACM-2451 26  9.277873800828313 SMQ 
42 Q0 CACM-3091 27  9.268349479766457 SMQ 
42 Q0 CACM-3149 28  9.160649449395489 SMQ 
42 Q0 CACM-2711 29  9.109016307206803 SMQ 
42 Q0 CACM-1030 30  8.949669125389567 SMQ 
42 Q0 CACM-3132 31  8.7464320155499 SMQ 
42 Q0 CACM-2268 32  8.73699689914481 SMQ 
42 Q0 CACM-2494 33  8.515809242292837 SMQ 
42 Q0 CACM-1938 34  8.288333048976341 SMQ 
42 Q0 CACM-2812 35  8.269148636515945 SMQ 
42 Q0 CACM-0436 36  8.068151871944519 SMQ 
42 Q0 CACM-2902 37  8.03641028172953 SMQ 
42 Q0 CACM-2849 38  7.96472726479028 SMQ 
42 Q0 CACM-2542 39  7.933016784223621 SMQ 
42 Q0 CACM-3119 40  7.912999172028403 SMQ 
42 Q0 CACM-1915 41  7.9120928484265765 SMQ 
42 Q0 CACM-3048 42  7.904426486045117 SMQ 
42 Q0 CACM-2113 43  7.903545729109789 SMQ 
42 Q0 CACM-2634 44  7.884165007531313 SMQ 
42 Q0 CACM-3135 45  7.783949974299832 SMQ 
42 Q0 CACM-2400 46  7.706442870660425 SMQ 
42 Q0 CACM-2829 47  7.6581230281698485 SMQ 
42 Q0 CACM-2258 48  7.402686634841597 SMQ 
42 Q0 CACM-1170 49  7.289912178619776 SMQ 
42 Q0 CACM-2892 50  7.22674321340474 SMQ 
42 Q0 CACM-2990 51  7.038504502443456 SMQ 
42 Q0 CACM-2452 52  7.035197475736927 SMQ 
42 Q0 CACM-3013 53  6.981287351240919 SMQ 
42 Q0 CACM-2951 54  6.963492991731193 SMQ 
42 Q0 CACM-1935 55  6.925594299857688 SMQ 
42 Q0 CACM-1827 56  6.834346566430985 SMQ 
42 Q0 CACM-3072 57  6.815584087210396 SMQ 
42 Q0 CACM-0678 58  6.79732228398608 SMQ 
42 Q0 CACM-2669 59  6.782516193683094 SMQ 
42 Q0 CACM-2741 60  6.77140873106859 SMQ 
42 Q0 CACM-2571 61  6.755899160834545 SMQ 
42 Q0 CACM-2789 62  6.747611931461598 SMQ 
42 Q0 CACM-1805 63  6.746702443673788 SMQ 
42 Q0 CACM-2107 64  6.633343834298959 SMQ 
42 Q0 CACM-2145 65  6.60936494371877 SMQ 
