46 Q0 CACM-2990 1  21.95676839311977 SMQ 
46 Q0 CACM-2711 2  21.443951931031357 SMQ 
46 Q0 CACM-1032 3  21.24019960948286 SMQ 
46 Q0 CACM-1457 4  17.665864895334025 SMQ 
46 Q0 CACM-0329 5  16.63356796973224 SMQ 
46 Q0 CACM-2631 6  16.245764696710488 SMQ 
46 Q0 CACM-2451 7  15.752150515274847 SMQ 
46 Q0 CACM-2307 8  14.644852684030521 SMQ 
46 Q0 CACM-1653 9  14.085874359087487 SMQ 
46 Q0 CACM-2984 10  13.410694314132769 SMQ 
46 Q0 CACM-1976 11  12.779613662141347 SMQ 
46 Q0 CACM-2454 12  12.561857457487253 SMQ 
46 Q0 CACM-1267 13  12.470409431660475 SMQ 
46 Q0 CACM-2991 14  12.430762825952245 SMQ 
46 Q0 CACM-2882 15  12.430484673061677 SMQ 
46 Q0 CACM-3169 16  12.161128886649793 SMQ 
46 Q0 CACM-1236 17  11.987967770066074 SMQ 
46 Q0 CACM-2568 18  11.985072099577604 SMQ 
46 Q0 CACM-2959 19  11.851625590079436 SMQ 
46 Q0 CACM-2542 20  11.805889234772147 SMQ 
46 Q0 CACM-2217 21  11.792811090598581 SMQ 
46 Q0 CACM-2965 22  11.715301879494664 SMQ 
46 Q0 CACM-0944 23  11.673082443071328 SMQ 
46 Q0 CACM-1699 24  11.641067607510767 SMQ 
46 Q0 CACM-3168 25  11.6327246052048 SMQ 
46 Q0 CACM-2140 26  11.546598068803029 SMQ 
46 Q0 CACM-2976 27  11.398336267710208 SMQ 
46 Q0 CACM-1675 28  11.375355939751856 SMQ 
46 Q0 CACM-2561 29  11.284979195987553 SMQ 
46 Q0 CACM-1926 30  11.231062300036172 SMQ 
46 Q0 CACM-2139 31  11.149780623785457 SMQ 
46 Q0 CACM-2265 32  11.14545193568728 SMQ 
46 Q0 CACM-2669 33  10.865482900874838 SMQ 
46 Q0 CACM-2575 34  10.847275982570196 SMQ 
46 Q0 CACM-1652 35  10.698449865556801 SMQ 
46 Q0 CACM-1935 36  10.66529173270266 SMQ 
46 Q0 CACM-1272 37  10.628892973714496 SMQ 
46 Q0 CACM-0891 38  10.557862579605263 SMQ 
46 Q0 CACM-1665 39  10.525958671967077 SMQ 
46 Q0 CACM-1948 40  10.37407666054175 SMQ 
46 Q0 CACM-2835 41  10.203892041703913 SMQ 
46 Q0 CACM-1627 42  10.124739312343149 SMQ 
46 Q0 CACM-0696 43  10.106190975395785 SMQ 
46 Q0 CACM-3089 44  10.094612200108784 SMQ 
46 Q0 CACM-1108 45  10.046971896525287 SMQ 
46 Q0 CACM-2268 46  9.928628249796489 SMQ 
46 Q0 CACM-2059 47  9.893747920357136 SMQ 
46 Q0 CACM-1290 48  9.87368350866904 SMQ 
46 Q0 CACM-1194 49  9.8308186019493 SMQ 
46 Q0 CACM-2518 50  9.759457109454853 SMQ 
