6 Q0 CACM-2826 1  19.843127543778543 SMQ 
6 Q0 CACM-0695 2  16.950985457998712 SMQ 
6 Q0 CACM-2828 3  16.678634220013432 SMQ 
6 Q0 CACM-0438 4  14.464863373895696 SMQ 
6 Q0 CACM-1867 5  12.587102601524624 SMQ 
6 Q0 CACM-1014 6  12.567999241192256 SMQ 
6 Q0 CACM-0492 7  12.47513690894867 SMQ 
6 Q0 CACM-1543 8  12.27941720861277 SMQ 
6 Q0 CACM-0435 9  12.252190873380302 SMQ 
6 Q0 CACM-1397 10  12.126449157679106 SMQ 
6 Q0 CACM-1623 11  11.79084598784911 SMQ 
6 Q0 CACM-0605 12  11.736896543877155 SMQ 
6 Q0 CACM-2230 13  11.428217009725355 SMQ 
6 Q0 CACM-2721 14  11.384637357223212 SMQ 
6 Q0 CACM-0531 15  11.09274793723741 SMQ 
6 Q0 CACM-1234 16  10.969857302176633 SMQ 
6 Q0 CACM-1365 17  10.810463239170993 SMQ 
6 Q0 CACM-0616 18  10.790924613908889 SMQ 
6 Q0 CACM-1664 19  10.346128115152183 SMQ 
6 Q0 CACM-2873 20  10.241384078298156 SMQ 
6 Q0 CACM-0417 21  8.897327905947188 SMQ 
6 Q0 CACM-2931 22  8.731205391883309 SMQ 
6 Q0 CACM-1385 23  7.949317055724829 SMQ 
6 Q0 CACM-1046 24  7.425143119537549 SMQ 
6 Q0 CACM-2176 25  7.332608159263757 SMQ 
6 Q0 CACM-0397 26  7.175657464742956 SMQ 
6 Q0 CACM-0242 27  6.924077676665848 SMQ 
6 Q0 CACM-2671 28  6.6888425609757425 SMQ 
6 Q0 CACM-1148 29  6.397128365630654 SMQ 
6 Q0 CACM-1009 30  6.370855491939796 SMQ 
6 Q0 CACM-2417 31  6.326481485214694 SMQ 
6 Q0 CACM-0705 32  6.243255369831542 SMQ 
6 Q0 CACM-0530 33  6.168564001290198 SMQ 
6 Q0 CACM-3035 34  6.140051329646417 SMQ 
6 Q0 CACM-0888 35  6.130159879533572 SMQ 
6 Q0 CACM-2087 36  6.0951462793091205 SMQ 
6 Q0 CACM-1113 37  6.086338349245889 SMQ 
6 Q0 CACM-2505 38  6.061322441180393 SMQ 
6 Q0 CACM-0704 39  5.907560238522778 SMQ 
6 Q0 CACM-1186 40  5.865712553152404 SMQ 
6 Q0 CACM-0768 41  5.852145735989608 SMQ 
6 Q0 CACM-0887 42  5.8255551541692565 SMQ 
6 Q0 CACM-0697 43  5.808460781102206 SMQ 
6 Q0 CACM-2078 44  5.798440768499313 SMQ 
6 Q0 CACM-2707 45  5.7661442524573125 SMQ 
6 Q0 CACM-2753 46  5.737670650947389 SMQ 
6 Q0 CACM-2389 47  5.676617254381344 SMQ 
6 Q0 CACM-2836 48  5.6460112852153275 SMQ 
6 Q0 CACM-0767 49  5.613692428240131 SMQ 
6 Q0 CACM-2187 50  5.463180708529564 SMQ 
6 Q0 CACM-1368 51  5.45712751606969 SMQ 
6 Q0 CACM-2502 52  5.4504257778690635 SMQ 
6 Q0 CACM-3040 53  5.404250343230813 SMQ 
6 Q0 CACM-3188 54  5.3528873502130665 SMQ 
6 Q0 CACM-2804 55  5.306275413049117 SMQ 
6 Q0 CACM-2667 56  5.213076989306691 SMQ 
6 Q0 CACM-2547 57  5.201022027716287 SMQ 
6 Q0 CACM-2485 58  5.188520489802633 SMQ 
6 Q0 CACM-3135 59  5.177344163681457 SMQ 
6 Q0 CACM-3172 60  5.1724818396387295 SMQ 
6 Q0 CACM-2705 61  5.053620992815082 SMQ 
6 Q0 CACM-2772 62  4.978457895489553 SMQ 
6 Q0 CACM-1001 63  4.902401586306962 SMQ 
6 Q0 CACM-2666 64  4.84312657277302 SMQ 
6 Q0 CACM-2834 65  4.814370843462053 SMQ 
6 Q0 CACM-1621 66  4.78853270965028 SMQ 
6 Q0 CACM-2306 67  4.761563878172137 SMQ 
6 Q0 CACM-2399 68  4.718768939158771 SMQ 
6 Q0 CACM-2406 69  4.664463458538827 SMQ 
6 Q0 CACM-1541 70  4.651343881273203 SMQ 
6 Q0 CACM-3086 71  4.610371317842637 SMQ 
6 Q0 CACM-1948 72  4.602726386013377 SMQ 
6 Q0 CACM-2712 73  4.602726386013377 SMQ 
6 Q0 CACM-1088 74  4.567468161491297 SMQ 
6 Q0 CACM-0971 75  4.517550206241656 SMQ 
6 Q0 CACM-1781 76  4.3898429606939 SMQ 
6 Q0 CACM-3008 77  4.367010622290218 SMQ 
6 Q0 CACM-2518 78  4.294866940139567 SMQ 
6 Q0 CACM-3117 79  4.259939807992786 SMQ 
6 Q0 CACM-1083 80  4.259327369692708 SMQ 
6 Q0 CACM-3148 81  4.250641792409709 SMQ 
6 Q0 CACM-3018 82  4.248823098264466 SMQ 
6 Q0 CACM-2698 83  4.242033149203962 SMQ 
6 Q0 CACM-1267 84  4.2335001075916185 SMQ 
6 Q0 CACM-1413 85  4.2250413694026685 SMQ 
6 Q0 CACM-3000 86  4.216655669612779 SMQ 
6 Q0 CACM-2740 87  4.210959531697904 SMQ 
6 Q0 CACM-0320 88  4.208341775224415 SMQ 
6 Q0 CACM-1404 89  4.208341775224415 SMQ 
6 Q0 CACM-1433 90  4.1922102639105105 SMQ 
6 Q0 CACM-0670 91  4.187863372884948 SMQ 
6 Q0 CACM-2202 92  4.148228020141509 SMQ 
6 Q0 CACM-2189 93  4.110741282055067 SMQ 
6 Q0 CACM-2486 94  4.0914982104366215 SMQ 
6 Q0 CACM-3154 95  4.0554875460478925 SMQ 
6 Q0 CACM-2936 96  4.041450867517803 SMQ 
6 Q0 CACM-2357 97  4.000525634646843 SMQ 
6 Q0 CACM-1099 98  3.997484245285024 SMQ 
6 Q0 CACM-2383 99  3.961267205278295 SMQ 
6 Q0 CACM-2968 100  3.961267205278295 SMQ 
