31 Q0 CACM-1686 1  41.6625003228742 SMQ 
31 Q0 CACM-3047 2  36.54018362232871 SMQ 
31 Q0 CACM-2065 3  34.625479174043 SMQ 
31 Q0 CACM-2142 4  32.54218151326396 SMQ 
31 Q0 CACM-2370 5  31.141287729879174 SMQ 
31 Q0 CACM-3013 6  29.200080990202913 SMQ 
31 Q0 CACM-1144 7  27.298941286473788 SMQ 
31 Q0 CACM-2283 8  25.484959725358795 SMQ 
31 Q0 CACM-2528 9  23.646830873376928 SMQ 
31 Q0 CACM-2529 10  23.646830873376928 SMQ 
31 Q0 CACM-2188 11  23.058969396949546 SMQ 
31 Q0 CACM-0674 12  22.501183735964904 SMQ 
31 Q0 CACM-2674 13  21.567566084500267 SMQ 
31 Q0 CACM-3015 14  21.45568354185015 SMQ 
31 Q0 CACM-1839 15  21.05815614046511 SMQ 
31 Q0 CACM-1327 16  20.359398218798106 SMQ 
31 Q0 CACM-1929 17  19.74419770951354 SMQ 
31 Q0 CACM-1741 18  18.85618964069723 SMQ 
31 Q0 CACM-2893 19  18.80075368026033 SMQ 
31 Q0 CACM-1891 20  18.732926849810625 SMQ 
31 Q0 CACM-0533 21  18.585456921932316 SMQ 
31 Q0 CACM-2421 22  18.577692257394794 SMQ 
31 Q0 CACM-2402 23  18.342028082865056 SMQ 
31 Q0 CACM-2687 24  18.153310298290204 SMQ 
31 Q0 CACM-1659 25  18.085368825753644 SMQ 
31 Q0 CACM-0195 26  18.05333993878136 SMQ 
31 Q0 CACM-2689 27  17.7510717938739 SMQ 
31 Q0 CACM-0973 28  17.709492319508904 SMQ 
31 Q0 CACM-0415 29  17.53897587645742 SMQ 
31 Q0 CACM-1543 30  17.530855811257457 SMQ 
31 Q0 CACM-2050 31  17.454422702489097 SMQ 
31 Q0 CACM-2231 32  17.0842750871659 SMQ 
31 Q0 CACM-2486 33  16.80159369062798 SMQ 
31 Q0 CACM-1726 34  16.77717395851386 SMQ 
31 Q0 CACM-0175 35  16.73265289176095 SMQ 
31 Q0 CACM-2415 36  16.667285887165143 SMQ 
31 Q0 CACM-1424 37  16.524699540785914 SMQ 
31 Q0 CACM-1108 38  16.501425798299927 SMQ 
31 Q0 CACM-2125 39  16.457180789844738 SMQ 
31 Q0 CACM-2004 40  16.379124207490126 SMQ 
31 Q0 CACM-1196 41  16.270631294106128 SMQ 
31 Q0 CACM-2826 42  16.14943351296666 SMQ 
31 Q0 CACM-2721 43  15.917689789843461 SMQ 
31 Q0 CACM-2788 44  15.866757462040042 SMQ 
31 Q0 CACM-1388 45  15.56289684544012 SMQ 
31 Q0 CACM-1700 46  15.508061090208333 SMQ 
31 Q0 CACM-1423 47  15.351283640534657 SMQ 
31 Q0 CACM-2446 48  15.310638521710551 SMQ 
31 Q0 CACM-0657 49  15.302369114364211 SMQ 
31 Q0 CACM-1261 50  15.217833282414439 SMQ 
31 Q0 CACM-2829 51  15.104713640733014 SMQ 
31 Q0 CACM-2367 52  15.004999389070433 SMQ 
31 Q0 CACM-1664 53  14.913673668509098 SMQ 
31 Q0 CACM-1428 54  14.762393935835961 SMQ 
31 Q0 CACM-0104 55  14.642098162222485 SMQ 
31 Q0 CACM-1899 56  14.630152535604562 SMQ 
31 Q0 CACM-2211 57  14.556179748083512 SMQ 
31 Q0 CACM-2906 58  14.430963093660944 SMQ 
31 Q0 CACM-1927 59  14.399944074573945 SMQ 
31 Q0 CACM-0333 60  14.397851783719592 SMQ 
31 Q0 CACM-0931 61  14.175215410750113 SMQ 
31 Q0 CACM-2174 62  14.108514533974652 SMQ 
31 Q0 CACM-1384 63  14.060012310113745 SMQ 
31 Q0 CACM-1846 64  13.986992247926693 SMQ 
31 Q0 CACM-0730 65  13.936326127126387 SMQ 
31 Q0 CACM-1440 66  13.8455194261621 SMQ 
31 Q0 CACM-1251 67  13.834776058991764 SMQ 
31 Q0 CACM-2054 68  13.80959906011859 SMQ 
31 Q0 CACM-1272 69  13.736697801622016 SMQ 
31 Q0 CACM-1085 70  13.565887614637713 SMQ 
31 Q0 CACM-1383 71  13.293390500458393 SMQ 
31 Q0 CACM-0606 72  13.255606472813792 SMQ 
31 Q0 CACM-3021 73  13.188556279557778 SMQ 
31 Q0 CACM-0185 74  13.149108659261637 SMQ 
31 Q0 CACM-0721 75  13.138496404553356 SMQ 
31 Q0 CACM-0986 76  13.092891782481352 SMQ 
31 Q0 CACM-0397 77  13.066304903749877 SMQ 
31 Q0 CACM-3040 78  13.05311011782371 SMQ 
31 Q0 CACM-2858 79  13.029620349362085 SMQ 
31 Q0 CACM-0089 80  13.010243013389864 SMQ 
31 Q0 CACM-0531 81  13.001484459199531 SMQ 
31 Q0 CACM-2041 82  12.932652137964858 SMQ 
31 Q0 CACM-0615 83  12.8632942259919 SMQ 
31 Q0 CACM-2304 84  12.844007344132212 SMQ 
31 Q0 CACM-3057 85  12.835584694982566 SMQ 
31 Q0 CACM-1952 86  12.754718128978926 SMQ 
31 Q0 CACM-1571 87  12.74365924478014 SMQ 
31 Q0 CACM-2130 88  12.704006710470193 SMQ 
31 Q0 CACM-2879 89  12.700267718347547 SMQ 
31 Q0 CACM-1660 90  12.640601244902404 SMQ 
31 Q0 CACM-2643 91  12.62174852215177 SMQ 
31 Q0 CACM-1919 92  12.551194509367912 SMQ 
31 Q0 CACM-1665 93  12.546179622458212 SMQ 
31 Q0 CACM-2925 94  12.50970552666918 SMQ 
31 Q0 CACM-3112 95  12.464392828985497 SMQ 
31 Q0 CACM-0178 96  12.44304093836623 SMQ 
31 Q0 CACM-0922 97  12.44304093836623 SMQ 
31 Q0 CACM-2005 98  12.415308074994941 SMQ 
31 Q0 CACM-1588 99  12.386339262431974 SMQ 
31 Q0 CACM-1796 100  12.38099475998127 SMQ 
