32 Q0 CACM-3139 1  38.49595694806458 SMQ 
32 Q0 CACM-2177 2  31.61861402762097 SMQ 
32 Q0 CACM-3018 3  31.383169759174137 SMQ 
32 Q0 CACM-2289 4  30.15805482466708 SMQ 
32 Q0 CACM-3156 5  29.14764712910281 SMQ 
32 Q0 CACM-2630 6  28.198314552737457 SMQ 
32 Q0 CACM-1145 7  27.544000531994964 SMQ 
32 Q0 CACM-2490 8  26.39554696717415 SMQ 
32 Q0 CACM-2883 9  26.36346269032733 SMQ 
32 Q0 CACM-1839 10  25.4701057637571 SMQ 
32 Q0 CACM-2368 11  25.254040459576785 SMQ 
32 Q0 CACM-3040 12  24.744229538783735 SMQ 
32 Q0 CACM-2484 13  24.201513221888735 SMQ 
32 Q0 CACM-1961 14  23.642175339008986 SMQ 
32 Q0 CACM-2619 15  23.48708248049431 SMQ 
32 Q0 CACM-1504 16  23.38577294149463 SMQ 
32 Q0 CACM-2408 17  23.030373958460917 SMQ 
32 Q0 CACM-1529 18  22.852723886925745 SMQ 
32 Q0 CACM-2763 19  22.72909705267471 SMQ 
32 Q0 CACM-2172 20  22.666233987432534 SMQ 
32 Q0 CACM-2524 21  22.43838731244129 SMQ 
32 Q0 CACM-2155 22  22.36725281885517 SMQ 
32 Q0 CACM-1563 23  22.18386068271318 SMQ 
32 Q0 CACM-2290 24  21.866625358696307 SMQ 
32 Q0 CACM-1905 25  21.818959270305925 SMQ 
32 Q0 CACM-2877 26  21.732445157784056 SMQ 
32 Q0 CACM-2052 27  21.71918750741847 SMQ 
32 Q0 CACM-2934 28  21.646534832526882 SMQ 
32 Q0 CACM-1481 29  21.051287080066427 SMQ 
32 Q0 CACM-2430 30  21.051287080066427 SMQ 
32 Q0 CACM-2461 31  21.051287080066427 SMQ 
32 Q0 CACM-2752 32  20.942266771391246 SMQ 
32 Q0 CACM-2980 33  20.403850755581367 SMQ 
32 Q0 CACM-2790 34  20.2532066853918 SMQ 
32 Q0 CACM-1983 35  19.907460386732836 SMQ 
32 Q0 CACM-2161 36  19.907460386732836 SMQ 
32 Q0 CACM-3164 37  19.506078113734354 SMQ 
32 Q0 CACM-1847 38  19.142090381962383 SMQ 
32 Q0 CACM-3124 39  19.067420072810062 SMQ 
32 Q0 CACM-1822 40  19.021775890448797 SMQ 
32 Q0 CACM-2769 41  19.001267644406518 SMQ 
32 Q0 CACM-2695 42  18.99787096447427 SMQ 
32 Q0 CACM-2986 43  18.59168406310834 SMQ 
32 Q0 CACM-2195 44  18.365308291563544 SMQ 
32 Q0 CACM-2178 45  18.322186833929138 SMQ 
32 Q0 CACM-2444 46  18.085388635781463 SMQ 
32 Q0 CACM-2059 47  17.882504143199007 SMQ 
32 Q0 CACM-2189 48  17.792022840498042 SMQ 
32 Q0 CACM-1935 49  17.66863220850432 SMQ 
32 Q0 CACM-2015 50  17.658391246919255 SMQ 
32 Q0 CACM-1791 51  17.602751280744528 SMQ 
32 Q0 CACM-1432 52  16.76434390211524 SMQ 
32 Q0 CACM-1899 53  16.73256453822651 SMQ 
32 Q0 CACM-2925 54  16.239555793082914 SMQ 
32 Q0 CACM-3100 55  15.970105330011215 SMQ 
32 Q0 CACM-2275 56  15.87400498297404 SMQ 
32 Q0 CACM-2125 57  15.061379637892614 SMQ 
32 Q0 CACM-1423 58  15.022590496093397 SMQ 
32 Q0 CACM-1172 59  14.791094656561834 SMQ 
32 Q0 CACM-2697 60  14.703582587824148 SMQ 
32 Q0 CACM-2701 61  14.695578903560422 SMQ 
32 Q0 CACM-2767 62  14.65986939015056 SMQ 
32 Q0 CACM-1934 63  14.324476301426268 SMQ 
32 Q0 CACM-2568 64  14.285399830969293 SMQ 
32 Q0 CACM-1947 65  14.246723064267792 SMQ 
32 Q0 CACM-1828 66  13.676459434985304 SMQ 
32 Q0 CACM-3153 67  13.672655243280463 SMQ 
32 Q0 CACM-1925 68  13.420845129701792 SMQ 
32 Q0 CACM-3172 69  13.420845129701792 SMQ 
32 Q0 CACM-2923 70  13.417301955919118 SMQ 
32 Q0 CACM-2819 71  13.38373771046631 SMQ 
32 Q0 CACM-3138 72  13.03644295269521 SMQ 
32 Q0 CACM-2273 73  12.984676629268932 SMQ 
32 Q0 CACM-2920 74  12.956890541110193 SMQ 
32 Q0 CACM-2081 75  12.632707823740498 SMQ 
32 Q0 CACM-2402 76  12.595342699214054 SMQ 
32 Q0 CACM-1456 77  12.569149846127283 SMQ 
32 Q0 CACM-3008 78  12.354745102314656 SMQ 
32 Q0 CACM-3125 79  12.308760194033505 SMQ 
32 Q0 CACM-3085 80  12.245596759350121 SMQ 
32 Q0 CACM-1721 81  12.031786403794612 SMQ 
32 Q0 CACM-3054 82  11.770669549725897 SMQ 
32 Q0 CACM-0492 83  11.744138898181834 SMQ 
32 Q0 CACM-2213 84  11.658212428965836 SMQ 
32 Q0 CACM-2856 85  11.65196360552206 SMQ 
32 Q0 CACM-1924 86  11.4972174307551 SMQ 
32 Q0 CACM-3037 87  11.397221178981377 SMQ 
32 Q0 CACM-2523 88  11.267037416915826 SMQ 
32 Q0 CACM-0435 89  11.255016416407551 SMQ 
32 Q0 CACM-2942 90  11.225082672110275 SMQ 
32 Q0 CACM-3131 91  11.205617450782407 SMQ 
32 Q0 CACM-2389 92  11.176649446349266 SMQ 
32 Q0 CACM-2094 93  11.105126669198084 SMQ 
32 Q0 CACM-2362 94  11.079018901068952 SMQ 
32 Q0 CACM-2266 95  11.041002647769814 SMQ 
32 Q0 CACM-3132 96  11.033299390050573 SMQ 
32 Q0 CACM-1873 97  10.915082473653491 SMQ 
32 Q0 CACM-1029 98  10.91102046299157 SMQ 
32 Q0 CACM-1397 99  10.69275220865854 SMQ 
32 Q0 CACM-2453 100  10.678461221721077 SMQ 
