1 Q0 CACM-2319 1  20.90290858904043 SMQ 
1 Q0 CACM-2629 2  19.30976015153901 SMQ 
1 Q0 CACM-1410 3  18.454755659857206 SMQ 
1 Q0 CACM-1657 4  17.559138945997518 SMQ 
1 Q0 CACM-2151 5  16.515339419008253 SMQ 
1 Q0 CACM-2218 6  15.077368704110771 SMQ 
1 Q0 CACM-1752 7  14.949804507450684 SMQ 
1 Q0 CACM-1938 8  14.65436396895695 SMQ 
1 Q0 CACM-1519 9  14.437838422100835 SMQ 
1 Q0 CACM-2054 10  14.414702930817105 SMQ 
1 Q0 CACM-1749 11  14.406754011453893 SMQ 
1 Q0 CACM-1605 12  14.34758824404382 SMQ 
1 Q0 CACM-2357 13  14.161910261732467 SMQ 
1 Q0 CACM-3174 14  14.055165318426548 SMQ 
1 Q0 CACM-2371 15  13.953308235874767 SMQ 
1 Q0 CACM-1844 16  13.906720133865916 SMQ 
1 Q0 CACM-1168 17  13.711414836786439 SMQ 
1 Q0 CACM-2219 18  13.676065276830984 SMQ 
1 Q0 CACM-1827 19  13.395517310412737 SMQ 
1 Q0 CACM-2920 20  13.354156125329485 SMQ 
1 Q0 CACM-2379 21  13.321731240783976 SMQ 
1 Q0 CACM-1391 22  13.168407493747178 SMQ 
1 Q0 CACM-2317 23  13.104038293630158 SMQ 
1 Q0 CACM-3025 24  12.927086411975443 SMQ 
1 Q0 CACM-1506 25  12.921652147095571 SMQ 
1 Q0 CACM-3048 26  12.840016912916107 SMQ 
1 Q0 CACM-1591 27  12.821869506572616 SMQ 
1 Q0 CACM-1161 28  12.7989204154642 SMQ 
1 Q0 CACM-1680 29  12.699905492389178 SMQ 
1 Q0 CACM-2424 30  12.691376214635099 SMQ 
1 Q0 CACM-2522 31  12.663905365820373 SMQ 
1 Q0 CACM-2535 32  12.650557450866476 SMQ 
1 Q0 CACM-0971 33  12.565192693987212 SMQ 
1 Q0 CACM-2378 34  12.534721708076072 SMQ 
1 Q0 CACM-1805 35  12.427328815269776 SMQ 
1 Q0 CACM-1523 36  12.409616191948881 SMQ 
1 Q0 CACM-2947 37  12.407832284256262 SMQ 
1 Q0 CACM-2439 38  12.389934167996065 SMQ 
1 Q0 CACM-2380 39  12.348132119028989 SMQ 
1 Q0 CACM-1315 40  12.280558102182543 SMQ 
1 Q0 CACM-1572 41  12.269140723516285 SMQ 
1 Q0 CACM-1033 42  11.925085478427993 SMQ 
1 Q0 CACM-1046 43  11.89111585801419 SMQ 
1 Q0 CACM-2500 44  11.866332063741341 SMQ 
1 Q0 CACM-3127 45  11.829310492279767 SMQ 
1 Q0 CACM-1071 46  11.66296509316984 SMQ 
1 Q0 CACM-1685 47  11.588913908001063 SMQ 
1 Q0 CACM-2948 48  11.586779758035108 SMQ 
1 Q0 CACM-2740 49  11.5369044603108 SMQ 
1 Q0 CACM-1462 50  11.517726931321619 SMQ 
1 Q0 CACM-1647 51  11.43424903154375 SMQ 
