54 Q0 CACM-2940 1  31.101876082212325 SMQ 
54 Q0 CACM-2732 2  27.84875484227809 SMQ 
54 Q0 CACM-2931 3  27.150730405487547 SMQ 
54 Q0 CACM-2326 4  23.705407815577146 SMQ 
54 Q0 CACM-3031 5  23.532223950861802 SMQ 
54 Q0 CACM-2958 6  23.335207507148247 SMQ 
54 Q0 CACM-2842 7  23.04472483764184 SMQ 
54 Q0 CACM-2470 8  22.250869242393925 SMQ 
54 Q0 CACM-2295 9  22.207655095084966 SMQ 
54 Q0 CACM-2411 10  20.58707940252597 SMQ 
54 Q0 CACM-2943 11  20.29092371479163 SMQ 
54 Q0 CACM-2227 12  20.163421628971925 SMQ 
54 Q0 CACM-3105 13  20.06164297313081 SMQ 
54 Q0 CACM-1747 14  19.49478272851559 SMQ 
54 Q0 CACM-3073 15  18.925999326918717 SMQ 
54 Q0 CACM-2314 16  18.71606234509139 SMQ 
54 Q0 CACM-3133 17  18.674763214900572 SMQ 
54 Q0 CACM-2264 18  18.548249188589832 SMQ 
54 Q0 CACM-2265 19  18.351904816364982 SMQ 
54 Q0 CACM-2148 20  17.562719846979494 SMQ 
54 Q0 CACM-2192 21  17.125749572674376 SMQ 
54 Q0 CACM-3077 22  17.121224124542692 SMQ 
54 Q0 CACM-0949 23  16.847369887895965 SMQ 
54 Q0 CACM-2112 24  16.489271576246747 SMQ 
54 Q0 CACM-1902 25  16.35545370128548 SMQ 
54 Q0 CACM-3039 26  15.73608977649497 SMQ 
54 Q0 CACM-3103 27  15.668025910505293 SMQ 
54 Q0 CACM-1834 28  15.560028662823342 SMQ 
54 Q0 CACM-2941 29  15.554037092216632 SMQ 
54 Q0 CACM-2155 30  15.493175474632306 SMQ 
54 Q0 CACM-1323 31  15.349748914859674 SMQ 
54 Q0 CACM-1496 32  15.276349190231393 SMQ 
54 Q0 CACM-1471 33  15.038249893920792 SMQ 
54 Q0 CACM-2865 34  14.942219878721959 SMQ 
54 Q0 CACM-3185 35  14.848494622568282 SMQ 
54 Q0 CACM-2342 36  14.810467294638439 SMQ 
54 Q0 CACM-2705 37  14.641532347983508 SMQ 
54 Q0 CACM-3188 38  14.573006119250891 SMQ 
54 Q0 CACM-3198 39  14.573006119250891 SMQ 
54 Q0 CACM-2178 40  14.535124756127434 SMQ 
54 Q0 CACM-1213 41  14.480625959377088 SMQ 
54 Q0 CACM-0065 42  14.295890771041638 SMQ 
54 Q0 CACM-2703 43  14.132374614081474 SMQ 
54 Q0 CACM-2886 44  13.893985724484526 SMQ 
54 Q0 CACM-1421 45  13.796542904811316 SMQ 
54 Q0 CACM-2254 46  13.753343515528954 SMQ 
54 Q0 CACM-2851 47  13.72014451444593 SMQ 
54 Q0 CACM-1781 48  13.519904023162013 SMQ 
54 Q0 CACM-2256 49  13.447582266123305 SMQ 
54 Q0 CACM-2939 50  13.358545981969092 SMQ 
54 Q0 CACM-2651 51  13.10457093865621 SMQ 
54 Q0 CACM-3104 52  13.095523429290225 SMQ 
54 Q0 CACM-0689 53  13.084807680930865 SMQ 
54 Q0 CACM-1457 54  13.002736778877846 SMQ 
54 Q0 CACM-1358 55  12.77589692143231 SMQ 
54 Q0 CACM-2945 56  12.616373617779722 SMQ 
54 Q0 CACM-2341 57  12.548786450715928 SMQ 
54 Q0 CACM-2718 58  12.527258979567824 SMQ 
54 Q0 CACM-2972 59  12.42639686053721 SMQ 
54 Q0 CACM-2733 60  12.405207892541183 SMQ 
54 Q0 CACM-1098 61  12.194219452252051 SMQ 
54 Q0 CACM-2956 62  12.164429798030724 SMQ 
54 Q0 CACM-1835 63  12.12152105624464 SMQ 
54 Q0 CACM-3081 64  12.019817198249932 SMQ 
54 Q0 CACM-1749 65  11.935692034387497 SMQ 
54 Q0 CACM-2814 66  11.790793719811948 SMQ 
54 Q0 CACM-2616 67  11.591351249873911 SMQ 
54 Q0 CACM-0920 68  11.524046617382366 SMQ 
54 Q0 CACM-2632 69  11.462725416036672 SMQ 
54 Q0 CACM-0307 70  11.29742352603416 SMQ 
54 Q0 CACM-0308 71  11.29742352603416 SMQ 
54 Q0 CACM-0309 72  11.29742352603416 SMQ 
54 Q0 CACM-2887 73  11.257260233168044 SMQ 
54 Q0 CACM-1198 74  11.230005002496206 SMQ 
54 Q0 CACM-0762 75  11.16015111956272 SMQ 
54 Q0 CACM-0990 76  11.087020167529866 SMQ 
54 Q0 CACM-1470 77  11.043119275220782 SMQ 
54 Q0 CACM-2796 78  10.900518902082222 SMQ 
54 Q0 CACM-2787 79  10.772159981472141 SMQ 
54 Q0 CACM-1339 80  10.728707627913588 SMQ 
54 Q0 CACM-0529 81  10.725030245696413 SMQ 
54 Q0 CACM-2710 82  10.674877810285746 SMQ 
54 Q0 CACM-2597 83  10.604077419893159 SMQ 
54 Q0 CACM-1861 84  10.577200506896588 SMQ 
54 Q0 CACM-2895 85  10.565789524524282 SMQ 
54 Q0 CACM-2316 86  10.490096883877435 SMQ 
54 Q0 CACM-3014 87  10.365216079783245 SMQ 
54 Q0 CACM-2204 88  10.326215062372913 SMQ 
54 Q0 CACM-2111 89  10.301670963052969 SMQ 
