28 Q0 CACM-3032 1  34.06710792835491 SMQ 
28 Q0 CACM-2949 2  33.13038407924806 SMQ 
28 Q0 CACM-2892 3  22.34123556519602 SMQ 
28 Q0 CACM-2890 4  19.290047510111645 SMQ 
28 Q0 CACM-2849 5  18.46844693148451 SMQ 
28 Q0 CACM-1685 6  16.753387342301338 SMQ 
28 Q0 CACM-1846 7  16.733423863470804 SMQ 
28 Q0 CACM-3158 8  16.7086908624886 SMQ 
28 Q0 CACM-2776 9  16.11863626084804 SMQ 
28 Q0 CACM-2614 10  15.187133161010692 SMQ 
28 Q0 CACM-2951 11  14.996364306428898 SMQ 
28 Q0 CACM-3040 12  14.866807235471843 SMQ 
28 Q0 CACM-2515 13  13.763694300160207 SMQ 
28 Q0 CACM-2197 14  13.725653537137504 SMQ 
28 Q0 CACM-1261 15  13.667738200368444 SMQ 
28 Q0 CACM-2371 16  13.622109158799907 SMQ 
28 Q0 CACM-1397 17  13.47990613483999 SMQ 
28 Q0 CACM-0828 18  13.468216667794024 SMQ 
28 Q0 CACM-1695 19  13.305118930461607 SMQ 
28 Q0 CACM-3133 20  12.817947641983663 SMQ 
28 Q0 CACM-1723 21  12.394996273313797 SMQ 
28 Q0 CACM-2274 22  12.307595788384669 SMQ 
28 Q0 CACM-1611 23  12.19790318915757 SMQ 
28 Q0 CACM-0616 24  11.915243692459246 SMQ 
28 Q0 CACM-2969 25  11.569735686380444 SMQ 
28 Q0 CACM-2625 26  11.348005011853282 SMQ 
28 Q0 CACM-1928 27  11.315182116189877 SMQ 
28 Q0 CACM-1989 28  11.290939966801353 SMQ 
28 Q0 CACM-2712 29  11.160946534649252 SMQ 
28 Q0 CACM-2630 30  11.156763310685578 SMQ 
28 Q0 CACM-1688 31  10.684931771075275 SMQ 
28 Q0 CACM-2900 32  10.618139063741612 SMQ 
28 Q0 CACM-0441 33  10.613201598923622 SMQ 
28 Q0 CACM-1687 34  10.495267994509561 SMQ 
28 Q0 CACM-1690 35  10.495267994509561 SMQ 
28 Q0 CACM-2088 36  10.495267994509561 SMQ 
28 Q0 CACM-2046 37  10.422061806308765 SMQ 
28 Q0 CACM-0397 38  10.260640448907175 SMQ 
28 Q0 CACM-0757 39  10.21470408703973 SMQ 
28 Q0 CACM-1623 40  10.144246092189022 SMQ 
28 Q0 CACM-2380 41  10.087085707461464 SMQ 
28 Q0 CACM-0517 42  10.015810887911053 SMQ 
28 Q0 CACM-2289 43  9.888090933760106 SMQ 
28 Q0 CACM-0383 44  9.835140238822385 SMQ 
28 Q0 CACM-1776 45  9.835140238822385 SMQ 
28 Q0 CACM-2401 46  9.465589028854883 SMQ 
28 Q0 CACM-2327 47  9.421322747283243 SMQ 
28 Q0 CACM-1034 48  9.331957448977791 SMQ 
28 Q0 CACM-1822 49  9.30818271388974 SMQ 
28 Q0 CACM-0036 50  9.24323780497188 SMQ 
28 Q0 CACM-1704 51  9.24323780497188 SMQ 
28 Q0 CACM-2934 52  9.24323780497188 SMQ 
28 Q0 CACM-2973 53  8.881819582671504 SMQ 
28 Q0 CACM-2948 54  8.870480549838717 SMQ 
28 Q0 CACM-2450 55  8.709952741506536 SMQ 
28 Q0 CACM-1181 56  8.67189977289025 SMQ 
28 Q0 CACM-0367 57  8.642841818252759 SMQ 
28 Q0 CACM-2402 58  8.56881601618393 SMQ 
28 Q0 CACM-1601 59  8.5120957725645 SMQ 
28 Q0 CACM-1890 60  8.484968678752702 SMQ 
28 Q0 CACM-3164 61  8.320597613920208 SMQ 
28 Q0 CACM-3076 62  8.282714068130613 SMQ 
28 Q0 CACM-2454 63  8.277923320216296 SMQ 
28 Q0 CACM-2016 64  8.268796051620512 SMQ 
28 Q0 CACM-2894 65  8.076312132030393 SMQ 
28 Q0 CACM-2306 66  7.986470734248303 SMQ 
28 Q0 CACM-0322 67  7.94905398822053 SMQ 
28 Q0 CACM-2059 68  7.940843369013139 SMQ 
28 Q0 CACM-3070 69  7.814280143081554 SMQ 
28 Q0 CACM-3038 70  7.789922430455366 SMQ 
28 Q0 CACM-2988 71  7.7539925500481965 SMQ 
28 Q0 CACM-2568 72  7.734310277964167 SMQ 
28 Q0 CACM-3059 73  7.556771988409422 SMQ 
28 Q0 CACM-2516 74  7.43688653505672 SMQ 
28 Q0 CACM-1745 75  7.39706027532206 SMQ 
28 Q0 CACM-1889 76  7.378016828104428 SMQ 
28 Q0 CACM-1770 77  7.354783888255195 SMQ 
28 Q0 CACM-2377 78  7.306859467435789 SMQ 
28 Q0 CACM-3127 79  7.305297579450947 SMQ 
28 Q0 CACM-2396 80  7.229959022945775 SMQ 
28 Q0 CACM-0944 81  7.089465436696334 SMQ 
28 Q0 CACM-2358 82  7.054072596231281 SMQ 
28 Q0 CACM-2967 83  7.034026977893257 SMQ 
28 Q0 CACM-2445 84  7.012547696794999 SMQ 
28 Q0 CACM-2880 85  6.814699654575655 SMQ 
28 Q0 CACM-2562 86  6.782257476861395 SMQ 
28 Q0 CACM-2581 87  6.777415380676385 SMQ 
28 Q0 CACM-2198 88  6.685794298112041 SMQ 
28 Q0 CACM-2665 89  6.631399393177381 SMQ 
28 Q0 CACM-2311 90  6.598313774300585 SMQ 
28 Q0 CACM-1811 91  6.583921026454919 SMQ 
28 Q0 CACM-3131 92  6.580725203228052 SMQ 
28 Q0 CACM-3172 93  6.513368127074845 SMQ 
28 Q0 CACM-0356 94  6.4462386225177815 SMQ 
28 Q0 CACM-0740 95  6.4462386225177815 SMQ 
28 Q0 CACM-2718 96  6.423295068225748 SMQ 
28 Q0 CACM-1752 97  6.366628023601721 SMQ 
28 Q0 CACM-3134 98  6.308449457606967 SMQ 
28 Q0 CACM-1867 99  6.293551300762312 SMQ 
28 Q0 CACM-1014 100  6.283999620596128 SMQ 
