58 Q0 CACM-2634 1  26.721898400034135 SMQ 
58 Q0 CACM-1344 2  25.75636330243562 SMQ 
58 Q0 CACM-1709 3  25.487937044856395 SMQ 
58 Q0 CACM-1946 4  22.626677501057934 SMQ 
58 Q0 CACM-1474 5  21.557207622509942 SMQ 
58 Q0 CACM-1816 6  20.753073625161722 SMQ 
58 Q0 CACM-1695 7  20.051446639724336 SMQ 
58 Q0 CACM-1171 8  19.436139342997887 SMQ 
58 Q0 CACM-3049 9  18.726511056767208 SMQ 
58 Q0 CACM-1691 10  18.369292912469348 SMQ 
58 Q0 CACM-1637 11  17.930010921296237 SMQ 
58 Q0 CACM-1698 12  17.89252036680271 SMQ 
58 Q0 CACM-2849 13  17.588546736788974 SMQ 
58 Q0 CACM-1206 14  16.521711608153776 SMQ 
58 Q0 CACM-2999 15  16.382767143120834 SMQ 
58 Q0 CACM-2825 16  15.989363291848044 SMQ 
58 Q0 CACM-2216 17  15.982693739530777 SMQ 
58 Q0 CACM-3166 18  15.754808996554482 SMQ 
58 Q0 CACM-2098 19  15.729546911254285 SMQ 
58 Q0 CACM-3138 20  15.602444077006421 SMQ 
58 Q0 CACM-2145 21  15.58294525444552 SMQ 
58 Q0 CACM-1631 22  15.563386560070484 SMQ 
58 Q0 CACM-1779 23  15.374070798892106 SMQ 
58 Q0 CACM-1944 24  15.372230336886572 SMQ 
58 Q0 CACM-2395 25  15.260119991036857 SMQ 
58 Q0 CACM-1252 26  15.10243429612868 SMQ 
58 Q0 CACM-2062 27  14.931552789515084 SMQ 
58 Q0 CACM-0069 28  14.847748237354105 SMQ 
58 Q0 CACM-1398 29  14.544850572381462 SMQ 
58 Q0 CACM-2225 30  14.496556679160875 SMQ 
58 Q0 CACM-3136 31  14.102447074647252 SMQ 
58 Q0 CACM-2167 32  13.930230983654322 SMQ 
58 Q0 CACM-3150 33  13.882893640717272 SMQ 
58 Q0 CACM-1420 34  13.739152919705255 SMQ 
58 Q0 CACM-2135 35  13.608177076750511 SMQ 
58 Q0 CACM-2645 36  13.511369875771738 SMQ 
58 Q0 CACM-1835 37  12.971118910784938 SMQ 
58 Q0 CACM-1270 38  12.947174201048021 SMQ 
58 Q0 CACM-1605 39  12.919317806249424 SMQ 
58 Q0 CACM-2525 40  12.865305196020977 SMQ 
58 Q0 CACM-2025 41  12.861063630217966 SMQ 
58 Q0 CACM-2067 42  12.799657966432793 SMQ 
58 Q0 CACM-3087 43  12.792730112283932 SMQ 
58 Q0 CACM-1066 44  12.535821021107866 SMQ 
58 Q0 CACM-1619 45  12.491394158790612 SMQ 
58 Q0 CACM-1264 46  12.407128190862224 SMQ 
58 Q0 CACM-2373 47  12.243421754966601 SMQ 
58 Q0 CACM-1876 48  12.135707952056773 SMQ 
58 Q0 CACM-2604 49  12.028807495292744 SMQ 
58 Q0 CACM-1629 50  11.931668743379106 SMQ 
58 Q0 CACM-1750 51  11.906919707486914 SMQ 
58 Q0 CACM-2884 52  11.89966247218651 SMQ 
58 Q0 CACM-1874 53  11.89722884012507 SMQ 
58 Q0 CACM-0536 54  11.86352266080768 SMQ 
58 Q0 CACM-2217 55  11.793013319294122 SMQ 
58 Q0 CACM-2795 56  11.731052039081796 SMQ 
58 Q0 CACM-2820 57  11.637319505330296 SMQ 
58 Q0 CACM-0382 58  11.538890321234705 SMQ 
58 Q0 CACM-1578 59  11.533385507332682 SMQ 
58 Q0 CACM-0050 60  11.446147552535308 SMQ 
58 Q0 CACM-1146 61  11.42246325778988 SMQ 
58 Q0 CACM-2351 62  11.342757385510808 SMQ 
58 Q0 CACM-1396 63  11.321109439723863 SMQ 
58 Q0 CACM-2904 64  11.139058746434175 SMQ 
58 Q0 CACM-1732 65  11.038044377718416 SMQ 
58 Q0 CACM-1823 66  11.038044377718416 SMQ 
58 Q0 CACM-2343 67  10.972654647212618 SMQ 
58 Q0 CACM-1986 68  10.893418255024507 SMQ 
58 Q0 CACM-1671 69  10.874362278278458 SMQ 
58 Q0 CACM-2418 70  10.828278996325633 SMQ 
58 Q0 CACM-1987 71  10.765221834041103 SMQ 
58 Q0 CACM-1423 72  10.764675942711518 SMQ 
58 Q0 CACM-1433 73  10.678361265575033 SMQ 
58 Q0 CACM-1978 74  10.666986800418902 SMQ 
58 Q0 CACM-2212 75  10.645192066031868 SMQ 
58 Q0 CACM-2389 76  10.602842742302506 SMQ 
58 Q0 CACM-2220 77  10.591504440760156 SMQ 
58 Q0 CACM-3105 78  10.59040467687295 SMQ 
58 Q0 CACM-2970 79  10.468623837019805 SMQ 
58 Q0 CACM-1862 80  10.350888959533503 SMQ 
58 Q0 CACM-2541 81  10.342668567534897 SMQ 
58 Q0 CACM-2868 82  10.33222502186262 SMQ 
58 Q0 CACM-1802 83  10.232468437214745 SMQ 
58 Q0 CACM-1604 84  10.193399782850618 SMQ 
58 Q0 CACM-0322 85  10.157694592746278 SMQ 
58 Q0 CACM-3067 86  9.97903533203387 SMQ 
58 Q0 CACM-1411 87  9.96560030854306 SMQ 
58 Q0 CACM-2665 88  9.952441961714726 SMQ 
58 Q0 CACM-2860 89  9.924215923193188 SMQ 
58 Q0 CACM-2226 90  9.908136122677599 SMQ 
58 Q0 CACM-2188 91  9.880330079707226 SMQ 
58 Q0 CACM-1754 92  9.876846430189854 SMQ 
58 Q0 CACM-1454 93  9.861478659671988 SMQ 
58 Q0 CACM-2306 94  9.853668948250487 SMQ 
58 Q0 CACM-1778 95  9.802979020736489 SMQ 
58 Q0 CACM-2379 96  9.778488877263577 SMQ 
58 Q0 CACM-1609 97  9.739658709900477 SMQ 
58 Q0 CACM-1591 98  9.73276829833848 SMQ 
58 Q0 CACM-1848 99  9.674484674682486 SMQ 
58 Q0 CACM-2812 100  9.636097645673262 SMQ 
