18 Q0 CACM-2138 1  18.695286333645008 SMQ 
18 Q0 CACM-1988 2  13.065178641988915 SMQ 
18 Q0 CACM-1852 3  12.306024954854404 SMQ 
18 Q0 CACM-3110 4  12.132817667753498 SMQ 
18 Q0 CACM-2112 5  12.132487570567818 SMQ 
18 Q0 CACM-0670 6  12.074990109661366 SMQ 
18 Q0 CACM-2175 7  11.210148455317373 SMQ 
18 Q0 CACM-2921 8  10.428473460308664 SMQ 
18 Q0 CACM-2896 9  10.418123466376782 SMQ 
18 Q0 CACM-1223 10  10.245378269766075 SMQ 
18 Q0 CACM-2495 11  10.01373872761135 SMQ 
18 Q0 CACM-2714 12  9.844152506427763 SMQ 
18 Q0 CACM-1811 13  9.81637714388951 SMQ 
18 Q0 CACM-1665 14  9.69608426016315 SMQ 
18 Q0 CACM-3156 15  9.588508241605032 SMQ 
18 Q0 CACM-1795 16  9.584456312012094 SMQ 
18 Q0 CACM-3075 17  9.554917410029578 SMQ 
18 Q0 CACM-2685 18  9.545074405904277 SMQ 
18 Q0 CACM-2266 19  9.403386093542228 SMQ 
18 Q0 CACM-2567 20  9.380179610223184 SMQ 
18 Q0 CACM-2661 21  9.249919627650161 SMQ 
18 Q0 CACM-1159 22  9.176412330400854 SMQ 
18 Q0 CACM-0950 23  9.055171803636044 SMQ 
18 Q0 CACM-0799 24  8.97630435839277 SMQ 
18 Q0 CACM-2897 25  8.968550876546237 SMQ 
18 Q0 CACM-3066 26  8.852657699662256 SMQ 
18 Q0 CACM-2929 27  8.838047302610308 SMQ 
18 Q0 CACM-3127 28  8.823391092330525 SMQ 
18 Q0 CACM-0243 29  8.722063798721296 SMQ 
18 Q0 CACM-1163 30  8.516778135032887 SMQ 
18 Q0 CACM-1923 31  8.457916702444473 SMQ 
18 Q0 CACM-1099 32  8.349998603074724 SMQ 
18 Q0 CACM-2411 33  8.337147365746805 SMQ 
18 Q0 CACM-2298 34  8.138645519803013 SMQ 
18 Q0 CACM-0637 35  8.099330946137075 SMQ 
18 Q0 CACM-2644 36  8.090672085032022 SMQ 
18 Q0 CACM-0205 37  8.007020303935914 SMQ 
18 Q0 CACM-1947 38  7.9710381184568035 SMQ 
18 Q0 CACM-2717 39  7.902497139434425 SMQ 
18 Q0 CACM-3148 40  7.883422289444131 SMQ 
18 Q0 CACM-0303 41  7.873276940735881 SMQ 
18 Q0 CACM-1463 42  7.869385663002056 SMQ 
18 Q0 CACM-2820 43  7.861954461388059 SMQ 
18 Q0 CACM-2252 44  7.815413442322347 SMQ 
