4 Q0 CACM-3128 1  24.88616081558561 SMQ 
4 Q0 CACM-3043 2  23.14310269507157 SMQ 
4 Q0 CACM-1135 3  23.028709378899148 SMQ 
4 Q0 CACM-2939 4  22.873853469020112 SMQ 
4 Q0 CACM-2931 5  20.152737019458534 SMQ 
4 Q0 CACM-2377 6  19.479214288930063 SMQ 
4 Q0 CACM-3049 7  17.781110525318766 SMQ 
4 Q0 CACM-2342 8  14.60158551820576 SMQ 
4 Q0 CACM-0616 9  14.36638693893951 SMQ 
4 Q0 CACM-2851 10  14.312550480954913 SMQ 
4 Q0 CACM-1829 11  13.689035665925136 SMQ 
4 Q0 CACM-3105 12  13.609379197094675 SMQ 
4 Q0 CACM-2895 13  13.45418985271569 SMQ 
4 Q0 CACM-2958 14  13.36591231523279 SMQ 
4 Q0 CACM-2060 15  13.321076346881483 SMQ 
4 Q0 CACM-2742 16  13.27618953804589 SMQ 
4 Q0 CACM-2844 17  13.076943898940915 SMQ 
4 Q0 CACM-1014 18  12.97665734729601 SMQ 
4 Q0 CACM-2314 19  12.84357598666784 SMQ 
4 Q0 CACM-2519 20  12.734497637007006 SMQ 
4 Q0 CACM-1485 21  12.364253264097368 SMQ 
4 Q0 CACM-3103 22  11.820531033038597 SMQ 
4 Q0 CACM-3120 23  11.809377787566948 SMQ 
4 Q0 CACM-0483 24  11.792455103055012 SMQ 
4 Q0 CACM-2232 25  11.709565254697427 SMQ 
4 Q0 CACM-2900 26  11.640007740065128 SMQ 
4 Q0 CACM-2840 27  11.519974333460542 SMQ 
4 Q0 CACM-1534 28  11.486968150590393 SMQ 
4 Q0 CACM-2438 29  11.447732688616782 SMQ 
4 Q0 CACM-1145 30  11.39934972474711 SMQ 
4 Q0 CACM-2848 31  11.382514132141033 SMQ 
4 Q0 CACM-2870 32  11.210497687935487 SMQ 
4 Q0 CACM-3171 33  11.159064679087148 SMQ 
4 Q0 CACM-3064 34  10.93257998479283 SMQ 
4 Q0 CACM-2929 35  10.91649702370532 SMQ 
4 Q0 CACM-2701 36  10.849196678185166 SMQ 
4 Q0 CACM-1484 37  10.843872989217187 SMQ 
4 Q0 CACM-1905 38  10.724205430117507 SMQ 
4 Q0 CACM-3073 39  10.543134717896375 SMQ 
4 Q0 CACM-1595 40  10.528730057886657 SMQ 
4 Q0 CACM-2626 41  10.51546647302388 SMQ 
4 Q0 CACM-1527 42  10.432096035677997 SMQ 
4 Q0 CACM-2376 43  10.238989456340235 SMQ 
4 Q0 CACM-2969 44  10.133149027840435 SMQ 
4 Q0 CACM-2558 45  10.129384812017104 SMQ 
4 Q0 CACM-2816 46  10.12325227358382 SMQ 
4 Q0 CACM-2936 47  10.05763914980375 SMQ 
4 Q0 CACM-2877 48  10.030464457102614 SMQ 
4 Q0 CACM-1518 49  9.970793400120783 SMQ 
4 Q0 CACM-1470 50  9.943656489842892 SMQ 
4 Q0 CACM-2020 51  9.931499459802119 SMQ 
4 Q0 CACM-2632 52  9.856839310769256 SMQ 
4 Q0 CACM-1747 53  9.855076281555945 SMQ 
4 Q0 CACM-0409 54  9.70553978323819 SMQ 
4 Q0 CACM-2767 55  9.663046524966024 SMQ 
4 Q0 CACM-2439 56  9.560824949012472 SMQ 
4 Q0 CACM-2017 57  9.47929540527909 SMQ 
4 Q0 CACM-1463 58  9.465655691355485 SMQ 
4 Q0 CACM-1399 59  9.341914514871293 SMQ 
4 Q0 CACM-2721 60  9.305433314726018 SMQ 
4 Q0 CACM-1550 61  9.300540478349983 SMQ 
4 Q0 CACM-2932 62  9.283042686238806 SMQ 
4 Q0 CACM-1623 63  9.250990688328127 SMQ 
4 Q0 CACM-1682 64  9.234562675218958 SMQ 
4 Q0 CACM-2371 65  9.129943791740267 SMQ 
4 Q0 CACM-1754 66  9.070116521855105 SMQ 
4 Q0 CACM-3141 67  8.980232392436818 SMQ 
4 Q0 CACM-2396 68  8.91735367742484 SMQ 
4 Q0 CACM-3069 69  8.891950037479097 SMQ 
4 Q0 CACM-3127 70  8.846900640397477 SMQ 
4 Q0 CACM-0435 71  8.830363963428988 SMQ 
4 Q0 CACM-2865 72  8.752383192572324 SMQ 
4 Q0 CACM-2450 73  8.708799245639995 SMQ 
4 Q0 CACM-2152 74  8.699371288508157 SMQ 
4 Q0 CACM-1153 75  8.686865461040012 SMQ 
4 Q0 CACM-3111 76  8.550236734813154 SMQ 
4 Q0 CACM-1681 77  8.549840321617998 SMQ 
4 Q0 CACM-3184 78  8.549728350755228 SMQ 
4 Q0 CACM-2383 79  8.514624882874152 SMQ 
4 Q0 CACM-2457 80  8.503194580736022 SMQ 
4 Q0 CACM-3134 81  8.479531850692371 SMQ 
4 Q0 CACM-2092 82  8.471995174231129 SMQ 
4 Q0 CACM-1369 83  8.436345992027832 SMQ 
4 Q0 CACM-1679 84  8.37280015853063 SMQ 
4 Q0 CACM-3018 85  8.371046538204288 SMQ 
4 Q0 CACM-2541 86  8.338962565913636 SMQ 
4 Q0 CACM-2356 87  8.338897719911124 SMQ 
4 Q0 CACM-1860 88  8.32669476042872 SMQ 
4 Q0 CACM-0854 89  8.312903821330826 SMQ 
4 Q0 CACM-2522 90  8.311192272782748 SMQ 
4 Q0 CACM-1458 91  8.234176816504805 SMQ 
4 Q0 CACM-1677 92  8.225163087019219 SMQ 
4 Q0 CACM-2890 93  8.147406533262258 SMQ 
4 Q0 CACM-1911 94  8.078065198991297 SMQ 
4 Q0 CACM-2684 95  7.990107007519552 SMQ 
4 Q0 CACM-2080 96  7.954647488609043 SMQ 
4 Q0 CACM-1506 97  7.918534534616126 SMQ 
4 Q0 CACM-1742 98  7.890951532545969 SMQ 
4 Q0 CACM-3148 99  7.860340130269629 SMQ 
4 Q0 CACM-2142 100  7.847600433410138 SMQ 
