43 Q0 CACM-2569 1  25.92678206820514 SMQ 
43 Q0 CACM-3107 2  25.49474857925485 SMQ 
43 Q0 CACM-2847 3  23.660346466145246 SMQ 
43 Q0 CACM-2771 4  23.497719132563066 SMQ 
43 Q0 CACM-3098 5  23.38575355150507 SMQ 
43 Q0 CACM-3046 6  23.34901781828713 SMQ 
43 Q0 CACM-3052 7  23.322507916394997 SMQ 
43 Q0 CACM-2883 8  23.055177922607996 SMQ 
43 Q0 CACM-3125 9  22.449518907941048 SMQ 
43 Q0 CACM-2754 10  22.37086649612796 SMQ 
43 Q0 CACM-2829 11  21.60041018590192 SMQ 
43 Q0 CACM-2455 12  21.112985003324457 SMQ 
43 Q0 CACM-2341 13  19.446565041486515 SMQ 
43 Q0 CACM-1528 14  16.584728133800052 SMQ 
43 Q0 CACM-2232 15  14.491891874446784 SMQ 
43 Q0 CACM-1272 16  13.225492820250594 SMQ 
43 Q0 CACM-2054 17  13.13885001688309 SMQ 
43 Q0 CACM-1553 18  12.229712469214714 SMQ 
43 Q0 CACM-2113 19  12.023471948378718 SMQ 
43 Q0 CACM-3197 20  11.381623848788685 SMQ 
43 Q0 CACM-2910 21  11.327213517194686 SMQ 
43 Q0 CACM-1399 22  11.006343198724869 SMQ 
43 Q0 CACM-2751 23  10.292413407380009 SMQ 
43 Q0 CACM-0825 24  10.042113378744794 SMQ 
43 Q0 CACM-3135 25  9.983918437766178 SMQ 
43 Q0 CACM-2988 26  9.802717330504274 SMQ 
43 Q0 CACM-0633 27  9.303559174485905 SMQ 
43 Q0 CACM-1260 28  9.166984211273352 SMQ 
43 Q0 CACM-0462 29  9.06607226997555 SMQ 
43 Q0 CACM-2387 30  8.879599528325834 SMQ 
43 Q0 CACM-2310 31  8.8794199776233 SMQ 
43 Q0 CACM-2407 32  8.522291373026142 SMQ 
43 Q0 CACM-3149 33  8.48689453996206 SMQ 
43 Q0 CACM-2345 34  8.323642057037851 SMQ 
43 Q0 CACM-2556 35  8.278413307885137 SMQ 
43 Q0 CACM-2894 36  8.24882696282356 SMQ 
43 Q0 CACM-1604 37  8.222621908041333 SMQ 
43 Q0 CACM-3136 38  8.169469426004849 SMQ 
43 Q0 CACM-2402 39  8.15061879294355 SMQ 
43 Q0 CACM-2339 40  8.126886158762966 SMQ 
43 Q0 CACM-1515 41  8.072229176191447 SMQ 
43 Q0 CACM-2703 42  8.00523232032618 SMQ 
43 Q0 CACM-2968 43  7.9065748227779595 SMQ 
43 Q0 CACM-2841 44  7.891019463901464 SMQ 
43 Q0 CACM-1771 45  7.883809488207072 SMQ 
43 Q0 CACM-2924 46  7.8371856317946165 SMQ 
43 Q0 CACM-1653 47  7.819004031175687 SMQ 
43 Q0 CACM-2308 48  7.7381203682184285 SMQ 
43 Q0 CACM-2375 49  7.693212196087251 SMQ 
43 Q0 CACM-1366 50  7.618211548777689 SMQ 
43 Q0 CACM-2153 51  7.561539733320197 SMQ 
43 Q0 CACM-2811 52  7.547519194423329 SMQ 
43 Q0 CACM-2733 53  7.49897467230732 SMQ 
43 Q0 CACM-1855 54  7.461138668874334 SMQ 
43 Q0 CACM-1002 55  7.402182852907889 SMQ 
43 Q0 CACM-0409 56  7.326264684500294 SMQ 
43 Q0 CACM-3170 57  7.263661991398648 SMQ 
43 Q0 CACM-0495 58  7.250282676573953 SMQ 
43 Q0 CACM-2163 59  7.1650574813843715 SMQ 
43 Q0 CACM-1518 60  6.961880727611073 SMQ 
43 Q0 CACM-2370 61  6.954061166303508 SMQ 
43 Q0 CACM-2303 62  6.9393904553537045 SMQ 
43 Q0 CACM-1726 63  6.927114629404866 SMQ 
43 Q0 CACM-2947 64  6.882986684548751 SMQ 
43 Q0 CACM-2825 65  6.880460238896063 SMQ 
43 Q0 CACM-2828 66  6.8356791948248015 SMQ 
43 Q0 CACM-2017 67  6.824133076697757 SMQ 
43 Q0 CACM-2309 68  6.769937057189666 SMQ 
43 Q0 CACM-1182 69  6.747611931461598 SMQ 
43 Q0 CACM-2322 70  6.719987626130926 SMQ 
43 Q0 CACM-2979 71  6.715960208701143 SMQ 
43 Q0 CACM-0525 72  6.699776091309149 SMQ 
43 Q0 CACM-1484 73  6.689455842570951 SMQ 
43 Q0 CACM-3049 74  6.612027706648186 SMQ 
43 Q0 CACM-0931 75  6.5328289174760314 SMQ 
43 Q0 CACM-1654 76  6.469041014507196 SMQ 
43 Q0 CACM-0461 77  6.454711583574312 SMQ 
43 Q0 CACM-0252 78  6.42576702050241 SMQ 
43 Q0 CACM-3047 79  6.368106086669865 SMQ 
43 Q0 CACM-2893 80  6.346871973959903 SMQ 
43 Q0 CACM-2692 81  6.313193943763153 SMQ 
43 Q0 CACM-0847 82  6.214031747172657 SMQ 
43 Q0 CACM-1929 83  6.162488059731003 SMQ 
43 Q0 CACM-2698 84  6.161463693864002 SMQ 
43 Q0 CACM-2367 85  6.160244203793283 SMQ 
43 Q0 CACM-2304 86  6.142107697196138 SMQ 
43 Q0 CACM-2325 87  6.131284670188105 SMQ 
43 Q0 CACM-2711 88  6.107952013929591 SMQ 
43 Q0 CACM-1844 89  6.089270018251616 SMQ 
43 Q0 CACM-1809 90  6.077760875756603 SMQ 
43 Q0 CACM-0698 91  6.052804971269403 SMQ 
43 Q0 CACM-3100 92  6.043586709201612 SMQ 
43 Q0 CACM-2494 93  5.994562005777166 SMQ 
43 Q0 CACM-0069 94  5.975790398889089 SMQ 
43 Q0 CACM-2980 95  5.932491221770556 SMQ 
43 Q0 CACM-2880 96  5.928124038225802 SMQ 
43 Q0 CACM-1265 97  5.880938682391102 SMQ 
43 Q0 CACM-3162 98  5.870014925766631 SMQ 
43 Q0 CACM-1808 99  5.851088794275803 SMQ 
43 Q0 CACM-0068 100  5.831195098775074 SMQ 
