62 Q0 CACM-1961 1  18.22771620820738 SMQ 
62 Q0 CACM-2430 2  11.102763063405028 SMQ 
62 Q0 CACM-2720 3  10.914238627465142 SMQ 
62 Q0 CACM-1856 4  10.862995488862936 SMQ 
62 Q0 CACM-2932 5  9.861381476421887 SMQ 
62 Q0 CACM-2327 6  9.559216194201785 SMQ 
62 Q0 CACM-1888 7  9.411234371626085 SMQ 
62 Q0 CACM-2326 8  9.253299099755175 SMQ 
62 Q0 CACM-2220 9  8.665086669393212 SMQ 
62 Q0 CACM-2227 10  8.58377374831964 SMQ 
62 Q0 CACM-0320 11  8.581160155024639 SMQ 
62 Q0 CACM-2927 12  8.481061721408928 SMQ 
62 Q0 CACM-2189 13  8.281851486449739 SMQ 
62 Q0 CACM-1603 14  8.276079341910993 SMQ 
62 Q0 CACM-2622 15  8.163447038027808 SMQ 
62 Q0 CACM-2709 16  8.15136702759354 SMQ 
62 Q0 CACM-1806 17  8.118835624447607 SMQ 
62 Q0 CACM-2255 18  8.103799723497895 SMQ 
62 Q0 CACM-3096 19  7.947969828515233 SMQ 
62 Q0 CACM-1566 20  7.885066534551813 SMQ 
62 Q0 CACM-2216 21  7.864530267211627 SMQ 
62 Q0 CACM-3156 22  7.831293129637832 SMQ 
62 Q0 CACM-2401 23  7.701512366440008 SMQ 
62 Q0 CACM-2596 24  7.6899691325950235 SMQ 
62 Q0 CACM-2896 25  7.557033391777809 SMQ 
62 Q0 CACM-3086 26  7.555874002846067 SMQ 
62 Q0 CACM-1725 27  7.4757821337839445 SMQ 
62 Q0 CACM-1143 28  7.428074479142859 SMQ 
62 Q0 CACM-2837 29  7.384254783102442 SMQ 
62 Q0 CACM-1948 30  7.3712551864448805 SMQ 
62 Q0 CACM-2195 31  7.3497279628596885 SMQ 
62 Q0 CACM-3084 32  7.3038429676455054 SMQ 
62 Q0 CACM-2648 33  7.274075433287619 SMQ 
62 Q0 CACM-1720 34  7.197531062333356 SMQ 
62 Q0 CACM-2924 35  7.149580350523445 SMQ 
62 Q0 CACM-2714 36  7.133727382065728 SMQ 
62 Q0 CACM-2266 37  7.076433564533046 SMQ 
62 Q0 CACM-2077 38  7.039556244092543 SMQ 
62 Q0 CACM-0950 39  7.017145384800596 SMQ 
62 Q0 CACM-2790 40  6.980982236264299 SMQ 
62 Q0 CACM-1533 41  6.965711862986712 SMQ 
62 Q0 CACM-0335 42  6.92492557006293 SMQ 
62 Q0 CACM-1567 43  6.8339188569954255 SMQ 
62 Q0 CACM-2975 44  6.822218351166075 SMQ 
62 Q0 CACM-2702 45  6.800605880851015 SMQ 
62 Q0 CACM-1664 46  6.800506150922205 SMQ 
62 Q0 CACM-2712 47  6.771574465039295 SMQ 
62 Q0 CACM-1368 48  6.7580710054301685 SMQ 
62 Q0 CACM-2232 49  6.725494848208154 SMQ 
62 Q0 CACM-1424 50  6.7223951571172575 SMQ 
62 Q0 CACM-1825 51  6.683905748903319 SMQ 
62 Q0 CACM-1309 52  6.675314277731795 SMQ 
62 Q0 CACM-1266 53  6.662442644136529 SMQ 
62 Q0 CACM-3073 54  6.658305771501943 SMQ 
62 Q0 CACM-2285 55  6.657049898169335 SMQ 
62 Q0 CACM-2200 56  6.643000525831668 SMQ 
62 Q0 CACM-2333 57  6.628295731297801 SMQ 
62 Q0 CACM-2305 58  6.614846687212763 SMQ 
62 Q0 CACM-1874 59  6.603977279727291 SMQ 
62 Q0 CACM-2703 60  6.5940643613895595 SMQ 
62 Q0 CACM-1536 61  6.5820424966929245 SMQ 
62 Q0 CACM-2134 62  6.570250663503375 SMQ 
62 Q0 CACM-2434 63  6.537459435530625 SMQ 
62 Q0 CACM-1648 64  6.517225662312065 SMQ 
62 Q0 CACM-2809 65  6.492711577705925 SMQ 
62 Q0 CACM-2931 66  6.390205869788465 SMQ 
62 Q0 CACM-2076 67  6.216989887326989 SMQ 
62 Q0 CACM-2598 68  6.2130366398737955 SMQ 
62 Q0 CACM-0670 69  6.150122383229126 SMQ 
62 Q0 CACM-3195 70  6.145423939466335 SMQ 
62 Q0 CACM-3163 71  6.142404213723889 SMQ 
62 Q0 CACM-2209 72  6.093222436326885 SMQ 
62 Q0 CACM-1957 73  6.087843586759863 SMQ 
62 Q0 CACM-2110 74  6.0837722540768375 SMQ 
62 Q0 CACM-3175 75  6.07138703097008 SMQ 
62 Q0 CACM-1199 76  6.043900138047537 SMQ 
62 Q0 CACM-3106 77  6.016469011024056 SMQ 
62 Q0 CACM-2734 78  5.993739652824023 SMQ 
62 Q0 CACM-2342 79  5.93859642262537 SMQ 
62 Q0 CACM-2484 80  5.873964111294326 SMQ 
62 Q0 CACM-2851 81  5.853431685524692 SMQ 
62 Q0 CACM-1932 82  5.853130276780464 SMQ 
62 Q0 CACM-2057 83  5.8255551541692565 SMQ 
62 Q0 CACM-3007 84  5.8158570244228445 SMQ 
62 Q0 CACM-1946 85  5.813356159797193 SMQ 
62 Q0 CACM-2740 86  5.80645135586415 SMQ 
62 Q0 CACM-3150 87  5.758913930928392 SMQ 
62 Q0 CACM-1747 88  5.747619854711504 SMQ 
62 Q0 CACM-2977 89  5.738754176206153 SMQ 
62 Q0 CACM-2649 90  5.7377196675840025 SMQ 
62 Q0 CACM-3179 91  5.722382003039613 SMQ 
62 Q0 CACM-2918 92  5.716494539918518 SMQ 
62 Q0 CACM-2469 93  5.6800648885996035 SMQ 
62 Q0 CACM-2289 94  5.676718395059424 SMQ 
62 Q0 CACM-1887 95  5.625880648263226 SMQ 
62 Q0 CACM-0678 96  5.597472165032249 SMQ 
62 Q0 CACM-2060 97  5.4315202354560395 SMQ 
62 Q0 CACM-2631 98  5.421385498240506 SMQ 
62 Q0 CACM-2863 99  5.380711810780193 SMQ 
62 Q0 CACM-2346 100  5.329875674290503 SMQ 
