13 Q0 CACM-1947 1  12.900075144154727 SMQ 
13 Q0 CACM-2559 2  10.462969906717202 SMQ 
13 Q0 CACM-2944 3  10.043167905918516 SMQ 
13 Q0 CACM-1886 4  10.041886767082788 SMQ 
13 Q0 CACM-1795 5  9.956621750615106 SMQ 
13 Q0 CACM-2495 6  9.664211203422418 SMQ 
13 Q0 CACM-2748 7  9.278515729527733 SMQ 
13 Q0 CACM-2491 8  9.144894678112594 SMQ 
13 Q0 CACM-2897 9  9.020763789184466 SMQ 
13 Q0 CACM-1901 10  8.517386222320066 SMQ 
13 Q0 CACM-2680 11  8.304936342844364 SMQ 
13 Q0 CACM-2537 12  8.27721294283975 SMQ 
13 Q0 CACM-3080 13  8.163388608833186 SMQ 
13 Q0 CACM-2904 14  8.066359085565232 SMQ 
13 Q0 CACM-3054 15  8.001651323047458 SMQ 
13 Q0 CACM-1195 16  7.57696930717971 SMQ 
13 Q0 CACM-2253 17  7.558402542822371 SMQ 
13 Q0 CACM-3171 18  7.338500948163201 SMQ 
13 Q0 CACM-2374 19  7.2317302804425925 SMQ 
13 Q0 CACM-2929 20  7.1952812875289585 SMQ 
13 Q0 CACM-1564 21  7.163169539626166 SMQ 
13 Q0 CACM-3083 22  7.1143034348244285 SMQ 
13 Q0 CACM-2033 23  7.071827287548102 SMQ 
13 Q0 CACM-1651 24  6.933208411870027 SMQ 
13 Q0 CACM-2524 25  6.847721112146386 SMQ 
13 Q0 CACM-2716 26  6.809331252206893 SMQ 
13 Q0 CACM-1223 27  6.755043828560398 SMQ 
13 Q0 CACM-1807 28  6.688129596476722 SMQ 
13 Q0 CACM-2423 29  6.683091688889025 SMQ 
13 Q0 CACM-3053 30  6.512389644959289 SMQ 
13 Q0 CACM-2701 31  6.503802881094861 SMQ 
13 Q0 CACM-2856 32  6.442297652209367 SMQ 
13 Q0 CACM-2858 33  6.438356259424636 SMQ 
13 Q0 CACM-1234 34  6.37313370014603 SMQ 
13 Q0 CACM-3005 35  6.279743937276194 SMQ 
13 Q0 CACM-2433 36  6.131740861536617 SMQ 
13 Q0 CACM-2464 37  6.004987523869026 SMQ 
13 Q0 CACM-1542 38  5.892950326575928 SMQ 
13 Q0 CACM-2734 39  5.5422173191133135 SMQ 
13 Q0 CACM-1235 40  5.510205258935752 SMQ 
13 Q0 CACM-0164 41  5.464395794131282 SMQ 
13 Q0 CACM-2722 42  5.435987385416733 SMQ 
13 Q0 CACM-0267 43  5.418077420023704 SMQ 
13 Q0 CACM-1231 44  5.337181404602213 SMQ 
13 Q0 CACM-0117 45  5.331469204151767 SMQ 
13 Q0 CACM-2611 46  5.314303726806807 SMQ 
13 Q0 CACM-2508 47  5.2142906055752345 SMQ 
13 Q0 CACM-2835 48  5.148143915565024 SMQ 
13 Q0 CACM-1969 49  5.143234396772705 SMQ 
13 Q0 CACM-1655 50  5.056377229327308 SMQ 
13 Q0 CACM-0149 51  5.045398152745105 SMQ 
13 Q0 CACM-2964 52  4.91129594884678 SMQ 
13 Q0 CACM-0031 53  4.891541315495926 SMQ 
13 Q0 CACM-0797 54  4.891541315495926 SMQ 
13 Q0 CACM-1362 55  4.885720370588522 SMQ 
13 Q0 CACM-0048 56  4.8403514473779 SMQ 
13 Q0 CACM-2745 57  4.836663409187389 SMQ 
13 Q0 CACM-0195 58  4.834824559317904 SMQ 
13 Q0 CACM-2133 59  4.824953706132499 SMQ 
13 Q0 CACM-2616 60  4.811271862861987 SMQ 
13 Q0 CACM-2711 61  4.788269840399534 SMQ 
13 Q0 CACM-1289 62  4.781198800734174 SMQ 
13 Q0 CACM-2078 63  4.768237054393724 SMQ 
