16 Q0 CACM-3141 1  15.86613642025615 SMQ 
16 Q0 CACM-2080 2  15.166279621942238 SMQ 
16 Q0 CACM-0243 3  14.82255459213464 SMQ 
16 Q0 CACM-2438 4  13.783796563896162 SMQ 
16 Q0 CACM-2217 5  13.259179487988085 SMQ 
16 Q0 CACM-2740 6  13.23230054376771 SMQ 
16 Q0 CACM-1750 7  12.94161958234451 SMQ 
16 Q0 CACM-3021 8  12.505644383764942 SMQ 
16 Q0 CACM-2522 9  12.09039308702257 SMQ 
16 Q0 CACM-2378 10  11.9590009320592 SMQ 
16 Q0 CACM-1846 11  11.385919351780045 SMQ 
16 Q0 CACM-1854 12  11.196771280585054 SMQ 
16 Q0 CACM-1135 13  10.664711890530102 SMQ 
16 Q0 CACM-2320 14  10.325384298931606 SMQ 
16 Q0 CACM-2168 15  10.317441552212042 SMQ 
16 Q0 CACM-3157 16  10.241459226320394 SMQ 
16 Q0 CACM-3148 17  9.768070360826796 SMQ 
16 Q0 CACM-2949 18  9.749833036026569 SMQ 
16 Q0 CACM-1003 19  9.662841663281748 SMQ 
16 Q0 CACM-1324 20  9.646517349167347 SMQ 
16 Q0 CACM-2376 21  9.583522397158816 SMQ 
16 Q0 CACM-2482 22  9.473738357046132 SMQ 
16 Q0 CACM-2931 23  9.457613217576702 SMQ 
16 Q0 CACM-2890 24  9.31153377574149 SMQ 
16 Q0 CACM-2396 25  9.237143481155123 SMQ 
16 Q0 CACM-1928 26  9.21655619368769 SMQ 
16 Q0 CACM-3127 27  9.15159005653619 SMQ 
16 Q0 CACM-2629 28  9.129236565189602 SMQ 
16 Q0 CACM-2379 29  9.097586913256857 SMQ 
16 Q0 CACM-2424 30  9.019821136316208 SMQ 
16 Q0 CACM-1747 31  9.018689018460346 SMQ 
16 Q0 CACM-2407 32  8.994826668519288 SMQ 
16 Q0 CACM-2345 33  8.972114444042624 SMQ 
16 Q0 CACM-3049 34  8.940170581117883 SMQ 
16 Q0 CACM-1698 35  8.935541732681715 SMQ 
16 Q0 CACM-0409 36  8.813869121523966 SMQ 
16 Q0 CACM-3073 37  8.6859924642917 SMQ 
16 Q0 CACM-2188 38  8.658055661150529 SMQ 
16 Q0 CACM-1517 39  8.639385704316044 SMQ 
16 Q0 CACM-1461 40  8.628495751061353 SMQ 
16 Q0 CACM-2777 41  8.582341920952754 SMQ 
16 Q0 CACM-2950 42  8.450079680967328 SMQ 
16 Q0 CACM-1199 43  8.435306719117602 SMQ 
16 Q0 CACM-2342 44  8.362336621414013 SMQ 
