11 Q0 CACM-2699 1  19.306909822411704 SMQ 
11 Q0 CACM-2782 2  13.427469986912373 SMQ 
11 Q0 CACM-1923 3  12.913480371922141 SMQ 
11 Q0 CACM-2647 4  12.476702062264872 SMQ 
11 Q0 CACM-3148 5  11.149417378605527 SMQ 
11 Q0 CACM-2717 6  11.074221409715335 SMQ 
11 Q0 CACM-2906 7  10.981829156941727 SMQ 
11 Q0 CACM-3171 8  10.96326944724371 SMQ 
11 Q0 CACM-1835 9  10.644686223880498 SMQ 
11 Q0 CACM-3150 10  10.387098859713063 SMQ 
11 Q0 CACM-2267 11  10.271821104061688 SMQ 
11 Q0 CACM-2956 12  9.63977811745324 SMQ 
11 Q0 CACM-2923 13  9.440484461280139 SMQ 
11 Q0 CACM-3077 14  9.200236674880593 SMQ 
11 Q0 CACM-2198 15  9.11880928183309 SMQ 
11 Q0 CACM-2320 16  9.074365133411563 SMQ 
11 Q0 CACM-1043 17  8.91243122402513 SMQ 
11 Q0 CACM-2527 18  8.79471288063614 SMQ 
11 Q0 CACM-2081 19  8.465689129887881 SMQ 
11 Q0 CACM-2316 20  8.462386466001611 SMQ 
11 Q0 CACM-0724 21  8.286772154026018 SMQ 
11 Q0 CACM-2003 22  7.989429459880329 SMQ 
11 Q0 CACM-2815 23  7.985466121283364 SMQ 
11 Q0 CACM-1860 24  7.767348946000316 SMQ 
11 Q0 CACM-2246 25  7.731526265804316 SMQ 
11 Q0 CACM-2705 26  7.449446305759869 SMQ 
11 Q0 CACM-3080 27  7.41706702767596 SMQ 
11 Q0 CACM-2716 28  7.264095635020935 SMQ 
11 Q0 CACM-1358 29  7.135885415916013 SMQ 
11 Q0 CACM-0265 30  7.041248315036131 SMQ 
11 Q0 CACM-2787 31  6.900302424654904 SMQ 
11 Q0 CACM-2954 32  6.866831173968298 SMQ 
11 Q0 CACM-2938 33  6.695856697847653 SMQ 
11 Q0 CACM-1861 34  6.6958526560327964 SMQ 
11 Q0 CACM-3127 35  6.600332727604279 SMQ 
11 Q0 CACM-2091 36  6.494773837305514 SMQ 
11 Q0 CACM-1552 37  6.465689214978397 SMQ 
11 Q0 CACM-2898 38  6.408861252335727 SMQ 
11 Q0 CACM-3026 39  6.399119819228373 SMQ 
11 Q0 CACM-2826 40  6.326781450833424 SMQ 
11 Q0 CACM-2593 41  6.313451366922026 SMQ 
11 Q0 CACM-2398 42  6.2775051736349985 SMQ 
11 Q0 CACM-3027 43  6.274033393830273 SMQ 
11 Q0 CACM-1676 44  6.160637921350634 SMQ 
11 Q0 CACM-2034 45  6.157428857247195 SMQ 
11 Q0 CACM-0731 46  5.896403091556683 SMQ 
11 Q0 CACM-1769 47  5.879240756608997 SMQ 
11 Q0 CACM-2542 48  5.816790955646956 SMQ 
11 Q0 CACM-1223 49  5.663860907642745 SMQ 
11 Q0 CACM-0081 50  5.438171111143291 SMQ 
11 Q0 CACM-3101 51  5.4262693694596855 SMQ 
11 Q0 CACM-0074 52  5.384345384431145 SMQ 
11 Q0 CACM-1641 53  5.319134206654565 SMQ 
11 Q0 CACM-0198 54  5.284744740101946 SMQ 
11 Q0 CACM-0232 55  5.238466044192981 SMQ 
11 Q0 CACM-1872 56  5.15193713201981 SMQ 
11 Q0 CACM-1788 57  5.110749978411574 SMQ 
11 Q0 CACM-2957 58  4.882882844994962 SMQ 
11 Q0 CACM-1425 59  4.854071201190534 SMQ 
11 Q0 CACM-0249 60  4.8110028470203545 SMQ 
11 Q0 CACM-1472 61  4.735688844556728 SMQ 
11 Q0 CACM-0795 62  4.71290906910728 SMQ 
11 Q0 CACM-2603 63  4.686924407927237 SMQ 
11 Q0 CACM-1903 64  4.670040401781254 SMQ 
11 Q0 CACM-2208 65  4.59147718614821 SMQ 
11 Q0 CACM-2931 66  4.568267548127869 SMQ 
11 Q0 CACM-1466 67  4.566419289814302 SMQ 
11 Q0 CACM-3123 68  4.483446964990103 SMQ 
11 Q0 CACM-1102 69  4.449934800063504 SMQ 
11 Q0 CACM-1642 70  4.386174597852962 SMQ 
11 Q0 CACM-1713 71  4.385477423519853 SMQ 
11 Q0 CACM-0463 72  4.345871146276354 SMQ 
11 Q0 CACM-1142 73  4.345871146276354 SMQ 
11 Q0 CACM-0281 74  4.312327218674292 SMQ 
11 Q0 CACM-2814 75  4.2977287828930395 SMQ 
11 Q0 CACM-3057 76  4.279119301447916 SMQ 
11 Q0 CACM-0651 77  4.251856148670062 SMQ 
11 Q0 CACM-2295 78  4.251856148670062 SMQ 
11 Q0 CACM-2489 79  4.242935739155394 SMQ 
11 Q0 CACM-0762 80  4.2080513486795805 SMQ 
11 Q0 CACM-0920 81  4.2080513486795805 SMQ 
11 Q0 CACM-1098 82  4.140833799849782 SMQ 
11 Q0 CACM-1703 83  4.139170101773616 SMQ 
11 Q0 CACM-0628 84  4.12596241057184 SMQ 
11 Q0 CACM-1366 85  4.046257262960796 SMQ 
11 Q0 CACM-2493 86  4.011720694022835 SMQ 
11 Q0 CACM-2922 87  4.00758106142801 SMQ 
11 Q0 CACM-1459 88  4.002950012593952 SMQ 
11 Q0 CACM-2867 89  3.997192309061326 SMQ 
11 Q0 CACM-2887 90  3.986221468401012 SMQ 
11 Q0 CACM-2708 91  3.9737204879821744 SMQ 
11 Q0 CACM-1627 92  3.9666815686625148 SMQ 
11 Q0 CACM-0367 93  3.913540919156121 SMQ 
11 Q0 CACM-2002 94  3.898449952667362 SMQ 
11 Q0 CACM-0825 95  3.890485776955173 SMQ 
11 Q0 CACM-0111 96  3.879162547449599 SMQ 
11 Q0 CACM-1678 97  3.873465093466756 SMQ 
11 Q0 CACM-1306 98  3.868430833681843 SMQ 
11 Q0 CACM-2661 99  3.853484711841273 SMQ 
11 Q0 CACM-2301 100  3.835851690425349 SMQ 
