25 Q0 CACM-2318 1  14.180106423913731 SMQ 
25 Q0 CACM-2812 2  11.24418209263797 SMQ 
25 Q0 CACM-1938 3  11.16733372469181 SMQ 
25 Q0 CACM-3119 4  10.883437767765884 SMQ 
25 Q0 CACM-2984 5  10.783528799999125 SMQ 
25 Q0 CACM-2268 6  10.5597956877136 SMQ 
25 Q0 CACM-3089 7  10.417437573958878 SMQ 
25 Q0 CACM-2319 8  10.38131793236273 SMQ 
25 Q0 CACM-2634 9  9.825077688370863 SMQ 
25 Q0 CACM-3070 10  9.751110258857572 SMQ 
25 Q0 CACM-2894 11  9.624414768309824 SMQ 
25 Q0 CACM-2741 12  9.571243206936252 SMQ 
25 Q0 CACM-2542 13  9.417614209240254 SMQ 
25 Q0 CACM-2951 14  9.392733929245423 SMQ 
25 Q0 CACM-1653 15  9.3568763105038 SMQ 
25 Q0 CACM-2882 16  9.283876420198277 SMQ 
25 Q0 CACM-2990 17  9.0960041763278 SMQ 
25 Q0 CACM-2852 18  9.031069606913816 SMQ 
25 Q0 CACM-2017 19  8.733514481522707 SMQ 
25 Q0 CACM-2988 20  8.489240147055664 SMQ 
25 Q0 CACM-1728 21  8.385007839663494 SMQ 
25 Q0 CACM-3136 22  8.336105785835421 SMQ 
25 Q0 CACM-2522 23  8.312142152826176 SMQ 
25 Q0 CACM-0436 24  8.068151871944519 SMQ 
25 Q0 CACM-2151 25  8.063006989121499 SMQ 
25 Q0 CACM-1030 26  8.039608126171498 SMQ 
25 Q0 CACM-1908 27  8.0106700639774 SMQ 
25 Q0 CACM-3048 28  7.904426486045117 SMQ 
25 Q0 CACM-2535 29  7.884012055415885 SMQ 
25 Q0 CACM-2298 30  7.665737224273888 SMQ 
25 Q0 CACM-1032 31  7.494341325588012 SMQ 
25 Q0 CACM-1347 32  7.428883431431767 SMQ 
25 Q0 CACM-2892 33  7.226743213404741 SMQ 
25 Q0 CACM-3072 34  7.170482702760486 SMQ 
25 Q0 CACM-2452 35  7.035197475736927 SMQ 
25 Q0 CACM-3028 36  6.978593277897639 SMQ 
25 Q0 CACM-3091 37  6.934895144981867 SMQ 
25 Q0 CACM-1750 38  6.902607601622245 SMQ 
25 Q0 CACM-1518 39  6.892325720475471 SMQ 
25 Q0 CACM-2329 40  6.876262358489868 SMQ 
25 Q0 CACM-1827 41  6.834346566430985 SMQ 
25 Q0 CACM-1719 42  6.772742701559146 SMQ 
25 Q0 CACM-2571 43  6.755899160834545 SMQ 
25 Q0 CACM-1805 44  6.746702443673788 SMQ 
25 Q0 CACM-2798 45  6.679221513647242 SMQ 
25 Q0 CACM-2317 46  6.676036236733393 SMQ 
25 Q0 CACM-2553 47  6.618687166043215 SMQ 
25 Q0 CACM-1267 48  6.511981060785757 SMQ 
25 Q0 CACM-2502 49  6.502163748551192 SMQ 
25 Q0 CACM-2048 50  6.4610174425253835 SMQ 
25 Q0 CACM-2859 51  6.406603084501534 SMQ 
25 Q0 CACM-2106 52  6.341260012872499 SMQ 
25 Q0 CACM-2016 53  6.336526701421613 SMQ 
25 Q0 CACM-2375 54  6.283334135679557 SMQ 
25 Q0 CACM-1699 55  6.282962261809987 SMQ 
25 Q0 CACM-3088 56  6.204273411642831 SMQ 
25 Q0 CACM-2818 57  6.0401875625649035 SMQ 
25 Q0 CACM-1071 58  6.028795946547335 SMQ 
25 Q0 CACM-2849 59  6.008959803404998 SMQ 
25 Q0 CACM-2344 60  5.872586327599841 SMQ 
25 Q0 CACM-0096 61  5.82365378231078 SMQ 
25 Q0 CACM-1270 62  5.82365378231078 SMQ 
25 Q0 CACM-2711 63  5.783497376937599 SMQ 
25 Q0 CACM-0143 64  5.75941705350296 SMQ 
25 Q0 CACM-1931 65  5.7358172528447176 SMQ 
25 Q0 CACM-0893 66  5.730165716619628 SMQ 
25 Q0 CACM-2985 67  5.664546198189111 SMQ 
25 Q0 CACM-1792 68  5.593831521607532 SMQ 
25 Q0 CACM-2479 69  5.581876312322999 SMQ 
25 Q0 CACM-1374 70  5.546656991485559 SMQ 
25 Q0 CACM-1747 71  5.544982177520435 SMQ 
25 Q0 CACM-3153 72  5.515053478558848 SMQ 
25 Q0 CACM-2309 73  5.421726828023566 SMQ 
25 Q0 CACM-0417 74  5.416191631970884 SMQ 
25 Q0 CACM-1572 75  5.381114030201756 SMQ 
25 Q0 CACM-1341 76  5.371819941390337 SMQ 
25 Q0 CACM-2967 77  5.370077158231309 SMQ 
25 Q0 CACM-1951 78  5.363220942747201 SMQ 
25 Q0 CACM-2765 79  5.330251256952711 SMQ 
25 Q0 CACM-2314 80  5.315441703066263 SMQ 
25 Q0 CACM-2217 81  5.2755833767088705 SMQ 
25 Q0 CACM-3035 82  5.254934415005311 SMQ 
25 Q0 CACM-0322 83  5.231512125823533 SMQ 
25 Q0 CACM-1671 84  5.2225972776019045 SMQ 
25 Q0 CACM-1844 85  5.189491889011991 SMQ 
25 Q0 CACM-3078 86  5.167502576266498 SMQ 
25 Q0 CACM-2669 87  5.1607981932474205 SMQ 
25 Q0 CACM-0819 88  5.157654389484012 SMQ 
25 Q0 CACM-2936 89  5.15022494939881 SMQ 
25 Q0 CACM-1912 90  5.135518664143406 SMQ 
25 Q0 CACM-0040 91  5.126613996563531 SMQ 
25 Q0 CACM-2262 92  5.1142662033878015 SMQ 
25 Q0 CACM-2735 93  5.1142662033878015 SMQ 
25 Q0 CACM-1177 94  5.100834458545455 SMQ 
25 Q0 CACM-2624 95  5.069967954665266 SMQ 
25 Q0 CACM-0360 96  5.047105605644662 SMQ 
25 Q0 CACM-0741 97  5.047105605644662 SMQ 
25 Q0 CACM-0742 98  5.047105605644662 SMQ 
25 Q0 CACM-1093 99  5.047105605644662 SMQ 
25 Q0 CACM-1128 100  5.047105605644662 SMQ 
