49 Q0 CACM-2390 1  16.660235386723077 SMQ 
49 Q0 CACM-3012 2  15.882779960742724 SMQ 
49 Q0 CACM-3134 3  15.294190565824742 SMQ 
49 Q0 CACM-1514 4  15.165678666794316 SMQ 
49 Q0 CACM-0651 5  14.984602729682198 SMQ 
49 Q0 CACM-0239 6  14.04773117768104 SMQ 
49 Q0 CACM-2990 7  13.926058228613737 SMQ 
49 Q0 CACM-2795 8  13.82642928689861 SMQ 
49 Q0 CACM-2307 9  13.738906006507303 SMQ 
49 Q0 CACM-1032 10  13.437009237078623 SMQ 
49 Q0 CACM-2163 11  13.15430899477693 SMQ 
49 Q0 CACM-1699 12  12.60185281122909 SMQ 
49 Q0 CACM-2882 13  12.570829809413468 SMQ 
49 Q0 CACM-1959 14  12.412038129842522 SMQ 
49 Q0 CACM-3090 15  11.754836289945814 SMQ 
49 Q0 CACM-2985 16  11.514990641797137 SMQ 
49 Q0 CACM-1541 17  11.501571332404623 SMQ 
49 Q0 CACM-1457 18  11.477739689776442 SMQ 
49 Q0 CACM-3177 19  11.384015801600041 SMQ 
49 Q0 CACM-2345 20  11.382069588341372 SMQ 
49 Q0 CACM-1935 21  11.17960455560204 SMQ 
49 Q0 CACM-2407 22  11.106217031793198 SMQ 
49 Q0 CACM-2288 23  10.96445744082941 SMQ 
49 Q0 CACM-2127 24  10.779783585029278 SMQ 
49 Q0 CACM-0652 25  10.672712126667745 SMQ 
49 Q0 CACM-2583 26  10.672712126667745 SMQ 
49 Q0 CACM-1135 27  10.607852445782303 SMQ 
49 Q0 CACM-2479 28  10.502634693515423 SMQ 
49 Q0 CACM-2318 29  10.298927271105798 SMQ 
49 Q0 CACM-1681 30  10.250384367882052 SMQ 
49 Q0 CACM-0440 31  10.242926109279175 SMQ 
49 Q0 CACM-0987 32  10.052522928865141 SMQ 
49 Q0 CACM-2311 33  9.998712829803406 SMQ 
49 Q0 CACM-1627 34  9.988506640006701 SMQ 
49 Q0 CACM-2852 35  9.943391394070176 SMQ 
49 Q0 CACM-2625 36  9.896932640751988 SMQ 
49 Q0 CACM-1324 37  9.799821844366008 SMQ 
49 Q0 CACM-2631 38  9.788223329563634 SMQ 
49 Q0 CACM-2319 39  9.631960242943585 SMQ 
49 Q0 CACM-3181 40  9.558636252840564 SMQ 
49 Q0 CACM-2519 41  9.54216815371905 SMQ 
49 Q0 CACM-2577 42  9.520351499760936 SMQ 
49 Q0 CACM-2198 43  9.475234782955459 SMQ 
49 Q0 CACM-3142 44  9.442533003940271 SMQ 
49 Q0 CACM-1751 45  9.31715234833214 SMQ 
49 Q0 CACM-2160 46  9.160047933997397 SMQ 
49 Q0 CACM-2046 47  9.122767187730611 SMQ 
49 Q0 CACM-2561 48  9.118539154894535 SMQ 
49 Q0 CACM-1199 49  9.1113326240304 SMQ 
49 Q0 CACM-2522 50  9.089180572255525 SMQ 
49 Q0 CACM-2168 51  9.070606238823231 SMQ 
49 Q0 CACM-2372 52  9.038057865368005 SMQ 
49 Q0 CACM-2278 53  9.030864499435918 SMQ 
49 Q0 CACM-1680 54  9.015654362084453 SMQ 
49 Q0 CACM-1380 55  8.926420994661731 SMQ 
49 Q0 CACM-2111 56  8.893733930815076 SMQ 
49 Q0 CACM-1233 57  8.852643475428705 SMQ 
49 Q0 CACM-1236 58  8.835965318141174 SMQ 
49 Q0 CACM-1267 59  8.830958140889905 SMQ 
49 Q0 CACM-3100 60  8.818876304527656 SMQ 
49 Q0 CACM-0982 61  8.806275078293856 SMQ 
49 Q0 CACM-2888 62  8.770001716339387 SMQ 
49 Q0 CACM-1280 63  8.717363261256999 SMQ 
49 Q0 CACM-1808 64  8.712487779396971 SMQ 
49 Q0 CACM-1652 65  8.673404124985932 SMQ 
49 Q0 CACM-2812 66  8.595358778965501 SMQ 
49 Q0 CACM-0616 67  8.57266882172593 SMQ 
49 Q0 CACM-2947 68  8.516199689190412 SMQ 
49 Q0 CACM-2741 69  8.481921290735269 SMQ 
49 Q0 CACM-1747 70  8.451119302452348 SMQ 
49 Q0 CACM-1349 71  8.433648961929032 SMQ 
49 Q0 CACM-2711 72  8.345248852734358 SMQ 
49 Q0 CACM-2988 73  8.305799558591858 SMQ 
49 Q0 CACM-2482 74  8.302827568561918 SMQ 
49 Q0 CACM-3011 75  8.228444441715544 SMQ 
49 Q0 CACM-1713 76  8.220735631835772 SMQ 
49 Q0 CACM-0275 77  8.181401360044603 SMQ 
49 Q0 CACM-2846 78  8.177774093645358 SMQ 
49 Q0 CACM-2650 79  8.167086537573166 SMQ 
49 Q0 CACM-2870 80  8.12104534063481 SMQ 
49 Q0 CACM-2070 81  8.094115520778182 SMQ 
49 Q0 CACM-1830 82  8.014197192129913 SMQ 
49 Q0 CACM-1711 83  7.985676546609891 SMQ 
49 Q0 CACM-0891 84  7.964213888851532 SMQ 
49 Q0 CACM-1927 85  7.961993019993557 SMQ 
49 Q0 CACM-3180 86  7.931274270705659 SMQ 
49 Q0 CACM-2402 87  7.9041010023404645 SMQ 
49 Q0 CACM-2358 88  7.8993018416345055 SMQ 
49 Q0 CACM-3026 89  7.892713631006687 SMQ 
49 Q0 CACM-3089 90  7.746050234700109 SMQ 
49 Q0 CACM-1750 91  7.716874104989168 SMQ 
49 Q0 CACM-2451 92  7.713113881533813 SMQ 
49 Q0 CACM-1625 93  7.6976495212640526 SMQ 
49 Q0 CACM-2314 94  7.683145247951862 SMQ 
49 Q0 CACM-2765 95  7.659351322457453 SMQ 
49 Q0 CACM-2532 96  7.640187843696086 SMQ 
49 Q0 CACM-1725 97  7.601741225675424 SMQ 
49 Q0 CACM-1495 98  7.586695500634641 SMQ 
49 Q0 CACM-1527 99  7.525084805877075 SMQ 
49 Q0 CACM-0292 100  7.5100187027165894 SMQ 
