21 Q0 CACM-2337 1  13.316541191300018 SMQ 
21 Q0 CACM-2325 2  12.711224977062255 SMQ 
21 Q0 CACM-3086 3  11.889699981968347 SMQ 
21 Q0 CACM-2997 4  11.67577438702781 SMQ 
21 Q0 CACM-2837 5  11.170063691481598 SMQ 
21 Q0 CACM-2743 6  9.859267122164923 SMQ 
21 Q0 CACM-2216 7  9.684768583070152 SMQ 
21 Q0 CACM-2110 8  9.554571548015552 SMQ 
21 Q0 CACM-2927 9  9.385617270400996 SMQ 
21 Q0 CACM-3018 10  9.315633927463741 SMQ 
21 Q0 CACM-2986 11  8.862881227644703 SMQ 
21 Q0 CACM-2706 12  8.805030830197804 SMQ 
21 Q0 CACM-2932 13  8.795668908757076 SMQ 
21 Q0 CACM-3162 14  8.541485664192205 SMQ 
21 Q0 CACM-1309 15  8.285353790010792 SMQ 
21 Q0 CACM-2784 16  8.261427511409458 SMQ 
21 Q0 CACM-2950 17  8.156654648981027 SMQ 
21 Q0 CACM-2226 18  8.020559942459727 SMQ 
21 Q0 CACM-2251 19  8.017560894670671 SMQ 
21 Q0 CACM-2454 20  7.813856630142254 SMQ 
21 Q0 CACM-2703 21  7.783990579713359 SMQ 
21 Q0 CACM-2702 22  7.696167968013079 SMQ 
21 Q0 CACM-2936 23  7.677164222195221 SMQ 
21 Q0 CACM-3131 24  7.670799961566185 SMQ 
21 Q0 CACM-1658 25  7.610793105518612 SMQ 
21 Q0 CACM-1462 26  7.525304558886551 SMQ 
21 Q0 CACM-3166 27  7.5068203717652615 SMQ 
21 Q0 CACM-1619 28  7.379789686996384 SMQ 
21 Q0 CACM-3110 29  7.337797638199771 SMQ 
21 Q0 CACM-2903 30  7.314073391026401 SMQ 
21 Q0 CACM-3070 31  7.274431074131659 SMQ 
21 Q0 CACM-2645 32  7.2378776435696 SMQ 
21 Q0 CACM-2828 33  7.231989294944857 SMQ 
21 Q0 CACM-3151 34  7.213765502339189 SMQ 
21 Q0 CACM-1491 35  7.175657464742956 SMQ 
21 Q0 CACM-2679 36  7.139059358825904 SMQ 
21 Q0 CACM-2033 37  7.107091147118173 SMQ 
21 Q0 CACM-2953 38  7.0519462538015185 SMQ 
21 Q0 CACM-2749 39  6.992283779488895 SMQ 
21 Q0 CACM-2365 40  6.9561019302290354 SMQ 
21 Q0 CACM-3055 41  6.952532593510187 SMQ 
21 Q0 CACM-2746 42  6.942537153887978 SMQ 
21 Q0 CACM-3163 43  6.815244960276955 SMQ 
21 Q0 CACM-2766 44  6.4730976256387756 SMQ 
21 Q0 CACM-3037 45  6.421116797524154 SMQ 
21 Q0 CACM-2855 46  6.387276561461307 SMQ 
21 Q0 CACM-2916 47  6.287750449791219 SMQ 
21 Q0 CACM-2499 48  6.240470643482226 SMQ 
21 Q0 CACM-3032 49  6.229472591613693 SMQ 
21 Q0 CACM-1957 50  6.215654619026223 SMQ 
21 Q0 CACM-3040 51  6.1992994216705615 SMQ 
21 Q0 CACM-2524 52  6.013902237180176 SMQ 
21 Q0 CACM-2665 53  6.010777335639215 SMQ 
21 Q0 CACM-1659 54  5.938147738985791 SMQ 
21 Q0 CACM-2771 55  5.9318607487911255 SMQ 
21 Q0 CACM-1886 56  5.874382499479687 SMQ 
21 Q0 CACM-2289 57  5.872350330499583 SMQ 
21 Q0 CACM-3007 58  5.8158570244228445 SMQ 
21 Q0 CACM-3150 59  5.7006466236729025 SMQ 
21 Q0 CACM-3165 60  5.635845269743958 SMQ 
21 Q0 CACM-0164 61  5.464395794131282 SMQ 
21 Q0 CACM-0895 62  5.454286634988955 SMQ 
21 Q0 CACM-0267 63  5.418077420023704 SMQ 
21 Q0 CACM-2035 64  5.382303112626889 SMQ 
21 Q0 CACM-2931 65  5.370382441514569 SMQ 
21 Q0 CACM-0117 66  5.331469204151767 SMQ 
21 Q0 CACM-1265 67  5.30120486046296 SMQ 
21 Q0 CACM-2628 68  5.289497421084437 SMQ 
21 Q0 CACM-1572 69  5.281875782012958 SMQ 
21 Q0 CACM-1350 70  5.227381469492693 SMQ 
21 Q0 CACM-2508 71  5.2142906055752345 SMQ 
21 Q0 CACM-1969 72  5.143234396772705 SMQ 
21 Q0 CACM-0149 73  5.045398152745105 SMQ 
21 Q0 CACM-2092 74  4.985205586070759 SMQ 
21 Q0 CACM-1899 75  4.791165273672595 SMQ 
21 Q0 CACM-2504 76  4.791165273672595 SMQ 
21 Q0 CACM-2892 77  4.692511589450478 SMQ 
21 Q0 CACM-1708 78  4.674595119780643 SMQ 
21 Q0 CACM-1465 79  4.632884814231991 SMQ 
21 Q0 CACM-1947 80  4.5928762948148965 SMQ 
21 Q0 CACM-2938 81  4.57886812464023 SMQ 
21 Q0 CACM-2457 82  4.539331687027879 SMQ 
21 Q0 CACM-2126 83  4.526566980911998 SMQ 
21 Q0 CACM-0371 84  4.49448827070072 SMQ 
21 Q0 CACM-2007 85  4.390368140487967 SMQ 
21 Q0 CACM-0598 86  4.358669227239022 SMQ 
21 Q0 CACM-2569 87  4.358669227239022 SMQ 
21 Q0 CACM-1404 88  4.347461745126531 SMQ 
21 Q0 CACM-2170 89  4.339202225804935 SMQ 
21 Q0 CACM-3154 90  4.277324558944971 SMQ 
21 Q0 CACM-1352 91  4.270255918775495 SMQ 
