59 Q0 CACM-1456 1  25.75142990128581 SMQ 
59 Q0 CACM-3041 2  21.651117502709045 SMQ 
59 Q0 CACM-0144 3  21.528896937513856 SMQ 
59 Q0 CACM-3087 4  21.520074926450597 SMQ 
59 Q0 CACM-2437 5  20.611251329492383 SMQ 
59 Q0 CACM-1235 6  19.76284325392335 SMQ 
59 Q0 CACM-1700 7  19.687035251207377 SMQ 
59 Q0 CACM-1681 8  19.55678994527423 SMQ 
59 Q0 CACM-2307 9  19.440966901544634 SMQ 
59 Q0 CACM-1926 10  19.28059887098242 SMQ 
59 Q0 CACM-2127 11  19.2717669143415 SMQ 
59 Q0 CACM-1855 12  19.256769746634408 SMQ 
59 Q0 CACM-2203 13  18.81605660000924 SMQ 
59 Q0 CACM-2258 14  18.218070037150632 SMQ 
59 Q0 CACM-2050 15  18.08593283635051 SMQ 
59 Q0 CACM-2795 16  17.88674819619182 SMQ 
59 Q0 CACM-1665 17  17.513286761621078 SMQ 
59 Q0 CACM-1703 18  17.452503484685458 SMQ 
59 Q0 CACM-1112 19  16.448940666709333 SMQ 
59 Q0 CACM-2705 20  16.302247963015848 SMQ 
59 Q0 CACM-1051 21  16.221381537124174 SMQ 
59 Q0 CACM-2111 22  15.343443843583687 SMQ 
59 Q0 CACM-2990 23  15.243476941692261 SMQ 
59 Q0 CACM-3053 24  15.178123740592813 SMQ 
59 Q0 CACM-1625 25  15.059271367037741 SMQ 
59 Q0 CACM-1359 26  14.86513525897435 SMQ 
59 Q0 CACM-2268 27  14.59569635924861 SMQ 
59 Q0 CACM-2688 28  14.145231096217005 SMQ 
59 Q0 CACM-2991 29  14.120674978963212 SMQ 
59 Q0 CACM-0661 30  14.078046016304683 SMQ 
59 Q0 CACM-2905 31  14.029814268366469 SMQ 
59 Q0 CACM-1525 32  14.025091791739358 SMQ 
59 Q0 CACM-2753 33  13.971509004892392 SMQ 
59 Q0 CACM-1939 34  13.926871606197917 SMQ 
59 Q0 CACM-0944 35  13.773232146026725 SMQ 
59 Q0 CACM-1725 36  13.704708683387752 SMQ 
59 Q0 CACM-2113 37  13.681287816481841 SMQ 
59 Q0 CACM-2715 38  13.588695120419779 SMQ 
59 Q0 CACM-2046 39  13.425417554855782 SMQ 
59 Q0 CACM-3126 40  13.362366036971212 SMQ 
59 Q0 CACM-2532 41  13.34053256052756 SMQ 
59 Q0 CACM-0440 42  13.308535816789462 SMQ 
59 Q0 CACM-2051 43  12.933724088500425 SMQ 
59 Q0 CACM-1194 44  12.888705699548716 SMQ 
59 Q0 CACM-2987 45  12.859232274240219 SMQ 
59 Q0 CACM-1487 46  12.841285240891978 SMQ 
59 Q0 CACM-1331 47  12.813674872527312 SMQ 
59 Q0 CACM-2552 48  12.804589907476037 SMQ 
59 Q0 CACM-2519 49  12.799182017054646 SMQ 
59 Q0 CACM-2733 50  12.761026818385337 SMQ 
59 Q0 CACM-2650 51  12.754212884947432 SMQ 
59 Q0 CACM-1441 52  12.644547862400362 SMQ 
59 Q0 CACM-1324 53  12.549115692426257 SMQ 
59 Q0 CACM-2631 54  12.526436518538054 SMQ 
59 Q0 CACM-1809 55  12.50092886673082 SMQ 
59 Q0 CACM-0329 56  12.493984740767146 SMQ 
59 Q0 CACM-2412 57  12.46889858813515 SMQ 
59 Q0 CACM-2396 58  12.368079600901847 SMQ 
59 Q0 CACM-2484 59  12.343355564062353 SMQ 
59 Q0 CACM-0727 60  12.135169856747051 SMQ 
59 Q0 CACM-2739 61  12.125704552374211 SMQ 
59 Q0 CACM-2923 62  12.077753485036276 SMQ 
59 Q0 CACM-1885 63  11.986171540519193 SMQ 
59 Q0 CACM-2141 64  11.95689634858082 SMQ 
59 Q0 CACM-3134 65  11.900039588195387 SMQ 
59 Q0 CACM-2060 66  11.89457944418024 SMQ 
59 Q0 CACM-2764 67  11.807516631453591 SMQ 
59 Q0 CACM-2711 68  11.793707279287759 SMQ 
59 Q0 CACM-1527 69  11.769683312887505 SMQ 
59 Q0 CACM-1415 70  11.732908880956364 SMQ 
59 Q0 CACM-0137 71  11.688917134779413 SMQ 
59 Q0 CACM-1236 72  11.669265197612951 SMQ 
59 Q0 CACM-2107 73  11.64072185056244 SMQ 
59 Q0 CACM-1828 74  11.628244473509273 SMQ 
59 Q0 CACM-1726 75  11.624518570286266 SMQ 
59 Q0 CACM-2140 76  11.546598068803029 SMQ 
59 Q0 CACM-2091 77  11.514668771078611 SMQ 
59 Q0 CACM-2033 78  11.479296773716104 SMQ 
59 Q0 CACM-2139 79  11.4452800252337 SMQ 
59 Q0 CACM-2032 80  11.403959238352744 SMQ 
59 Q0 CACM-1675 81  11.375355939751856 SMQ 
59 Q0 CACM-3120 82  11.361704498649546 SMQ 
59 Q0 CACM-2407 83  11.347438189440128 SMQ 
59 Q0 CACM-2916 84  11.235452432654975 SMQ 
59 Q0 CACM-2000 85  11.23286093835338 SMQ 
59 Q0 CACM-2210 86  11.096137577990671 SMQ 
59 Q0 CACM-2274 87  10.956405112151831 SMQ 
59 Q0 CACM-2808 88  10.917098099596128 SMQ 
59 Q0 CACM-2968 89  10.900680163680573 SMQ 
59 Q0 CACM-2092 90  10.89729003758605 SMQ 
59 Q0 CACM-1602 91  10.77375033376253 SMQ 
59 Q0 CACM-2516 92  10.739101801671902 SMQ 
59 Q0 CACM-2664 93  10.699420298620971 SMQ 
59 Q0 CACM-2906 94  10.61974733446979 SMQ 
59 Q0 CACM-3101 95  10.609690353525899 SMQ 
59 Q0 CACM-2883 96  10.60671380848154 SMQ 
59 Q0 CACM-1486 97  10.588407606422985 SMQ 
59 Q0 CACM-0891 98  10.557862579605263 SMQ 
59 Q0 CACM-2751 99  10.54855839822254 SMQ 
59 Q0 CACM-2623 100  10.546848666379441 SMQ 
