40 Q0 CACM-2941 1  24.27497053529648 SMQ 
40 Q0 CACM-3105 2  21.782762738251847 SMQ 
40 Q0 CACM-2956 3  21.36561876584179 SMQ 
40 Q0 CACM-2265 4  21.330327568468512 SMQ 
40 Q0 CACM-2651 5  21.301623889619727 SMQ 
40 Q0 CACM-1324 6  21.115191398192273 SMQ 
40 Q0 CACM-1485 7  20.471701407194395 SMQ 
40 Q0 CACM-1098 8  20.223401135411898 SMQ 
40 Q0 CACM-2295 9  19.11033604405265 SMQ 
40 Q0 CACM-1457 10  18.957170882615678 SMQ 
40 Q0 CACM-2406 11  18.89251196335332 SMQ 
40 Q0 CACM-1470 12  18.70715859904514 SMQ 
40 Q0 CACM-1588 13  18.648339167396973 SMQ 
40 Q0 CACM-2254 14  17.777920181900797 SMQ 
40 Q0 CACM-2558 15  17.72927765319964 SMQ 
40 Q0 CACM-2939 16  17.482825058155157 SMQ 
40 Q0 CACM-2470 17  17.40066839073627 SMQ 
40 Q0 CACM-2957 18  16.8746757557023 SMQ 
40 Q0 CACM-2314 19  16.797302484973944 SMQ 
40 Q0 CACM-1710 20  16.32885601010947 SMQ 
40 Q0 CACM-1835 21  16.186679829485136 SMQ 
40 Q0 CACM-0265 22  15.96928188487456 SMQ 
40 Q0 CACM-2705 23  15.72997074420266 SMQ 
40 Q0 CACM-2051 24  15.540257270787508 SMQ 
40 Q0 CACM-3030 25  15.478965993050252 SMQ 
40 Q0 CACM-2704 26  15.138266738903702 SMQ 
40 Q0 CACM-2958 27  15.130176566084026 SMQ 
40 Q0 CACM-2940 28  15.077299399429771 SMQ 
40 Q0 CACM-2084 29  15.068803893011124 SMQ 
40 Q0 CACM-1135 30  15.049767978774561 SMQ 
40 Q0 CACM-2341 31  14.906934369609726 SMQ 
40 Q0 CACM-2148 32  14.495257734789234 SMQ 
40 Q0 CACM-2078 33  14.474304556952172 SMQ 
40 Q0 CACM-0249 34  14.433008541061064 SMQ 
40 Q0 CACM-2699 35  14.346642857730192 SMQ 
40 Q0 CACM-2198 36  14.320831389726257 SMQ 
40 Q0 CACM-2316 37  14.31632300575309 SMQ 
40 Q0 CACM-2718 38  14.231629455723345 SMQ 
40 Q0 CACM-2411 39  14.186008990339616 SMQ 
40 Q0 CACM-2684 40  14.097902719002251 SMQ 
40 Q0 CACM-2603 41  14.060773223781712 SMQ 
40 Q0 CACM-0990 42  13.972104765180486 SMQ 
40 Q0 CACM-3106 43  13.892768754488497 SMQ 
40 Q0 CACM-1861 44  13.8178761718859 SMQ 
40 Q0 CACM-1466 45  13.699257869442906 SMQ 
40 Q0 CACM-2710 46  13.64795174888599 SMQ 
40 Q0 CACM-1051 47  13.603302806830255 SMQ 
40 Q0 CACM-3103 48  13.569679956148347 SMQ 
40 Q0 CACM-2850 49  13.43601212828047 SMQ 
40 Q0 CACM-1102 50  13.349804400190513 SMQ 
40 Q0 CACM-0463 51  13.037613438829062 SMQ 
40 Q0 CACM-1142 52  13.037613438829062 SMQ 
40 Q0 CACM-2632 53  12.992223435549363 SMQ 
40 Q0 CACM-3073 54  12.978090366548836 SMQ 
40 Q0 CACM-1456 55  12.945843479432714 SMQ 
40 Q0 CACM-1397 56  12.919665390738693 SMQ 
40 Q0 CACM-2814 57  12.89318634867912 SMQ 
40 Q0 CACM-2931 58  12.806084711038276 SMQ 
40 Q0 CACM-0651 59  12.755568446010187 SMQ 
40 Q0 CACM-2717 60  12.750620074230026 SMQ 
40 Q0 CACM-2138 61  12.719438071951856 SMQ 
40 Q0 CACM-1046 62  12.657818932445268 SMQ 
40 Q0 CACM-2253 63  12.657283899393425 SMQ 
40 Q0 CACM-0762 64  12.624154046038742 SMQ 
40 Q0 CACM-0920 65  12.624154046038742 SMQ 
40 Q0 CACM-1703 66  12.41751030532085 SMQ 
40 Q0 CACM-0628 67  12.377887231715519 SMQ 
40 Q0 CACM-2081 68  12.302557276880204 SMQ 
40 Q0 CACM-1366 69  12.138771788882387 SMQ 
40 Q0 CACM-1216 70  12.083300911093184 SMQ 
40 Q0 CACM-2546 71  12.040311522708613 SMQ 
40 Q0 CACM-1459 72  12.008850037781855 SMQ 
40 Q0 CACM-0731 73  11.998142649252229 SMQ 
40 Q0 CACM-2782 74  11.940368234691121 SMQ 
40 Q0 CACM-1035 75  11.780173698205127 SMQ 
40 Q0 CACM-1678 76  11.620395280400269 SMQ 
40 Q0 CACM-1306 77  11.605292501045529 SMQ 
40 Q0 CACM-2661 78  11.56045413552382 SMQ 
40 Q0 CACM-1869 79  11.50115424522972 SMQ 
40 Q0 CACM-1937 80  11.46789199516818 SMQ 
40 Q0 CACM-1923 81  11.429989143027704 SMQ 
40 Q0 CACM-1852 82  11.415852255811213 SMQ 
40 Q0 CACM-2317 83  11.288962063809207 SMQ 
40 Q0 CACM-3148 84  11.146841848790672 SMQ 
