30 Q0 CACM-1926 1  16.692199596654188 SMQ 
30 Q0 CACM-2341 2  12.608982837494334 SMQ 
30 Q0 CACM-1457 3  11.444400491439687 SMQ 
30 Q0 CACM-0397 4  10.27539426576377 SMQ 
30 Q0 CACM-2786 5  10.153503233670861 SMQ 
30 Q0 CACM-2882 6  10.106698494135678 SMQ 
30 Q0 CACM-2738 7  9.992080820955461 SMQ 
30 Q0 CACM-2165 8  9.813674556972327 SMQ 
30 Q0 CACM-3089 9  9.813674556972327 SMQ 
30 Q0 CACM-2988 10  9.571644373249727 SMQ 
30 Q0 CACM-1196 11  9.548314454420613 SMQ 
30 Q0 CACM-1324 12  9.400498879402413 SMQ 
30 Q0 CACM-1747 13  9.16102963548088 SMQ 
30 Q0 CACM-2314 14  9.016034661200187 SMQ 
30 Q0 CACM-2859 15  9.007648916271513 SMQ 
30 Q0 CACM-1616 16  8.651841386511276 SMQ 
30 Q0 CACM-1256 17  8.573071738957571 SMQ 
30 Q0 CACM-1267 18  8.508438207127522 SMQ 
30 Q0 CACM-2629 19  8.446545636670603 SMQ 
30 Q0 CACM-1739 20  8.421160609856702 SMQ 
30 Q0 CACM-3142 21  8.3439312366435 SMQ 
30 Q0 CACM-2356 22  8.177804240796847 SMQ 
30 Q0 CACM-2375 23  8.107163776873165 SMQ 
30 Q0 CACM-2457 24  8.084654504304304 SMQ 
30 Q0 CACM-3134 25  7.931749358166387 SMQ 
30 Q0 CACM-2947 26  7.742677254374264 SMQ 
30 Q0 CACM-1977 27  7.720789384957099 SMQ 
30 Q0 CACM-3128 28  7.634040144329404 SMQ 
30 Q0 CACM-2634 29  7.567791760269914 SMQ 
30 Q0 CACM-2597 30  7.548916795677691 SMQ 
30 Q0 CACM-2345 31  7.483819645820844 SMQ 
30 Q0 CACM-2311 32  7.471263761511655 SMQ 
30 Q0 CACM-1046 33  7.425143119537549 SMQ 
30 Q0 CACM-1461 34  7.42185126330032 SMQ 
30 Q0 CACM-2871 35  7.388457859997774 SMQ 
30 Q0 CACM-2396 36  7.367143681530141 SMQ 
30 Q0 CACM-2407 37  7.326714928735045 SMQ 
30 Q0 CACM-1929 38  7.318859503695517 SMQ 
30 Q0 CACM-2631 39  7.310305598243637 SMQ 
30 Q0 CACM-2152 40  7.292212756632441 SMQ 
30 Q0 CACM-1856 41  7.291438918031569 SMQ 
30 Q0 CACM-1453 42  7.247618983043516 SMQ 
30 Q0 CACM-1614 43  7.230867863206104 SMQ 
30 Q0 CACM-0320 44  7.214261170521501 SMQ 
30 Q0 CACM-3088 45  7.214261170521501 SMQ 
30 Q0 CACM-0025 46  7.192389585742609 SMQ 
30 Q0 CACM-2632 47  7.1802964112385235 SMQ 
30 Q0 CACM-2030 48  7.163770003015873 SMQ 
30 Q0 CACM-3175 49  7.145171773788298 SMQ 
30 Q0 CACM-1485 50  7.0629402594798 SMQ 
30 Q0 CACM-2876 51  7.012237559328799 SMQ 
30 Q0 CACM-3115 52  7.001922674119141 SMQ 
30 Q0 CACM-3006 53  6.960485180803229 SMQ 
30 Q0 CACM-1711 54  6.914493491354584 SMQ 
30 Q0 CACM-0018 55  6.893210023609592 SMQ 
30 Q0 CACM-0597 56  6.893210023609592 SMQ 
30 Q0 CACM-0652 57  6.893210023609592 SMQ 
30 Q0 CACM-1360 58  6.893210023609592 SMQ 
30 Q0 CACM-1912 59  6.893210023609592 SMQ 
30 Q0 CACM-2583 60  6.893210023609592 SMQ 
30 Q0 CACM-2479 61  6.880083984943569 SMQ 
30 Q0 CACM-2344 62  6.833655434857574 SMQ 
30 Q0 CACM-2343 63  6.813564092746315 SMQ 
30 Q0 CACM-0651 64  6.803201369637594 SMQ 
30 Q0 CACM-2995 65  6.803201369637594 SMQ 
30 Q0 CACM-0795 66  6.717324634122156 SMQ 
30 Q0 CACM-2111 67  6.717324634122156 SMQ 
30 Q0 CACM-3150 68  6.6934969188219275 SMQ 
30 Q0 CACM-1959 69  6.662193207127915 SMQ 
30 Q0 CACM-2749 70  6.642393120560494 SMQ 
30 Q0 CACM-3120 71  6.621956838010842 SMQ 
30 Q0 CACM-1170 72  6.589524686868855 SMQ 
30 Q0 CACM-0238 73  6.556601287878844 SMQ 
30 Q0 CACM-2818 74  6.556601287878844 SMQ 
30 Q0 CACM-2151 75  6.526060378170894 SMQ 
30 Q0 CACM-1341 76  6.5185031554885215 SMQ 
30 Q0 CACM-1099 77  6.48674337644541 SMQ 
30 Q0 CACM-0987 78  6.481172971122818 SMQ 
30 Q0 CACM-2582 79  6.416423134522772 SMQ 
30 Q0 CACM-2690 80  6.408700892120812 SMQ 
30 Q0 CACM-2852 81  6.408700892120812 SMQ 
30 Q0 CACM-3068 82  6.408700892120812 SMQ 
30 Q0 CACM-3087 83  6.368693724583738 SMQ 
30 Q0 CACM-0239 84  6.3389696617720634 SMQ 
30 Q0 CACM-0643 85  6.3389696617720634 SMQ 
30 Q0 CACM-2329 86  6.3389696617720634 SMQ 
30 Q0 CACM-0143 87  6.27178657472673 SMQ 
30 Q0 CACM-1071 88  6.27178657472673 SMQ 
30 Q0 CACM-2853 89  6.27178657472673 SMQ 
30 Q0 CACM-2138 90  6.258640187205292 SMQ 
30 Q0 CACM-1854 91  6.228373709784207 SMQ 
30 Q0 CACM-3112 92  6.21374733721685 SMQ 
30 Q0 CACM-1652 93  6.183454937618544 SMQ 
30 Q0 CACM-2985 94  6.175415778185705 SMQ 
30 Q0 CACM-2739 95  6.155998709036797 SMQ 
30 Q0 CACM-1387 96  6.144389468551882 SMQ 
30 Q0 CACM-2689 97  6.144389468551882 SMQ 
30 Q0 CACM-2372 98  6.132125268084024 SMQ 
30 Q0 CACM-1462 99  6.113882401690914 SMQ 
30 Q0 CACM-0633 100  6.083878188974772 SMQ 
