39 Q0 CACM-2651 1  41.602705051019754 SMQ 
39 Q0 CACM-2940 2  36.64244573210421 SMQ 
39 Q0 CACM-1861 3  31.17420610629908 SMQ 
39 Q0 CACM-3105 4  27.874149832085777 SMQ 
39 Q0 CACM-1614 5  27.731858331596182 SMQ 
39 Q0 CACM-2957 6  25.750125925682987 SMQ 
39 Q0 CACM-3103 7  25.416155502390154 SMQ 
39 Q0 CACM-2470 8  24.500612691639944 SMQ 
39 Q0 CACM-2254 9  23.073581705897368 SMQ 
39 Q0 CACM-2958 10  22.875633810130246 SMQ 
39 Q0 CACM-2956 11  22.79070891816392 SMQ 
39 Q0 CACM-2941 12  22.26972000730764 SMQ 
39 Q0 CACM-2078 13  20.96833893826268 SMQ 
39 Q0 CACM-2931 14  20.91645490242487 SMQ 
39 Q0 CACM-2684 15  20.240517881558368 SMQ 
39 Q0 CACM-2265 16  20.054404730249903 SMQ 
39 Q0 CACM-3031 17  19.91261288225732 SMQ 
39 Q0 CACM-2082 18  19.418212094272107 SMQ 
39 Q0 CACM-2705 19  19.375051296377947 SMQ 
39 Q0 CACM-2138 20  19.053243608939724 SMQ 
39 Q0 CACM-2341 21  18.88722039618013 SMQ 
39 Q0 CACM-1626 22  18.881360147741322 SMQ 
39 Q0 CACM-2558 23  18.75331561413744 SMQ 
39 Q0 CACM-2785 24  18.708813601654395 SMQ 
39 Q0 CACM-2939 25  17.824949342842707 SMQ 
39 Q0 CACM-2699 26  17.047345355098287 SMQ 
39 Q0 CACM-2406 27  16.93882312154014 SMQ 
39 Q0 CACM-1703 28  16.77538082992467 SMQ 
39 Q0 CACM-1902 29  16.57047994700525 SMQ 
39 Q0 CACM-1835 30  16.536707424314766 SMQ 
39 Q0 CACM-2002 31  15.79996059667403 SMQ 
39 Q0 CACM-2546 32  15.413940679487304 SMQ 
39 Q0 CACM-2314 33  15.355840724491056 SMQ 
39 Q0 CACM-2299 34  15.204933774408769 SMQ 
39 Q0 CACM-1210 35  15.127048349544484 SMQ 
39 Q0 CACM-3006 36  14.91595098919694 SMQ 
39 Q0 CACM-2527 37  14.80340942148866 SMQ 
39 Q0 CACM-2320 38  14.732067633689628 SMQ 
39 Q0 CACM-2732 39  14.694602497411992 SMQ 
39 Q0 CACM-2152 40  14.491568354288031 SMQ 
39 Q0 CACM-2717 41  14.390657867365096 SMQ 
39 Q0 CACM-2126 42  14.389561089525955 SMQ 
39 Q0 CACM-1002 43  14.375507677346214 SMQ 
39 Q0 CACM-1213 44  14.329801412647114 SMQ 
39 Q0 CACM-2264 45  14.186088625610257 SMQ 
39 Q0 CACM-0867 46  14.106388285076884 SMQ 
