45 Q0 CACM-2765 1  19.196119767829128 SMQ 
45 Q0 CACM-2452 2  18.089513056232434 SMQ 
45 Q0 CACM-2957 3  14.57444404741853 SMQ 
45 Q0 CACM-2816 4  14.342023732441504 SMQ 
45 Q0 CACM-2318 5  13.374816189879109 SMQ 
45 Q0 CACM-2984 6  13.144107491585423 SMQ 
45 Q0 CACM-2375 7  13.055250860495377 SMQ 
45 Q0 CACM-2979 8  13.02533928310109 SMQ 
45 Q0 CACM-1976 9  12.937156185323355 SMQ 
45 Q0 CACM-1267 10  12.470409431660475 SMQ 
45 Q0 CACM-2319 11  12.254105580281207 SMQ 
45 Q0 CACM-3181 12  12.023483546568109 SMQ 
45 Q0 CACM-2926 13  11.947208113883377 SMQ 
45 Q0 CACM-3137 14  11.9152404671625 SMQ 
45 Q0 CACM-1271 15  11.9151964190807 SMQ 
45 Q0 CACM-2860 16  11.741147490527151 SMQ 
45 Q0 CACM-3128 17  11.649382950646986 SMQ 
45 Q0 CACM-1194 18  11.647389938748166 SMQ 
45 Q0 CACM-0397 19  11.474068999928754 SMQ 
45 Q0 CACM-1033 20  11.407736197841022 SMQ 
45 Q0 CACM-2812 21  11.378726466284235 SMQ 
45 Q0 CACM-2969 22  11.135094170612353 SMQ 
45 Q0 CACM-2669 23  11.08721928634276 SMQ 
45 Q0 CACM-2718 24  10.798397703102925 SMQ 
45 Q0 CACM-2978 25  10.730129680373329 SMQ 
45 Q0 CACM-3087 26  10.602675316582127 SMQ 
45 Q0 CACM-2370 27  10.598968980957409 SMQ 
45 Q0 CACM-1680 28  10.532001031367479 SMQ 
45 Q0 CACM-2928 29  10.27278645748139 SMQ 
45 Q0 CACM-1534 30  10.223680093708165 SMQ 
45 Q0 CACM-2949 31  10.204845482589034 SMQ 
45 Q0 CACM-2951 32  10.168178582387423 SMQ 
45 Q0 CACM-3070 33  10.037877718161148 SMQ 
45 Q0 CACM-2493 34  9.91505342899364 SMQ 
45 Q0 CACM-1412 35  9.885427918572374 SMQ 
45 Q0 CACM-1765 36  9.827921134086607 SMQ 
45 Q0 CACM-2645 37  9.714183090813709 SMQ 
45 Q0 CACM-2424 38  9.700299604878396 SMQ 
45 Q0 CACM-2716 39  9.687151814050651 SMQ 
45 Q0 CACM-2437 40  9.666880822079086 SMQ 
45 Q0 CACM-3012 41  9.587758193079605 SMQ 
45 Q0 CACM-2988 42  9.574927190487731 SMQ 
45 Q0 CACM-3089 43  9.44407707275288 SMQ 
45 Q0 CACM-2358 44  9.42786758690372 SMQ 
45 Q0 CACM-2356 45  9.360170935987984 SMQ 
45 Q0 CACM-2526 46  9.318584500632362 SMQ 
45 Q0 CACM-3059 47  9.317282415602353 SMQ 
45 Q0 CACM-2849 48  9.310326317304714 SMQ 
45 Q0 CACM-1912 49  9.298368972064665 SMQ 
45 Q0 CACM-2133 50  9.275107002372721 SMQ 
45 Q0 CACM-1745 51  9.262546832153 SMQ 
45 Q0 CACM-3011 52  9.259556484300209 SMQ 
45 Q0 CACM-2741 53  9.08021316137531 SMQ 
45 Q0 CACM-0696 54  9.049755049913259 SMQ 
45 Q0 CACM-2991 55  9.048784126505005 SMQ 
45 Q0 CACM-2114 56  9.035371656160613 SMQ 
45 Q0 CACM-1226 57  9.01683706248362 SMQ 
45 Q0 CACM-2173 58  8.970106412629816 SMQ 
45 Q0 CACM-1926 59  8.969112787565038 SMQ 
45 Q0 CACM-3119 60  8.958028112520008 SMQ 
45 Q0 CACM-3136 61  8.953797066694216 SMQ 
45 Q0 CACM-1792 62  8.899315636650377 SMQ 
45 Q0 CACM-2882 63  8.873929996141252 SMQ 
45 Q0 CACM-2542 64  8.757549808980915 SMQ 
45 Q0 CACM-1695 65  8.722800383009437 SMQ 
45 Q0 CACM-1652 66  8.721677819730674 SMQ 
45 Q0 CACM-2253 67  8.564188653277908 SMQ 
45 Q0 CACM-1699 68  8.561503839213316 SMQ 
45 Q0 CACM-2327 69  8.528559838696307 SMQ 
45 Q0 CACM-1653 70  8.505623601605034 SMQ 
45 Q0 CACM-2781 71  8.476973574763438 SMQ 
45 Q0 CACM-3090 72  8.418399589150278 SMQ 
45 Q0 CACM-2064 73  8.381955743843756 SMQ 
45 Q0 CACM-3027 74  8.350628710561736 SMQ 
45 Q0 CACM-2195 75  8.332163743822946 SMQ 
45 Q0 CACM-1827 76  8.32430076805394 SMQ 
45 Q0 CACM-2516 77  8.30498528866008 SMQ 
45 Q0 CACM-2859 78  8.289565549120931 SMQ 
45 Q0 CACM-2046 79  8.28584697244622 SMQ 
45 Q0 CACM-1960 80  8.270733572635478 SMQ 
45 Q0 CACM-2876 81  8.196770796216159 SMQ 
45 Q0 CACM-0558 82  8.16898987782269 SMQ 
45 Q0 CACM-2017 83  8.151536803334395 SMQ 
45 Q0 CACM-3002 84  8.146689056647386 SMQ 
45 Q0 CACM-2307 85  8.1318089276597 SMQ 
45 Q0 CACM-2892 86  8.130971452091423 SMQ 
45 Q0 CACM-3028 87  8.1022755176086 SMQ 
45 Q0 CACM-3082 88  8.014527127137459 SMQ 
45 Q0 CACM-1908 89  8.008778966726002 SMQ 
45 Q0 CACM-1236 90  7.980165932437145 SMQ 
45 Q0 CACM-2593 91  7.943645437429068 SMQ 
45 Q0 CACM-2435 92  7.914140940621626 SMQ 
45 Q0 CACM-2371 93  7.855602511489426 SMQ 
45 Q0 CACM-2890 94  7.820440985291329 SMQ 
45 Q0 CACM-2862 95  7.725234842593226 SMQ 
45 Q0 CACM-2852 96  7.677732740417358 SMQ 
45 Q0 CACM-3017 97  7.666029603512866 SMQ 
45 Q0 CACM-2033 98  7.630538419406571 SMQ 
45 Q0 CACM-2651 99  7.608069973612678 SMQ 
45 Q0 CACM-2059 100  7.593175051725311 SMQ 
