41 Q0 CACM-3128 1  34.101300429071806 SMQ 
41 Q0 CACM-3043 2  32.917315784301586 SMQ 
41 Q0 CACM-2578 3  32.77256971173168 SMQ 
41 Q0 CACM-3082 4  29.9100840631601 SMQ 
41 Q0 CACM-1747 5  29.894086160965227 SMQ 
41 Q0 CACM-3141 6  27.96533511781881 SMQ 
41 Q0 CACM-3148 7  27.36597695823732 SMQ 
41 Q0 CACM-2080 8  25.20262782220987 SMQ 
41 Q0 CACM-2371 9  23.546216937151563 SMQ 
41 Q0 CACM-3137 10  23.486758140411446 SMQ 
41 Q0 CACM-2522 11  23.42328849372966 SMQ 
41 Q0 CACM-2740 12  23.23884249378943 SMQ 
41 Q0 CACM-2128 13  23.05324145309382 SMQ 
41 Q0 CACM-2969 14  22.841057181141444 SMQ 
41 Q0 CACM-2912 15  21.898658173716772 SMQ 
41 Q0 CACM-1751 16  21.646114246393477 SMQ 
41 Q0 CACM-2849 17  21.483508132281607 SMQ 
41 Q0 CACM-2596 18  21.437918262951598 SMQ 
41 Q0 CACM-2342 19  20.15685280812923 SMQ 
41 Q0 CACM-2406 20  20.07905229403448 SMQ 
41 Q0 CACM-2597 21  19.960202086627902 SMQ 
41 Q0 CACM-3153 22  19.876538430420766 SMQ 
41 Q0 CACM-1960 23  19.67908834354468 SMQ 
41 Q0 CACM-2376 24  19.378145248082255 SMQ 
41 Q0 CACM-2323 25  19.361278937502348 SMQ 
41 Q0 CACM-2895 26  19.214594195510053 SMQ 
41 Q0 CACM-1951 27  19.006774532898223 SMQ 
41 Q0 CACM-2672 28  18.798109345886175 SMQ 
41 Q0 CACM-3072 29  18.55909617750414 SMQ 
41 Q0 CACM-2435 30  18.500949089607698 SMQ 
41 Q0 CACM-3119 31  18.495195067574116 SMQ 
41 Q0 CACM-2255 32  18.357499933777454 SMQ 
41 Q0 CACM-2504 33  18.357499933777454 SMQ 
41 Q0 CACM-2890 34  18.344516581294506 SMQ 
41 Q0 CACM-1928 35  18.324897287230378 SMQ 
41 Q0 CACM-2950 36  18.20961485300449 SMQ 
41 Q0 CACM-2016 37  18.17189374580463 SMQ 
41 Q0 CACM-3076 38  17.780604263544852 SMQ 
41 Q0 CACM-2276 39  17.59677930137227 SMQ 
41 Q0 CACM-2900 40  17.583079091183816 SMQ 
41 Q0 CACM-1745 41  17.562437001978108 SMQ 
41 Q0 CACM-2482 42  17.262134301188144 SMQ 
41 Q0 CACM-2738 43  17.237786310271332 SMQ 
41 Q0 CACM-1948 44  17.081438816216743 SMQ 
41 Q0 CACM-2373 45  16.966779078036176 SMQ 
41 Q0 CACM-0052 46  16.90165197731285 SMQ 
41 Q0 CACM-2111 47  16.768357125407782 SMQ 
41 Q0 CACM-2317 48  16.74007311737962 SMQ 
41 Q0 CACM-0088 49  16.71478269712168 SMQ 
41 Q0 CACM-2949 50  16.643199645694565 SMQ 
41 Q0 CACM-2454 51  16.493063179140556 SMQ 
41 Q0 CACM-1780 52  16.45478595326495 SMQ 
41 Q0 CACM-2927 53  16.28717937386701 SMQ 
41 Q0 CACM-3086 54  16.222249676497192 SMQ 
41 Q0 CACM-2616 55  16.029782983793442 SMQ 
41 Q0 CACM-1341 56  15.932700589053344 SMQ 
41 Q0 CACM-2535 57  15.74977913649471 SMQ 
41 Q0 CACM-1877 58  15.705534232352633 SMQ 
41 Q0 CACM-3078 59  15.672686711465033 SMQ 
41 Q0 CACM-1247 60  15.629268406310763 SMQ 
41 Q0 CACM-2931 61  15.572391202216755 SMQ 
41 Q0 CACM-2697 62  15.528246361542486 SMQ 
41 Q0 CACM-2236 63  15.421711407041695 SMQ 
41 Q0 CACM-1846 64  15.331888500534877 SMQ 
41 Q0 CACM-1153 65  15.136194458235316 SMQ 
41 Q0 CACM-1854 66  15.008915372366564 SMQ 
41 Q0 CACM-3124 67  14.882352688653565 SMQ 
41 Q0 CACM-3180 68  14.860847670052237 SMQ 
41 Q0 CACM-2580 69  14.827183300796676 SMQ 
41 Q0 CACM-2629 70  14.663109356212226 SMQ 
41 Q0 CACM-2015 71  14.662379889220215 SMQ 
41 Q0 CACM-3073 72  14.624452193816364 SMQ 
41 Q0 CACM-1924 73  14.52623749498715 SMQ 
41 Q0 CACM-2327 74  14.50414478095907 SMQ 
41 Q0 CACM-2816 75  14.450408878785318 SMQ 
41 Q0 CACM-2995 76  14.407784955071307 SMQ 
41 Q0 CACM-2479 77  14.331372670227422 SMQ 
41 Q0 CACM-2198 78  14.30411225782898 SMQ 
41 Q0 CACM-3127 79  14.294943592010823 SMQ 
41 Q0 CACM-1828 80  14.278132048447407 SMQ 
41 Q0 CACM-2568 81  14.238497910590294 SMQ 
41 Q0 CACM-2519 82  14.224704980397682 SMQ 
41 Q0 CACM-2216 83  14.12560758643155 SMQ 
41 Q0 CACM-2289 84  14.073580227377635 SMQ 
41 Q0 CACM-2320 85  14.061078436697274 SMQ 
41 Q0 CACM-2030 86  14.001204972122798 SMQ 
41 Q0 CACM-2955 87  13.993063375907639 SMQ 
41 Q0 CACM-3059 88  13.962684489666804 SMQ 
41 Q0 CACM-1935 89  13.959257283064275 SMQ 
41 Q0 CACM-2720 90  13.947822959417952 SMQ 
41 Q0 CACM-3089 91  13.915646029439856 SMQ 
41 Q0 CACM-3156 92  13.70554204111909 SMQ 
41 Q0 CACM-1698 93  13.596323643423682 SMQ 
41 Q0 CACM-2314 94  13.57571886319609 SMQ 
41 Q0 CACM-2020 95  13.548139746889026 SMQ 
41 Q0 CACM-1484 96  13.534514855065883 SMQ 
41 Q0 CACM-0695 97  13.517422621479911 SMQ 
41 Q0 CACM-3026 98  13.517390683479881 SMQ 
41 Q0 CACM-1967 99  13.486917302684699 SMQ 
41 Q0 CACM-0643 100  13.474344567661934 SMQ 
