57 Q0 CACM-3140 1  67.6099987195342 SMQ 
57 Q0 CACM-3077 2  67.24618233387568 SMQ 
57 Q0 CACM-1132 3  38.83683777813796 SMQ 
57 Q0 CACM-0001 4  33.91887696412634 SMQ 
57 Q0 CACM-0209 5  33.91887696412634 SMQ 
57 Q0 CACM-1106 6  33.82882216154064 SMQ 
57 Q0 CACM-0196 7  33.39912703519245 SMQ 
57 Q0 CACM-0065 8  32.297967239489104 SMQ 
57 Q0 CACM-1137 9  30.727074390335183 SMQ 
57 Q0 CACM-0437 10  30.324246271009606 SMQ 
57 Q0 CACM-0176 11  29.00925766031407 SMQ 
57 Q0 CACM-1705 12  28.197770979932407 SMQ 
57 Q0 CACM-2700 13  27.588573508360533 SMQ 
57 Q0 CACM-0228 14  27.14316054535629 SMQ 
57 Q0 CACM-0406 15  26.65021339127545 SMQ 
57 Q0 CACM-3178 16  26.288718009739636 SMQ 
57 Q0 CACM-1715 17  26.274255257749147 SMQ 
57 Q0 CACM-0689 18  25.355504199501972 SMQ 
57 Q0 CACM-0027 19  24.22669464190044 SMQ 
57 Q0 CACM-3155 20  23.938668300659838 SMQ 
57 Q0 CACM-0631 21  23.921973305072598 SMQ 
57 Q0 CACM-1914 22  23.891592158817858 SMQ 
57 Q0 CACM-0231 23  23.37455975363777 SMQ 
57 Q0 CACM-0259 24  23.291708007487912 SMQ 
57 Q0 CACM-0875 25  22.824700289724788 SMQ 
57 Q0 CACM-0333 26  22.318435894268358 SMQ 
57 Q0 CACM-0088 27  22.16890453666913 SMQ 
57 Q0 CACM-0611 28  21.95339900130056 SMQ 
57 Q0 CACM-1764 29  21.875422244083722 SMQ 
57 Q0 CACM-0349 30  21.59578160521916 SMQ 
57 Q0 CACM-0352 31  21.59578160521916 SMQ 
57 Q0 CACM-2412 32  21.468597772493943 SMQ 
57 Q0 CACM-3008 33  21.399192802930273 SMQ 
57 Q0 CACM-1716 34  21.333306605106884 SMQ 
57 Q0 CACM-0344 35  21.257489082138946 SMQ 
57 Q0 CACM-0910 36  21.257489082138946 SMQ 
57 Q0 CACM-3138 37  21.039453084682517 SMQ 
57 Q0 CACM-1046 38  21.013598396020576 SMQ 
57 Q0 CACM-1133 39  20.9937319414113 SMQ 
