7 Q0 CACM-3043 1  35.24295744585906 SMQ 
7 Q0 CACM-2912 2  21.206631534688256 SMQ 
7 Q0 CACM-2949 3  20.778029053338898 SMQ 
7 Q0 CACM-2376 4  19.846990955552453 SMQ 
7 Q0 CACM-3141 5  19.649971002161273 SMQ 
7 Q0 CACM-2865 6  18.198138870553212 SMQ 
7 Q0 CACM-2317 7  17.451811882152796 SMQ 
7 Q0 CACM-3128 8  17.280016366533793 SMQ 
7 Q0 CACM-1623 9  16.99619814286655 SMQ 
7 Q0 CACM-1397 10  15.794669949749483 SMQ 
7 Q0 CACM-2740 11  15.571082496462395 SMQ 
7 Q0 CACM-2342 12  15.217296221999504 SMQ 
7 Q0 CACM-3148 13  15.189313940553825 SMQ 
7 Q0 CACM-1381 14  15.146262932753393 SMQ 
7 Q0 CACM-2890 15  14.471720423548334 SMQ 
7 Q0 CACM-2111 16  14.189248976964063 SMQ 
7 Q0 CACM-0616 17  14.098812722559202 SMQ 
7 Q0 CACM-1145 18  13.507837517111799 SMQ 
7 Q0 CACM-2902 19  12.765971650977109 SMQ 
7 Q0 CACM-2320 20  12.763323619308458 SMQ 
7 Q0 CACM-0270 21  12.691879295837243 SMQ 
7 Q0 CACM-1948 22  12.35740590853234 SMQ 
7 Q0 CACM-2795 23  11.887779624335067 SMQ 
7 Q0 CACM-2950 24  11.873339951820753 SMQ 
7 Q0 CACM-3104 25  11.729098936822908 SMQ 
7 Q0 CACM-2326 26  11.646109179275433 SMQ 
7 Q0 CACM-2402 27  11.641021297630521 SMQ 
7 Q0 CACM-0046 28  11.282774713009037 SMQ 
7 Q0 CACM-3021 29  11.252023258363291 SMQ 
7 Q0 CACM-1854 30  11.204762181720918 SMQ 
7 Q0 CACM-2325 31  11.092770541806319 SMQ 
7 Q0 CACM-3014 32  10.96909062835585 SMQ 
7 Q0 CACM-2306 33  10.908249062488053 SMQ 
7 Q0 CACM-2674 34  10.849932281629105 SMQ 
7 Q0 CACM-2276 35  10.782337383606144 SMQ 
7 Q0 CACM-2903 36  10.717441560154302 SMQ 
7 Q0 CACM-3054 37  10.475129747113998 SMQ 
7 Q0 CACM-1626 38  10.461873500859003 SMQ 
7 Q0 CACM-2871 39  10.459102944301224 SMQ 
7 Q0 CACM-2972 40  10.183801867083863 SMQ 
7 Q0 CACM-2863 41  9.963874833853495 SMQ 
7 Q0 CACM-0942 42  9.896882548698393 SMQ 
7 Q0 CACM-1440 43  9.843805811000355 SMQ 
7 Q0 CACM-2691 44  9.663701576703941 SMQ 
7 Q0 CACM-2273 45  9.661434511379603 SMQ 
7 Q0 CACM-2913 46  9.645018055072374 SMQ 
7 Q0 CACM-1923 47  9.588150651111128 SMQ 
7 Q0 CACM-1198 48  9.564592173358974 SMQ 
7 Q0 CACM-0396 49  9.563146261405821 SMQ 
7 Q0 CACM-3143 50  9.548152035128597 SMQ 
7 Q0 CACM-0964 51  9.511103676344606 SMQ 
7 Q0 CACM-2541 52  9.480949619464322 SMQ 
7 Q0 CACM-2454 53  9.460128740999624 SMQ 
7 Q0 CACM-2324 54  9.389199666092276 SMQ 
7 Q0 CACM-3078 55  9.313753722158015 SMQ 
7 Q0 CACM-2439 56  9.30108351914319 SMQ 
7 Q0 CACM-3032 57  9.266075756150459 SMQ 
7 Q0 CACM-2208 58  9.248825552241012 SMQ 
7 Q0 CACM-2962 59  9.139405095525731 SMQ 
7 Q0 CACM-2389 60  9.135592045601767 SMQ 
7 Q0 CACM-2371 61  9.129943791740267 SMQ 
7 Q0 CACM-2216 62  9.056136963076483 SMQ 
7 Q0 CACM-2150 63  9.035931371663544 SMQ 
7 Q0 CACM-2657 64  9.03401062246543 SMQ 
7 Q0 CACM-2080 65  9.015876602770998 SMQ 
7 Q0 CACM-1698 66  9.00088686800597 SMQ 
7 Q0 CACM-0371 67  8.98897654140144 SMQ 
7 Q0 CACM-1172 68  8.987977007519811 SMQ 
7 Q0 CACM-2665 69  8.899371790937867 SMQ 
7 Q0 CACM-2860 70  8.884040512340817 SMQ 
7 Q0 CACM-2327 71  8.882657139059582 SMQ 
7 Q0 CACM-1745 72  8.854309925650739 SMQ 
7 Q0 CACM-2953 73  8.838587048077773 SMQ 
7 Q0 CACM-2016 74  8.837762180640944 SMQ 
7 Q0 CACM-1603 75  8.837001335401503 SMQ 
7 Q0 CACM-2007 76  8.780736280975933 SMQ 
7 Q0 CACM-1601 77  8.762052112739624 SMQ 
7 Q0 CACM-3164 78  8.73042570521784 SMQ 
7 Q0 CACM-1771 79  8.714909152708117 SMQ 
7 Q0 CACM-2470 80  8.677417982335168 SMQ 
7 Q0 CACM-2579 81  8.645363477752241 SMQ 
7 Q0 CACM-2110 82  8.636120495038881 SMQ 
7 Q0 CACM-1749 83  8.61125608971998 SMQ 
7 Q0 CACM-2581 84  8.591628217890513 SMQ 
7 Q0 CACM-2314 85  8.586464308552493 SMQ 
7 Q0 CACM-2438 86  8.578433499102056 SMQ 
7 Q0 CACM-2373 87  8.57081123272441 SMQ 
7 Q0 CACM-2851 88  8.552207918092735 SMQ 
7 Q0 CACM-1952 89  8.53371291021388 SMQ 
7 Q0 CACM-1342 90  8.421045496872342 SMQ 
7 Q0 CACM-1660 91  8.421045496872342 SMQ 
7 Q0 CACM-1592 92  8.362055438918546 SMQ 
7 Q0 CACM-2167 93  8.315069043453617 SMQ 
7 Q0 CACM-0243 94  8.241195774146046 SMQ 
7 Q0 CACM-2263 95  8.229344492885756 SMQ 
7 Q0 CACM-2365 96  8.222174486086256 SMQ 
7 Q0 CACM-0804 97  8.213619218982554 SMQ 
7 Q0 CACM-2884 98  8.213619218982554 SMQ 
7 Q0 CACM-2895 99  8.168567247257036 SMQ 
7 Q0 CACM-1796 100  8.165056834778142 SMQ 
