27 Q0 CACM-2297 1  15.15284003731583 SMQ 
27 Q0 CACM-2069 2  14.168154762354076 SMQ 
27 Q0 CACM-1752 3  12.137070896115798 SMQ 
27 Q0 CACM-2319 4  11.8736179803181 SMQ 
27 Q0 CACM-2358 5  11.741468152991516 SMQ 
27 Q0 CACM-3006 6  11.36720262033828 SMQ 
27 Q0 CACM-2902 7  11.243770623073527 SMQ 
27 Q0 CACM-2406 8  11.00528123098237 SMQ 
27 Q0 CACM-1751 9  10.954396984841267 SMQ 
27 Q0 CACM-2374 10  10.873149722131846 SMQ 
27 Q0 CACM-1892 11  10.680668103499855 SMQ 
27 Q0 CACM-2988 12  10.52505192782957 SMQ 
27 Q0 CACM-2372 13  10.107885603350537 SMQ 
27 Q0 CACM-1753 14  9.84734126667863 SMQ 
27 Q0 CACM-3000 15  9.72786272302219 SMQ 
27 Q0 CACM-2740 16  9.589737366059765 SMQ 
27 Q0 CACM-1901 17  9.314192369070671 SMQ 
27 Q0 CACM-1728 18  9.190106070276853 SMQ 
27 Q0 CACM-2867 19  9.053464962646181 SMQ 
27 Q0 CACM-2379 20  8.974211771803928 SMQ 
27 Q0 CACM-1750 21  8.939642006240378 SMQ 
27 Q0 CACM-3067 22  8.920375604017146 SMQ 
27 Q0 CACM-2669 23  8.863352798169318 SMQ 
27 Q0 CACM-2314 24  8.810540224562278 SMQ 
27 Q0 CACM-1461 25  8.628495751061353 SMQ 
27 Q0 CACM-2502 26  8.434719696516755 SMQ 
27 Q0 CACM-3050 27  8.404818913531358 SMQ 
27 Q0 CACM-3026 28  8.354928523965555 SMQ 
27 Q0 CACM-3028 29  8.27357455812805 SMQ 
27 Q0 CACM-2017 30  8.136755981543985 SMQ 
27 Q0 CACM-2311 31  8.096507184218522 SMQ 
27 Q0 CACM-1747 32  8.004406242150804 SMQ 
27 Q0 CACM-2624 33  7.970703818675551 SMQ 
27 Q0 CACM-2345 34  7.929346682977465 SMQ 
27 Q0 CACM-3011 35  7.8659483525029845 SMQ 
27 Q0 CACM-2864 36  7.865689435853875 SMQ 
27 Q0 CACM-2577 37  7.853125762020236 SMQ 
