23 Q0 CACM-3148 1  9.838983293577957 SMQ 
23 Q0 CACM-3137 2  9.008693156505469 SMQ 
23 Q0 CACM-2849 3  8.925953346078867 SMQ 
23 Q0 CACM-1745 4  8.34098041392982 SMQ 
23 Q0 CACM-2081 5  8.175835915037464 SMQ 
23 Q0 CACM-2276 6  7.832290813716911 SMQ 
23 Q0 CACM-2406 7  7.831933164636569 SMQ 
23 Q0 CACM-1873 8  7.662977427856559 SMQ 
23 Q0 CACM-2630 9  7.0558863169336306 SMQ 
23 Q0 CACM-3141 10  6.90263555141429 SMQ 
23 Q0 CACM-3166 11  6.856956562317581 SMQ 
23 Q0 CACM-1411 12  6.668548587506166 SMQ 
23 Q0 CACM-2890 13  6.604521834361419 SMQ 
23 Q0 CACM-2832 14  6.560913616773652 SMQ 
23 Q0 CACM-2454 15  6.4731264508512085 SMQ 
23 Q0 CACM-2216 16  6.447576302516904 SMQ 
23 Q0 CACM-3124 17  6.42643141934357 SMQ 
23 Q0 CACM-2373 18  6.340907597561032 SMQ 
23 Q0 CACM-2834 19  6.301258231567993 SMQ 
23 Q0 CACM-3025 20  6.269371443823195 SMQ 
23 Q0 CACM-2130 21  6.253243619375437 SMQ 
23 Q0 CACM-2766 22  6.176299403777934 SMQ 
23 Q0 CACM-2433 23  6.175186748906621 SMQ 
23 Q0 CACM-2578 24  6.0961297661580796 SMQ 
23 Q0 CACM-2169 25  6.004251121865807 SMQ 
23 Q0 CACM-3086 26  5.932114921606061 SMQ 
23 Q0 CACM-2999 27  5.923451549994645 SMQ 
23 Q0 CACM-2838 28  5.8399994048545665 SMQ 
23 Q0 CACM-2963 29  5.78141471066058 SMQ 
23 Q0 CACM-2665 30  5.715756900288719 SMQ 
23 Q0 CACM-3043 31  5.700344716831474 SMQ 
23 Q0 CACM-3082 32  5.674897914850047 SMQ 
23 Q0 CACM-0052 33  5.6338839924376165 SMQ 
23 Q0 CACM-0088 34  5.571594232373894 SMQ 
23 Q0 CACM-1946 35  5.569483656817359 SMQ 
23 Q0 CACM-2949 36  5.547733215231522 SMQ 
23 Q0 CACM-1780 37  5.484928651088317 SMQ 
23 Q0 CACM-3037 38  5.456775627662324 SMQ 
23 Q0 CACM-3156 39  5.447061314744733 SMQ 
23 Q0 CACM-2855 40  5.423494829451934 SMQ 
