5 Q0 CACM-1829 1  23.409389242393825 SMQ 
5 Q0 CACM-2035 2  21.03079290292394 SMQ 
5 Q0 CACM-2299 3  18.395937216068226 SMQ 
5 Q0 CACM-2629 4  17.905657933681795 SMQ 
5 Q0 CACM-2321 5  17.823084666430006 SMQ 
5 Q0 CACM-1978 6  17.646649459668822 SMQ 
5 Q0 CACM-3147 7  16.725154003128218 SMQ 
5 Q0 CACM-2873 8  16.18851342791273 SMQ 
5 Q0 CACM-1699 9  15.889529954258794 SMQ 
5 Q0 CACM-1409 10  15.317310388848448 SMQ 
5 Q0 CACM-2003 11  15.16959260065115 SMQ 
5 Q0 CACM-2106 12  14.6171528263625 SMQ 
5 Q0 CACM-1937 13  14.195894315516355 SMQ 
5 Q0 CACM-1671 14  13.822482836678168 SMQ 
5 Q0 CACM-1571 15  13.58534682072787 SMQ 
5 Q0 CACM-2357 16  13.580359935914618 SMQ 
5 Q0 CACM-1923 17  13.549769043030034 SMQ 
5 Q0 CACM-1960 18  13.30742176411654 SMQ 
5 Q0 CACM-1742 19  13.196300703980302 SMQ 
5 Q0 CACM-2169 20  13.187329230029157 SMQ 
5 Q0 CACM-0251 21  13.129728508275278 SMQ 
5 Q0 CACM-2247 22  12.986731847064718 SMQ 
5 Q0 CACM-2483 23  12.890659002937788 SMQ 
5 Q0 CACM-0892 24  12.88721021908718 SMQ 
5 Q0 CACM-1408 25  12.645544843902552 SMQ 
5 Q0 CACM-2820 26  12.510596752850462 SMQ 
5 Q0 CACM-1238 27  12.42843158417265 SMQ 
5 Q0 CACM-1853 28  12.340514019830486 SMQ 
5 Q0 CACM-3035 29  12.29017424931671 SMQ 
5 Q0 CACM-2786 30  12.225909670549134 SMQ 
5 Q0 CACM-3011 31  11.792181514443904 SMQ 
5 Q0 CACM-2812 32  11.662427936366184 SMQ 
5 Q0 CACM-2534 33  11.56307967346495 SMQ 
5 Q0 CACM-2622 34  11.506986037092599 SMQ 
5 Q0 CACM-2887 35  11.45188377179565 SMQ 
5 Q0 CACM-2145 36  11.345338301762315 SMQ 
5 Q0 CACM-3040 37  11.34361737113124 SMQ 
5 Q0 CACM-1605 38  11.298389262091385 SMQ 
5 Q0 CACM-3012 39  11.160020133958476 SMQ 
5 Q0 CACM-3137 40  11.08948395111158 SMQ 
5 Q0 CACM-1053 41  10.879768846648211 SMQ 
5 Q0 CACM-1188 42  10.871511328017238 SMQ 
5 Q0 CACM-1392 43  10.852749887632205 SMQ 
5 Q0 CACM-3102 44  10.708864599192738 SMQ 
5 Q0 CACM-2314 45  10.689787376222663 SMQ 
5 Q0 CACM-1682 46  10.623312450252488 SMQ 
5 Q0 CACM-3087 47  10.559819810918931 SMQ 
5 Q0 CACM-2959 48  10.394945670942999 SMQ 
5 Q0 CACM-1764 49  10.366290140310156 SMQ 
5 Q0 CACM-2469 50  10.310243714858423 SMQ 
5 Q0 CACM-1746 51  10.193100825152058 SMQ 
5 Q0 CACM-2358 52  10.115855459963274 SMQ 
5 Q0 CACM-1747 53  10.048630219425842 SMQ 
5 Q0 CACM-2542 54  9.894583429073453 SMQ 
5 Q0 CACM-2105 55  9.886251176017161 SMQ 
5 Q0 CACM-2867 56  9.848617289202751 SMQ 
5 Q0 CACM-2218 57  9.733951370995669 SMQ 
5 Q0 CACM-1698 58  9.703972448909667 SMQ 
5 Q0 CACM-2947 59  9.662689827244725 SMQ 
5 Q0 CACM-1252 60  9.61553768852003 SMQ 
5 Q0 CACM-2716 61  9.590999717477999 SMQ 
5 Q0 CACM-1270 62  9.588269080284622 SMQ 
5 Q0 CACM-1612 63  9.588269080284622 SMQ 
5 Q0 CACM-1465 64  9.584298657302462 SMQ 
5 Q0 CACM-2439 65  9.527941314570832 SMQ 
5 Q0 CACM-3146 66  9.494262392847244 SMQ 
5 Q0 CACM-1395 67  9.456515660667623 SMQ 
5 Q0 CACM-2252 68  9.444637723881637 SMQ 
5 Q0 CACM-2399 69  9.432582131453804 SMQ 
5 Q0 CACM-3030 70  9.374853555725558 SMQ 
5 Q0 CACM-2514 71  9.307711370429049 SMQ 
5 Q0 CACM-2527 72  9.304315290346022 SMQ 
5 Q0 CACM-1603 73  9.283490952406726 SMQ 
5 Q0 CACM-2522 74  9.147872790312178 SMQ 
5 Q0 CACM-1030 75  9.010054044942015 SMQ 
5 Q0 CACM-0679 76  8.981541301865747 SMQ 
5 Q0 CACM-0972 77  8.943941221968428 SMQ 
5 Q0 CACM-1962 78  8.903091001456557 SMQ 
5 Q0 CACM-1281 79  8.90298970348146 SMQ 
5 Q0 CACM-1810 80  8.882605056421369 SMQ 
5 Q0 CACM-2407 81  8.881646365824082 SMQ 
5 Q0 CACM-1646 82  8.817229301904195 SMQ 
5 Q0 CACM-1502 83  8.722709941380181 SMQ 
5 Q0 CACM-3031 84  8.715102291344621 SMQ 
5 Q0 CACM-2957 85  8.67358106928483 SMQ 
5 Q0 CACM-1487 86  8.671162459848828 SMQ 
5 Q0 CACM-2546 87  8.658387169037631 SMQ 
5 Q0 CACM-1534 88  8.63878946286929 SMQ 
5 Q0 CACM-2246 89  8.634197021304043 SMQ 
5 Q0 CACM-2138 90  8.61933399500225 SMQ 
5 Q0 CACM-1572 91  8.619228398438203 SMQ 
5 Q0 CACM-1454 92  8.601149826592998 SMQ 
5 Q0 CACM-2345 93  8.593425397429908 SMQ 
5 Q0 CACM-1901 94  8.587888919663392 SMQ 
5 Q0 CACM-3025 95  8.545098185720029 SMQ 
5 Q0 CACM-2960 96  8.538392856151974 SMQ 
5 Q0 CACM-1912 97  8.492720325141526 SMQ 
5 Q0 CACM-2841 98  8.446831667817541 SMQ 
5 Q0 CACM-2181 99  8.430892412592357 SMQ 
5 Q0 CACM-0173 100  8.427752906184782 SMQ 
