2 Q0 CACM-2434 1  18.872583569437175 SMQ 
2 Q0 CACM-2863 2  18.096892135742177 SMQ 
2 Q0 CACM-3078 3  16.177174463903484 SMQ 
2 Q0 CACM-1861 4  7.489160033579406 SMQ 
2 Q0 CACM-0616 5  7.426700186966928 SMQ 
2 Q0 CACM-1046 6  7.425143119537549 SMQ 
2 Q0 CACM-3202 7  7.293659529765717 SMQ 
2 Q0 CACM-0397 8  7.175657464742956 SMQ 
2 Q0 CACM-0942 9  6.545230710728337 SMQ 
2 Q0 CACM-1867 10  6.293551300762312 SMQ 
2 Q0 CACM-1014 11  6.283999620596128 SMQ 
2 Q0 CACM-0492 12  6.237568454474335 SMQ 
2 Q0 CACM-0435 13  6.126095436690151 SMQ 
2 Q0 CACM-1397 14  6.063224578839553 SMQ 
2 Q0 CACM-1623 15  5.895422993924555 SMQ 
2 Q0 CACM-1264 16  5.745838094552336 SMQ 
2 Q0 CACM-2939 17  5.745838094552336 SMQ 
2 Q0 CACM-0531 18  5.546373968618705 SMQ 
2 Q0 CACM-1671 19  5.540153911684715 SMQ 
2 Q0 CACM-0597 20  5.520675290559243 SMQ 
2 Q0 CACM-2812 21  5.494565275093744 SMQ 
2 Q0 CACM-1741 22  5.190254739367912 SMQ 
2 Q0 CACM-1183 23  5.070975065157515 SMQ 
2 Q0 CACM-0847 24  5.041312274752862 SMQ 
2 Q0 CACM-1305 25  4.843404516107139 SMQ 
2 Q0 CACM-0408 26  4.841044495581257 SMQ 
2 Q0 CACM-1345 27  4.639074582208399 SMQ 
2 Q0 CACM-1168 28  4.619846020334991 SMQ 
2 Q0 CACM-0563 29  4.612566579911963 SMQ 
2 Q0 CACM-0569 30  4.612566579911963 SMQ 
2 Q0 CACM-0740 31  4.612566579911963 SMQ 
2 Q0 CACM-1214 32  4.564324910214246 SMQ 
2 Q0 CACM-0290 33  4.555991896193187 SMQ 
2 Q0 CACM-0372 34  4.555991896193187 SMQ 
2 Q0 CACM-0394 35  4.555991896193187 SMQ 
2 Q0 CACM-0459 36  4.555991896193187 SMQ 
2 Q0 CACM-0853 37  4.555991896193187 SMQ 
2 Q0 CACM-0998 38  4.555991896193187 SMQ 
2 Q0 CACM-1105 39  4.555991896193187 SMQ 
2 Q0 CACM-1498 40  4.546495785126739 SMQ 
2 Q0 CACM-2439 41  4.546495785126739 SMQ 
2 Q0 CACM-1424 42  4.528985552584357 SMQ 
2 Q0 CACM-0269 43  4.502508064502005 SMQ 
2 Q0 CACM-0645 44  4.502508064502005 SMQ 
2 Q0 CACM-0673 45  4.502508064502005 SMQ 
2 Q0 CACM-0741 46  4.502508064502005 SMQ 
2 Q0 CACM-0742 47  4.502508064502005 SMQ 
2 Q0 CACM-0772 48  4.502508064502005 SMQ 
2 Q0 CACM-0798 49  4.502508064502005 SMQ 
2 Q0 CACM-0993 50  4.502508064502005 SMQ 
2 Q0 CACM-1320 51  4.502508064502005 SMQ 
2 Q0 CACM-2638 52  4.502508064502005 SMQ 
2 Q0 CACM-0279 53  4.451797819548574 SMQ 
2 Q0 CACM-0437 54  4.451797819548574 SMQ 
2 Q0 CACM-0622 55  4.451797819548574 SMQ 
2 Q0 CACM-0623 56  4.451797819548574 SMQ 
2 Q0 CACM-0624 57  4.451797819548574 SMQ 
2 Q0 CACM-1139 58  4.451797819548574 SMQ 
2 Q0 CACM-1702 59  4.451797819548574 SMQ 
2 Q0 CACM-0130 60  4.403590365064701 SMQ 
2 Q0 CACM-0131 61  4.403590365064701 SMQ 
2 Q0 CACM-0391 62  4.403590365064701 SMQ 
2 Q0 CACM-0517 63  4.403590365064701 SMQ 
2 Q0 CACM-1537 64  4.403590365064701 SMQ 
2 Q0 CACM-1538 65  4.403590365064701 SMQ 
2 Q0 CACM-2386 66  4.403590365064701 SMQ 
2 Q0 CACM-1625 67  4.399163017713561 SMQ 
2 Q0 CACM-0077 68  4.357652719762522 SMQ 
2 Q0 CACM-0108 69  4.357652719762522 SMQ 
2 Q0 CACM-0232 70  4.357652719762522 SMQ 
2 Q0 CACM-0246 71  4.357652719762522 SMQ 
2 Q0 CACM-0275 72  4.357652719762522 SMQ 
2 Q0 CACM-0631 73  4.357652719762522 SMQ 
2 Q0 CACM-1136 74  4.357652719762522 SMQ 
2 Q0 CACM-1313 75  4.357652719762522 SMQ 
2 Q0 CACM-1480 76  4.357652719762522 SMQ 
2 Q0 CACM-1990 77  4.357652719762522 SMQ 
2 Q0 CACM-1215 78  4.340199658504262 SMQ 
2 Q0 CACM-0314 79  4.313782988566588 SMQ 
2 Q0 CACM-0657 80  4.313782988566588 SMQ 
2 Q0 CACM-0756 81  4.313782988566588 SMQ 
2 Q0 CACM-2422 82  4.313782988566588 SMQ 
2 Q0 CACM-2653 83  4.313782988566588 SMQ 
2 Q0 CACM-2757 84  4.313782988566588 SMQ 
2 Q0 CACM-3189 85  4.312004009658869 SMQ 
2 Q0 CACM-0316 86  4.271805066959216 SMQ 
2 Q0 CACM-0330 87  4.271805066959216 SMQ 
2 Q0 CACM-0407 88  4.271805066959216 SMQ 
2 Q0 CACM-0646 89  4.271805066959216 SMQ 
2 Q0 CACM-0776 90  4.271805066959216 SMQ 
2 Q0 CACM-1037 91  4.271805066959216 SMQ 
2 Q0 CACM-1082 92  4.271805066959216 SMQ 
2 Q0 CACM-2510 93  4.271805066959216 SMQ 
2 Q0 CACM-0027 94  4.231564427080558 SMQ 
2 Q0 CACM-0051 95  4.231564427080558 SMQ 
2 Q0 CACM-0098 96  4.231564427080558 SMQ 
2 Q0 CACM-0102 97  4.231564427080558 SMQ 
2 Q0 CACM-0968 98  4.231564427080558 SMQ 
2 Q0 CACM-1814 99  4.231564427080558 SMQ 
2 Q0 CACM-1832 100  4.231564427080558 SMQ 
