10 Q0 CACM-2785 1  17.701085103630792 SMQ 
10 Q0 CACM-1795 2  13.790236453044784 SMQ 
10 Q0 CACM-3073 3  13.645155994745377 SMQ 
10 Q0 CACM-2700 4  12.760009060737367 SMQ 
10 Q0 CACM-2514 5  12.714484195937594 SMQ 
10 Q0 CACM-2266 6  12.382301327597729 SMQ 
10 Q0 CACM-2895 7  12.31756688922249 SMQ 
10 Q0 CACM-3075 8  11.986132346601913 SMQ 
10 Q0 CACM-1747 9  11.802076891552037 SMQ 
10 Q0 CACM-3059 10  11.387064115523543 SMQ 
10 Q0 CACM-1536 11  10.795735451738281 SMQ 
10 Q0 CACM-2851 12  10.692936778153658 SMQ 
10 Q0 CACM-0141 13  10.173717667045992 SMQ 
10 Q0 CACM-0392 14  9.97485083121709 SMQ 
10 Q0 CACM-1302 15  9.97485083121709 SMQ 
10 Q0 CACM-2685 16  9.912778916903772 SMQ 
10 Q0 CACM-2714 17  9.844152506427763 SMQ 
10 Q0 CACM-1158 18  9.709736584694575 SMQ 
10 Q0 CACM-0249 19  9.622005694040709 SMQ 
10 Q0 CACM-1262 20  9.609003265125038 SMQ 
10 Q0 CACM-2973 21  9.589460898986456 SMQ 
10 Q0 CACM-2316 22  9.544215337168726 SMQ 
10 Q0 CACM-1367 23  9.476117155554357 SMQ 
10 Q0 CACM-2896 24  9.476117155554357 SMQ 
10 Q0 CACM-2182 25  9.40403032711815 SMQ 
10 Q0 CACM-2603 26  9.373848815854474 SMQ 
10 Q0 CACM-1828 27  9.31749047944231 SMQ 
10 Q0 CACM-2326 28  9.159092908883144 SMQ 
10 Q0 CACM-1466 29  9.132838579628604 SMQ 
10 Q0 CACM-1216 30  9.129235999850255 SMQ 
10 Q0 CACM-2952 31  9.019604648610512 SMQ 
10 Q0 CACM-1102 32  8.899869600127008 SMQ 
10 Q0 CACM-1601 33  8.89290237187243 SMQ 
10 Q0 CACM-2842 34  8.755873389455399 SMQ 
10 Q0 CACM-3156 35  8.748435272059595 SMQ 
10 Q0 CACM-0463 36  8.691742292552709 SMQ 
10 Q0 CACM-1142 37  8.691742292552709 SMQ 
10 Q0 CACM-1811 38  8.69023721997652 SMQ 
10 Q0 CACM-0950 39  8.633726894973082 SMQ 
10 Q0 CACM-2289 40  8.603559781850135 SMQ 
10 Q0 CACM-2814 41  8.595457565786079 SMQ 
10 Q0 CACM-1309 42  8.592469255826204 SMQ 
10 Q0 CACM-0651 43  8.503712297340124 SMQ 
10 Q0 CACM-2295 44  8.503712297340124 SMQ 
10 Q0 CACM-2557 45  8.466106139220079 SMQ 
10 Q0 CACM-0762 46  8.416102697359161 SMQ 
10 Q0 CACM-0920 47  8.416102697359161 SMQ 
10 Q0 CACM-1468 48  8.298368066020444 SMQ 
10 Q0 CACM-1098 49  8.281667599699563 SMQ 
