36 Q0 CACM-2030 1  12.764825639698067 SMQ 
36 Q0 CACM-2794 2  10.669393467594098 SMQ 
36 Q0 CACM-2811 3  9.889549409411957 SMQ 
36 Q0 CACM-1265 4  9.769432665871847 SMQ 
36 Q0 CACM-1855 5  9.201382749081521 SMQ 
36 Q0 CACM-2698 6  9.009770343743677 SMQ 
36 Q0 CACM-2581 7  8.972026252443202 SMQ 
36 Q0 CACM-2110 8  8.854960499913581 SMQ 
36 Q0 CACM-2301 9  8.763396642575401 SMQ 
36 Q0 CACM-2113 10  8.516064413269339 SMQ 
36 Q0 CACM-2643 11  8.473585392586651 SMQ 
36 Q0 CACM-2112 12  8.430364246284324 SMQ 
36 Q0 CACM-1612 13  8.338824736261973 SMQ 
36 Q0 CACM-2350 14  7.624768537722753 SMQ 
36 Q0 CACM-1012 15  7.561876631705243 SMQ 
36 Q0 CACM-1989 16  7.528087405520397 SMQ 
36 Q0 CACM-2980 17  7.507082640454014 SMQ 
36 Q0 CACM-2739 18  7.365311658628093 SMQ 
36 Q0 CACM-2641 19  7.328903730766507 SMQ 
36 Q0 CACM-1527 20  7.288132122197248 SMQ 
36 Q0 CACM-1669 21  7.190735735578347 SMQ 
36 Q0 CACM-1668 22  7.155032341212238 SMQ 
36 Q0 CACM-1787 23  7.090174409291933 SMQ 
36 Q0 CACM-1917 24  7.052196714566117 SMQ 
36 Q0 CACM-2050 25  7.03492875742897 SMQ 
36 Q0 CACM-1679 26  6.994319924988554 SMQ 
36 Q0 CACM-2733 27  6.982959559728758 SMQ 
36 Q0 CACM-2880 28  6.952202228681665 SMQ 
36 Q0 CACM-1837 29  6.9241195882055315 SMQ 
36 Q0 CACM-1921 30  6.9241195882055315 SMQ 
36 Q0 CACM-2754 31  6.835468287993895 SMQ 
36 Q0 CACM-1825 32  6.716177370334531 SMQ 
36 Q0 CACM-1665 33  6.706118757708177 SMQ 
36 Q0 CACM-1184 34  6.6192269852017525 SMQ 
36 Q0 CACM-2061 35  6.611394830849742 SMQ 
36 Q0 CACM-1350 36  6.557478837801057 SMQ 
36 Q0 CACM-2149 37  6.538802482088797 SMQ 
36 Q0 CACM-1525 38  6.530991609518247 SMQ 
36 Q0 CACM-1170 39  6.529962548174779 SMQ 
36 Q0 CACM-2310 40  6.509285579586102 SMQ 
36 Q0 CACM-1910 41  6.365007824942648 SMQ 
36 Q0 CACM-3079 42  6.267596358133172 SMQ 
36 Q0 CACM-1179 43  6.2638576020245 SMQ 
36 Q0 CACM-2545 44  6.106825182309208 SMQ 
36 Q0 CACM-2836 45  6.063101971630501 SMQ 
36 Q0 CACM-2423 46  6.035423679334069 SMQ 
36 Q0 CACM-2982 47  6.034142305723611 SMQ 
36 Q0 CACM-3106 48  6.009739165619354 SMQ 
36 Q0 CACM-3132 49  5.980966460862256 SMQ 
36 Q0 CACM-3094 50  5.968324816145293 SMQ 
36 Q0 CACM-1178 51  5.928142232655385 SMQ 
36 Q0 CACM-1836 52  5.889940917881371 SMQ 
36 Q0 CACM-2252 53  5.85244884066115 SMQ 
36 Q0 CACM-1902 54  5.845318373230359 SMQ 
36 Q0 CACM-1865 55  5.764063544282867 SMQ 
36 Q0 CACM-2701 56  5.730069872465175 SMQ 
36 Q0 CACM-1223 57  5.726458452404495 SMQ 
36 Q0 CACM-0204 58  5.692445267747908 SMQ 
36 Q0 CACM-2556 59  5.662245984919253 SMQ 
36 Q0 CACM-1309 60  5.627497232895443 SMQ 
36 Q0 CACM-2963 61  5.611217724952539 SMQ 
36 Q0 CACM-2886 62  5.606515109536551 SMQ 
36 Q0 CACM-1335 63  5.59271662403199 SMQ 
36 Q0 CACM-3176 64  5.5901668167000516 SMQ 
36 Q0 CACM-2287 65  5.575620563073435 SMQ 
36 Q0 CACM-2916 66  5.54076821254045 SMQ 
36 Q0 CACM-3075 67  5.5393213087812425 SMQ 
36 Q0 CACM-1073 68  5.520675290559243 SMQ 
36 Q0 CACM-1915 69  5.4933038822879485 SMQ 
36 Q0 CACM-2492 70  5.487325417917507 SMQ 
36 Q0 CACM-1548 71  5.423062785333157 SMQ 
36 Q0 CACM-2195 72  5.413900204185179 SMQ 
36 Q0 CACM-0185 73  5.408446951268766 SMQ 
36 Q0 CACM-1399 74  5.288664410021107 SMQ 
36 Q0 CACM-2903 75  5.274392670476974 SMQ 
36 Q0 CACM-2481 76  5.252250024900234 SMQ 
36 Q0 CACM-2652 77  5.251358497696867 SMQ 
36 Q0 CACM-3165 78  5.197393631436404 SMQ 
36 Q0 CACM-3045 79  5.190033422201946 SMQ 
36 Q0 CACM-0633 80  5.1734523934227035 SMQ 
36 Q0 CACM-2987 81  5.170201044424873 SMQ 
36 Q0 CACM-2788 82  5.14285774962819 SMQ 
36 Q0 CACM-2910 83  5.113181770022029 SMQ 
36 Q0 CACM-1088 84  5.0661723974500115 SMQ 
36 Q0 CACM-1395 85  5.050928491999955 SMQ 
36 Q0 CACM-1794 86  5.012514874465841 SMQ 
36 Q0 CACM-2370 87  4.968413342422953 SMQ 
36 Q0 CACM-2340 88  4.947840792081064 SMQ 
36 Q0 CACM-2208 89  4.873218180845976 SMQ 
36 Q0 CACM-1847 90  4.845916417968552 SMQ 
36 Q0 CACM-0462 91  4.798751245258031 SMQ 
36 Q0 CACM-2355 92  4.77469395049877 SMQ 
36 Q0 CACM-2353 93  4.774178243557466 SMQ 
36 Q0 CACM-2546 94  4.761526202008641 SMQ 
36 Q0 CACM-2179 95  4.7505014831656895 SMQ 
36 Q0 CACM-2215 96  4.725403348799581 SMQ 
36 Q0 CACM-2054 97  4.696254119214857 SMQ 
36 Q0 CACM-3093 98  4.655008894579165 SMQ 
36 Q0 CACM-3154 99  4.63845595279844 SMQ 
36 Q0 CACM-2925 100  4.637913375625711 SMQ 
