63 Q0 CACM-2289 1  23.519960793437217 SMQ 
63 Q0 CACM-3075 2  21.249915967173663 SMQ 
63 Q0 CACM-2266 3  20.076194502200433 SMQ 
63 Q0 CACM-2114 4  19.411616180020214 SMQ 
63 Q0 CACM-2973 5  18.998064961116015 SMQ 
63 Q0 CACM-2884 6  18.56691594256055 SMQ 
63 Q0 CACM-1795 7  18.361234659021633 SMQ 
63 Q0 CACM-2896 8  17.754700761443406 SMQ 
63 Q0 CACM-2337 9  16.358136699217283 SMQ 
63 Q0 CACM-2557 10  16.20370013132418 SMQ 
63 Q0 CACM-2433 11  16.152687521271886 SMQ 
63 Q0 CACM-3059 12  16.098962943542844 SMQ 
63 Q0 CACM-2679 13  16.089545905492788 SMQ 
63 Q0 CACM-0320 14  15.803370129994516 SMQ 
63 Q0 CACM-1601 15  15.742948168254447 SMQ 
63 Q0 CACM-1957 16  15.711509976388102 SMQ 
63 Q0 CACM-2851 17  15.699371250869149 SMQ 
63 Q0 CACM-2570 18  15.647381585497284 SMQ 
63 Q0 CACM-2785 19  15.630117658202403 SMQ 
63 Q0 CACM-2895 20  15.408470346962481 SMQ 
63 Q0 CACM-2325 21  15.370854126021454 SMQ 
63 Q0 CACM-1468 22  15.324063852683334 SMQ 
63 Q0 CACM-3131 23  15.302122464577794 SMQ 
63 Q0 CACM-3073 24  15.27169929208356 SMQ 
63 Q0 CACM-2342 25  15.215955047447668 SMQ 
63 Q0 CACM-2402 26  15.074352984975524 SMQ 
63 Q0 CACM-1536 27  15.022665425301966 SMQ 
63 Q0 CACM-1158 28  14.89568081859249 SMQ 
63 Q0 CACM-0950 29  14.850270368602965 SMQ 
63 Q0 CACM-3156 30  14.812862806042629 SMQ 
63 Q0 CACM-2838 31  14.689822347393864 SMQ 
63 Q0 CACM-2490 32  14.662209852381473 SMQ 
63 Q0 CACM-2898 33  14.626892533056962 SMQ 
63 Q0 CACM-2767 34  14.57947309162129 SMQ 
63 Q0 CACM-1471 35  14.526218298721567 SMQ 
63 Q0 CACM-3166 36  14.477107549017248 SMQ 
63 Q0 CACM-2723 37  14.471260665080166 SMQ 
63 Q0 CACM-3039 38  14.454844784795048 SMQ 
63 Q0 CACM-1367 39  14.375193953963606 SMQ 
63 Q0 CACM-3086 40  14.2600282060162 SMQ 
63 Q0 CACM-0409 41  14.192100778376503 SMQ 
63 Q0 CACM-2630 42  14.035032812235926 SMQ 
63 Q0 CACM-2700 43  14.02686530270548 SMQ 
63 Q0 CACM-0371 44  13.942622287906993 SMQ 
63 Q0 CACM-2232 45  13.909212378343701 SMQ 
63 Q0 CACM-2932 46  13.830328845516554 SMQ 
63 Q0 CACM-2283 47  13.71051789982511 SMQ 
63 Q0 CACM-3061 48  13.668056781526197 SMQ 
63 Q0 CACM-1411 49  13.65779467263383 SMQ 
63 Q0 CACM-2324 50  13.585256181062567 SMQ 
63 Q0 CACM-2135 51  13.533531532171438 SMQ 
63 Q0 CACM-2276 52  13.509801613489035 SMQ 
63 Q0 CACM-2263 53  13.498162347022715 SMQ 
63 Q0 CACM-2685 54  13.431828315555691 SMQ 
63 Q0 CACM-2692 55  13.286013973360436 SMQ 
63 Q0 CACM-2740 56  13.196003494887576 SMQ 
63 Q0 CACM-2195 57  13.130678730100634 SMQ 
63 Q0 CACM-1811 58  13.030420080211197 SMQ 
63 Q0 CACM-2837 59  12.999955310731455 SMQ 
63 Q0 CACM-2714 60  12.992811665635779 SMQ 
63 Q0 CACM-1569 61  12.791033885206733 SMQ 
63 Q0 CACM-1262 62  12.644515784134777 SMQ 
63 Q0 CACM-1171 63  12.500621868781566 SMQ 
63 Q0 CACM-3037 64  12.461756340791881 SMQ 
63 Q0 CACM-2030 65  12.395892067482524 SMQ 
63 Q0 CACM-2060 66  12.349870515237185 SMQ 
63 Q0 CACM-2251 67  12.156860960918245 SMQ 
63 Q0 CACM-1828 68  12.068676521259203 SMQ 
63 Q0 CACM-1846 69  12.031129474173204 SMQ 
63 Q0 CACM-1417 70  12.023999668072914 SMQ 
63 Q0 CACM-1302 71  12.021978720096532 SMQ 
63 Q0 CACM-2426 72  11.998586977733487 SMQ 
63 Q0 CACM-2401 73  11.984673017370627 SMQ 
63 Q0 CACM-1366 74  11.913563094350181 SMQ 
63 Q0 CACM-2081 75  11.90903604120146 SMQ 
63 Q0 CACM-3124 76  11.779579479678569 SMQ 
63 Q0 CACM-2952 77  11.734463307716577 SMQ 
63 Q0 CACM-2968 78  11.727584916755509 SMQ 
63 Q0 CACM-2355 79  11.706915756050055 SMQ 
63 Q0 CACM-2950 80  11.650123290053356 SMQ 
63 Q0 CACM-2865 81  11.624077705564144 SMQ 
63 Q0 CACM-1658 82  11.620424605665423 SMQ 
63 Q0 CACM-2912 83  11.553016910640633 SMQ 
63 Q0 CACM-3018 84  11.550367915093604 SMQ 
63 Q0 CACM-2924 85  11.474169812015997 SMQ 
63 Q0 CACM-2819 86  11.42941049930141 SMQ 
63 Q0 CACM-2828 87  11.40497755007168 SMQ 
63 Q0 CACM-1551 88  11.338786294698567 SMQ 
63 Q0 CACM-2417 89  11.261775359401499 SMQ 
63 Q0 CACM-2567 90  11.222586059796239 SMQ 
63 Q0 CACM-1099 91  11.22238720022687 SMQ 
63 Q0 CACM-2948 92  11.20575564374386 SMQ 
63 Q0 CACM-3006 93  11.187528579520363 SMQ 
63 Q0 CACM-1554 94  11.058632537103922 SMQ 
63 Q0 CACM-1959 95  11.007303566900335 SMQ 
63 Q0 CACM-2080 96  10.95312045373693 SMQ 
63 Q0 CACM-1603 97  10.909855574249814 SMQ 
63 Q0 CACM-1392 98  10.857737207027823 SMQ 
63 Q0 CACM-2627 99  10.81087232034473 SMQ 
63 Q0 CACM-2598 100  10.784123007423068 SMQ 
