32 Q0 CACM-2177 1  56.208162072669126 SMQ 
32 Q0 CACM-3139 2  51.76126447542254 SMQ 
32 Q0 CACM-2289 3  47.48498938409659 SMQ 
32 Q0 CACM-1145 4  45.96850005436682 SMQ 
32 Q0 CACM-2883 5  44.6690440067476 SMQ 
32 Q0 CACM-3018 6  44.251612517274985 SMQ 
32 Q0 CACM-3156 7  43.043880678827456 SMQ 
32 Q0 CACM-2630 8  42.957721320258585 SMQ 
32 Q0 CACM-2484 9  42.18449714443673 SMQ 
32 Q0 CACM-2619 10  41.54362799803532 SMQ 
32 Q0 CACM-2368 11  40.86029283352122 SMQ 
32 Q0 CACM-3040 12  39.54706747704475 SMQ 
32 Q0 CACM-1727 13  38.929762578152314 SMQ 
32 Q0 CACM-1504 14  38.803988294468404 SMQ 
32 Q0 CACM-2490 15  38.68128198268961 SMQ 
32 Q0 CACM-2980 16  37.58562555557635 SMQ 
32 Q0 CACM-2524 17  36.58105921292797 SMQ 
32 Q0 CACM-3164 18  36.452987061513454 SMQ 
32 Q0 CACM-1415 19  36.3011541685535 SMQ 
32 Q0 CACM-2155 20  36.28391188935595 SMQ 
32 Q0 CACM-1847 21  35.976124470556165 SMQ 
32 Q0 CACM-2568 22  35.5844146590563 SMQ 
32 Q0 CACM-1905 23  35.5310090148435 SMQ 
32 Q0 CACM-1172 24  35.39488795354342 SMQ 
32 Q0 CACM-2877 25  35.25590013876238 SMQ 
32 Q0 CACM-2195 26  34.81353190215705 SMQ 
32 Q0 CACM-1961 27  34.570892046423765 SMQ 
32 Q0 CACM-1563 28  34.46382427204834 SMQ 
32 Q0 CACM-2408 29  34.03510987049653 SMQ 
32 Q0 CACM-3138 30  33.794863489742184 SMQ 
32 Q0 CACM-2015 31  33.015004398033966 SMQ 
32 Q0 CACM-2986 32  32.90583360748569 SMQ 
32 Q0 CACM-2695 33  32.79696960481545 SMQ 
32 Q0 CACM-2697 34  32.69886808338249 SMQ 
32 Q0 CACM-1529 35  32.470115383046384 SMQ 
32 Q0 CACM-1456 36  32.46742498479961 SMQ 
32 Q0 CACM-2178 37  32.081593358699415 SMQ 
32 Q0 CACM-3124 38  31.771653904948938 SMQ 
32 Q0 CACM-2856 39  31.68275851741652 SMQ 
32 Q0 CACM-2275 40  31.5389633995587 SMQ 
32 Q0 CACM-0616 41  31.516120457908816 SMQ 
32 Q0 CACM-3125 42  31.506210815446845 SMQ 
32 Q0 CACM-2769 43  31.461287896219496 SMQ 
32 Q0 CACM-1433 44  31.176762672678542 SMQ 
32 Q0 CACM-2059 45  31.09223409281901 SMQ 
32 Q0 CACM-1839 46  30.98054882639009 SMQ 
32 Q0 CACM-2052 47  30.823458086303905 SMQ 
32 Q0 CACM-2905 48  30.56982952316655 SMQ 
32 Q0 CACM-2453 49  30.53298736891682 SMQ 
32 Q0 CACM-2819 50  30.42141992761585 SMQ 
32 Q0 CACM-1423 51  30.198108694688703 SMQ 
32 Q0 CACM-1638 52  30.073963770445097 SMQ 
32 Q0 CACM-2925 53  30.00123616260621 SMQ 
32 Q0 CACM-1432 54  29.894710930311426 SMQ 
32 Q0 CACM-1350 55  29.855097539652398 SMQ 
32 Q0 CACM-1934 56  29.735054422190828 SMQ 
32 Q0 CACM-3100 57  29.52585591055564 SMQ 
32 Q0 CACM-2161 58  29.485914265865514 SMQ 
32 Q0 CACM-2923 59  29.247737741159312 SMQ 
32 Q0 CACM-2402 60  29.212780490053927 SMQ 
32 Q0 CACM-2247 61  29.08656884576358 SMQ 
32 Q0 CACM-2701 62  29.01025355019978 SMQ 
32 Q0 CACM-0497 63  28.883778636452593 SMQ 
32 Q0 CACM-2094 64  28.853780372472887 SMQ 
32 Q0 CACM-3057 65  28.547482697826325 SMQ 
32 Q0 CACM-2523 66  28.516014216456632 SMQ 
32 Q0 CACM-2389 67  28.437928228480995 SMQ 
32 Q0 CACM-3153 68  28.352724030198424 SMQ 
32 Q0 CACM-2934 69  28.326268029236218 SMQ 
32 Q0 CACM-2771 70  28.214014111635315 SMQ 
32 Q0 CACM-1935 71  27.744025774184053 SMQ 
32 Q0 CACM-1411 72  27.555890414347655 SMQ 
32 Q0 CACM-2767 73  27.552670124952783 SMQ 
32 Q0 CACM-1455 74  27.543843318967983 SMQ 
32 Q0 CACM-3172 75  27.401014993251383 SMQ 
32 Q0 CACM-2125 76  27.1815935946562 SMQ 
32 Q0 CACM-1698 77  27.12397145695034 SMQ 
32 Q0 CACM-3085 78  27.118886900023146 SMQ 
32 Q0 CACM-2646 79  26.95745968754251 SMQ 
32 Q0 CACM-3134 80  26.90364405610795 SMQ 
32 Q0 CACM-2189 81  26.891312805012042 SMQ 
32 Q0 CACM-1159 82  26.865226526541772 SMQ 
32 Q0 CACM-2956 83  26.712354371328487 SMQ 
32 Q0 CACM-3033 84  26.589428837293543 SMQ 
32 Q0 CACM-1062 85  26.54180843216644 SMQ 
32 Q0 CACM-2216 86  26.495414918559195 SMQ 
32 Q0 CACM-0492 87  26.426046041035182 SMQ 
32 Q0 CACM-2972 88  26.35303740340167 SMQ 
32 Q0 CACM-2940 89  26.301980884385856 SMQ 
32 Q0 CACM-2606 90  26.28732058031924 SMQ 
32 Q0 CACM-2081 91  26.26191786331609 SMQ 
32 Q0 CACM-1828 92  26.17543023968674 SMQ 
32 Q0 CACM-2273 93  25.923270036642233 SMQ 
32 Q0 CACM-1768 94  25.89566737377412 SMQ 
32 Q0 CACM-3008 95  25.832889471077667 SMQ 
32 Q0 CACM-2859 96  25.75640857946378 SMQ 
32 Q0 CACM-1721 97  25.612362951543027 SMQ 
32 Q0 CACM-1924 98  25.611415299399226 SMQ 
32 Q0 CACM-1625 99  25.60882316750689 SMQ 
32 Q0 CACM-2828 100  25.55628977116995 SMQ 
